id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
2,1946,QF,М,NYK,NBA,CLR,NBA,2,1
6,1947,F,O,BLB,NBA,PHW,NBA,4,2
8,1947,QF,М,CHS,NBA,BOS,NBA,2,1
17,1948,DF,К,MNL,NBA,ROC,NBA,2,0
29,1949,SF,Н,MNL,NBA,AND,NBA,2,0
48,1952,DSF,J,BOS,NBA,SYR,NBA,2,0
50,1952,F,O,MNL,NBA,NYK,NBA,4,1
56,1953,RR,I,BOS,NBA,,NBA,2,2
68,1955,DF,К,PHW,NBA,SYR,NBA,3,2
69,1955,DSF,J,SYR,NBA,BOS,NBA,2,1
74,1955,DSF,J,STL,NBA,MNL,NBA,2,1
83,1957,DSF,J,PHW,NBA,SYR,NBA,2,1
87,1958,DF,К,BOS,NBA,SYR,NBA,4,3
111,1962,DSF,J,STL,NBA,DET,NBA,3,1
117,1964,DF,К,BOS,NBA,PHI,NBA,4,3
120,1964,DF,К,LAL,NBA,BAL,NBA,4,2
121,1964,DSF,J,BAL,NBA,STL,NBA,3,1
134,1967,DF,К,BOS,NBA,PHI,NBA,4,3
135,1967,DSF,J,BOS,NBA,DET,NBA,4,2
139,1967,DSF,J,LAL,NBA,CHI,NBA,4,1
144,1968,F,O,BOS,NBA,LAL,NBA,4,3
167,1971,СФК,М,LAL,NBA,CHI,NBA,4,0
178,1973,СФК,М,NYK,NBA,CAP,NBA,4,3
187,1974,F,O,GSW,NBA,WSB,NBA,4,0
191,1974,СФК,М,GSW,NBA,SEA,NBA,4,2
198,1975,КФП,L,DET,NBA,MIL,NBA,2,1
213,1977,КФП,L,NYK,NBA,CLE,NBA,2,0
220,1977,КФП,L,SEA,NBA,LAL,NBA,2,1
241,1979,КФП,L,PHO,NBA,KCK,NBA,2,1
242,1979,КФП,L,SEA,NBA,POR,NBA,2,1
250,1980,CF,Н,HOU,NBA,KCK,NBA,4,1
252,1980,КФП,L,KCK,NBA,POR,NBA,2,1
255,1981,CF,Н,PHI,NBA,BOS,NBA,4,3
274,1982,КФП,L,DEN,NBA,PHO,NBA,2,1
276,1982,СФК,М,SAS,NBA,DEN,NBA,4,1
281,1983,КФП,L,NYK,NBA,DET,NBA,3,2
286,1983,КФП,L,LAL,NBA,KCK,NBA,3,0
305,1984,СФК,М,DEN,NBA,UTA,NBA,4,1
324,1986,КФП,L,DET,NBA,WSB,NBA,3,0
342,1987,СФК,М,BOS,NBA,ATL,NBA,4,3
356,1988,СФК,М,DET,NBA,MIL,NBA,4,0
357,1988,СФК,М,CHI,NBA,NYK,NBA,4,2
392,1990,КФП,L,POR,NBA,SEA,NBA,3,2
393,1990,СФК,М,LAL,NBA,GSW,NBA,4,1
398,1991,КФП,L,CLE,NBA,NJN,NBA,3,1
399,1991,КФП,L,NYK,NBA,DET,NBA,3,2
418,1992,CF,Н,PHO,NBA,SEA,NBA,4,3
432,1993,F,O,HOU,NBA,NYK,NBA,4,3
438,1993,СФК,М,HOU,NBA,PHO,NBA,4,3
451,1994,КФП,L,LAL,NBA,SEA,NBA,3,1
455,1995,CF,Н,CHI,NBA,ORL,NBA,4,0
459,1995,КФП,L,ATL,NBA,IND,NBA,3,2
473,1996,КФП,L,ATL,NBA,DET,NBA,3,2
480,1996,КФП,L,UTA,NBA,LAC,NBA,3,0
492,1997,F,O,CHI,NBA,UTA,NBA,4,2
507,1998,F,O,SAS,NBA,NYK,NBA,4,1
513,1998,СФК,М,SAS,NBA,LAL,NBA,4,0
544,2000,СФК,М,SAS,NBA,DAL,NBA,4,1
547,2001,КФП,L,BOS,NBA,PHI,NBA,3,2
551,2001,СФК,М,NJN,NBA,CHH,NBA,4,1
553,2001,CF,Н,LAL,NBA,SAC,NBA,4,3
555,2001,КФП,L,LAL,NBA,POR,NBA,3,0
557,2001,КФП,L,SAS,NBA,SEA,NBA,3,2
577,2003,КФП,L,NJN,NBA,NYK,NBA,4,0
585,2003,КФП,L,LAL,NBA,HOU,NBA,4,1
590,2004,CF,Н,DET,NBA,MIA,NBA,4,3
591,2004,КФП,L,MIA,NBA,NJN,NBA,4,0
594,2004,КФП,L,IND,NBA,BOS,NBA,4,3
602,2004,КФП,L,DAL,NBA,HOU,NBA,4,3
605,2005,CF,Н,MIA,NBA,DET,NBA,4,2
608,2005,КФП,L,MIA,NBA,CHI,NBA,4,2
615,2005,КФП,L,LAC,NBA,DEN,NBA,4,1
623,2006,КФП,L,DET,NBA,ORL,NBA,4,0
632,2006,КФП,L,UTA,NBA,HOU,NBA,4,3
633,2006,СФК,М,UTA,NBA,GSW,NBA,4,1
654,2008,КФП,L,BOS,NBA,CHI,NBA,4,3
667,2009,КФП,L,BOS,NBA,MIA,NBA,4,1
701,2011,СФК,М,BOS,NBA,PHI,NBA,4,3
705,2011,КФП,L,SAS,NBA,UTA,NBA,4,0
707,2011,КФП,L,LAL,NBA,DEN,NBA,4,3
710,1980,F,O,BOS,NBA,HOU,NBA,4,2
713,1967,F,D,PTP,ABA,NOB,ABA,4,3
724,1968,DSF,B,MMF,ABA,MNP,ABA,4,3
748,1971,DSF,B,UTS,ABA,DLC,ABA,4,0
753,1972,DSF,B,KEN,ABA,VIR,ABA,4,1
772,1975,F,D,NYA,ABA,DNA,ABA,4,2
775,1975,ФР,B,KEN,ABA,INA,ABA,2,1
