playerid,award,year,lgid,note,pos
jordami01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1996,NBA,,G
dantlad01,Возвращение,1983,NBA,,
vanlino01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1973,NBA,,G
freemdo01,Вторая группа &lt; &lt; АБА &gt; &gt;,1970,ABA,,G
nowitdi01,Самый ценный игрок,2006,NBA,,
mikkeve01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1950,NBA,,
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1969,NBA,,C
gueriri01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1961,NBA,,G
lovelcl01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1955,NBA,,C
mckeyde01,Вторая группа общей обороны,1994,NBA,,
mikange01,Новичок года,1945,NBL,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1972,NBA,,C
malonka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1987,NBA,,F
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2003,NBA,,
jordami01,Новичок года,1984,NBA,,
kesslbo01,Новичок года,1937,NBL,,
reedwi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
gilmoar01,Первая группа &lt; &lt; ABA &gt; &gt;,1973,ABA,,C
barbole01,Шестой человек года,2006,NBA,,
jamesle01,Новичок года,2003,NBA,,
macaued01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1953,NBA,,
daviebo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1952,NBA,,
bayloel01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1982,NBA,,C
johnsla02,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1992,NBA,,F
brownro01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,F
mikange01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1949,NBA,,
schaydo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1958,NBA,,C
mcginge01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1975,NBA,,F
barryri01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1972,NBA,,F
malonka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1996,NBA,,
vanlino01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1973,NBA,,
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1978,NBA,,
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1990,NBA,,F
paulch01,Новичок года,2005,NBA,,
mullich01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1988,NBA,,F
westppa01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1977,NBA,,G
garneke01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2001,NBA,,F
gilmoar01,Финал MVP,1974,ABA,,
bryanko01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2006,NBA,,
ervinju01,Самый ценный игрок,1975,ABA,,
onealsh01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1998,NBA,,C
mchalke01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1986,NBA,,
parisro01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1981,NBA,,C
olajuha01,Вторая группа общей обороны,1990,NBA,,
jonesbo01,Группа общей обороны,1974,ABA,,
schaydo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1949,NBA,,
arenagi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,G
malonka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1991,NBA,,F
ginobem01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2007,NBA,,G
mchalke01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1986,NBA,,F
waltobi01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1977,NBA,,
ewingpa01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1987,NBA,,C
bayloel01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1961,NBA,,F
cunnibi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1969,NBA,,F
garneke01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1999,NBA,,
coopemi01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1984,NBA,,
lovebo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1971,NBA,,F
