id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
171,1968,0,0,0,HSM,Уоррен,Чапман,,,Дюк,ABA
234,1968,0,0,0,MMF,Джерри,Вау,,,Северная Айова,ABA
297,1969,0,0,0,CAR,ЛК,Боуэн,,,Брэдли,ABA
448,1970,0,0,0,DNR,Кен,Варжиски,,,Де Поль,ABA
494,1970,0,0,0,MMP,Джордж,Джонсон,,johnsge01,Диллард,ABA
550,1970,0,0,0,UTS,Руди,Томянович,,tomjaru01,Мичиган,ABA
658,1971,0,0,0,INA,Кларенс,Гловер,,glovecl01,Западный Кентукки,ABA
952,1972,0,0,0,UTS,Дуайт,Холлидей,,,Гавайи,ABA
1036,1973,1,0,0,SDA,Ларри,Мур,,moorela01,Техас,ABA
1143,1973,6,0,0,UTS,Ли,Колбёрн,,,Южная Дакота,ABA
1442,1975,8,0,0,SSL,Тед,Хатвей,,,Кливлендский штат,ABA
1561,1948,0,0,0,INJ,Рид,Берг,,,Орегон,NBA
1563,1948,0,0,0,INJ,Алекс,Ханнум,,hannual01,Южная Калифорния,NBA
1978,1952,0,0,0,NYK,Бад,Джулиан,,,SW штат Миссури,NBA
2110,1953,0,0,0,SYR,Джо,Хьюз,,,Денвер,NBA
2157,1954,2,1,10,BLB,Боб,Леонард,,leonasl01,Индианаa,NBA
2412,1956,0,0,0,SYR,Честер,Вебb,,,Государственные учителя Грузии,NBA
2507,1957,10,4,73,PHW,Джерри,Кэлверт,,,Кентукки,NBA
2561,1958,6,2,41,CIN,Джим,МакКленнан,,,Сент-Фрэнсис (ПА),NBA
2759,1960,9,5,67,SYR,Берни,Финдлей,,,Сан-Диего,NBA
2862,1961,8,2,70,CIN,Джерри,Телен,,,Вилла Мадонна,NBA
2886,1961,11,3,94,DET,Ричард,Крафт,,,Брокпорт,NBA
2963,1962,8,2,62,NYK,Уоррен,Фауты,,,Оклахома,NBA
3002,1963,0,0,0,CIN,Том,Такер,,thackto01,Цинциннати,NBA
3246,1965,7,4,57,PHI,Джон,Молодой,,,Среднезападный (TX),NBA
3562,1967,15,10,152,SEA,Вилли,Кэмпбелл,,,Небраска,NBA
3652,1968,7,2,80,SEA,Джим,МакКин,,,Лойола (CA),NBA
3694,1968,10,2,122,SEA,Джо,Кеннеди,,kennejo01,Государство Мемфис,NBA
3878,1969,7,7,92,SFW,Пэт,Фоли,,,Тихоокеанский регион,NBA
3949,1969,12,8,163,BOS,Род,Форбс,,,Бостонский штат,NBA
4033,1970,2,12,29,PHO,Джо,DePre,,deprejo01,Сент-Джонс,NBA
4187,1970,11,13,183,BAL,Мэл,Колокол,,,Хьюстон,NBA
4367,1971,7,17,119,MIL,Джин,Филлипс,,phillge01,Южный методист,NBA
4459,1971,14,4,211,BAL,Рудольф,Пил,,,Государство Норфолк,NBA
4746,1973,4,11,63,GSW,Рон,Король,,kingro01,Флорида,NBA
4808,1973,8,5,125,CLE,Джон,Риттер,,,Индианаa,NBA
5004,1974,7,2,110,POR,Даг,Ричардс,,,Бригам Янг,NBA
5157,1975,5,13,85,KCK,Эд,Шталь,,,Северная Каролина,NBA
5200,1975,8,2,128,LAL,Майк,Кэшмен,,,Вилламетт,NBA
5212,1975,8,14,140,CHI,Джон,Мёрфи,,,Массачусетс,NBA
5276,1976,2,13,30,PHO,Al,Флеминг,,flemial01,Аризона,NBA
5795,1978,10,8,194,CLE,Гэри,Уинстон,,,Армия,NBA
6063,1980,3,12,58,NYK,Курт,Рамби,,rambiku01,Санта-Клара,NBA
6072,1980,3,21,67,PHI,Реджи,Доходы,,,Уинстон-Салем,NBA
6218,1980,10,14,213,PHI,Джо,Рука,,,Короли (ПА),NBA
6289,1981,4,1,70,DAL,Эдди,Мосс,,,Сиракуз,NBA
6369,1981,7,12,150,KCK,Клинтон,Уиллер,,wheelcl01,Уильям Патерсон,NBA
6481,1982,2,16,39,PHO,Кевин,Мэджи,,,Калифорния-Ирвин,NBA
6594,1982,7,14,152,GSW,Мэтт,Уолдрон,,,Тихоокеанский регион,NBA
6704,1983,2,13,37,DEN,Дэвид,Рассел,,,Сент-Джонс,NBA
6722,1983,3,8,55,DET,Эрик,Сантифер,,,Сиракуз,NBA
6808,1983,7,2,141,IND,Тони,Коричневый,,,Индианаa,NBA
6992,1984,5,6,99,WSB,Кон,Ирландский,,,Зеленый боулинг,NBA
7020,1984,6,11,127,ATL,Джим,Мастер,,,Кентукки,NBA
7066,1984,8,11,173,ATL,Роберт,Коричневый,,,Лонг-Айленд,NBA
7381,1986,5,5,98,CHI,Джимми,Гилберт,,,Техасская АиГ,NBA
7425,1986,7,3,142,CLE,Ральф,Далтон,,,Джорджтаун,NBA
7427,1986,7,5,144,CHI,Роберт,Хендерсон,,,Мичиган,NBA
7623,1988,1,17,17,UTA,Эрик,Лекнер,,leckner01,Вайоминг,NBA
7657,1988,3,1,51,LAC,Роберт,Заблокировать,,lockro01,Кентукки,NBA
7714,1989,2,6,33,LAC,Джей,Эдвардс,,edwarja02,Индианаa,NBA
7864,1992,1,21,21,BOS,Джон,Барри,,barryjo01,Джорджия Технология,NBA
7956,1994,1,5,5,WSB,Джуван,Говард,,howarju01,Мичиган,NBA
8001,1994,2,23,50,PHO,Чарльз,Клакстон,,claxtch01,Грузия,NBA
8141,1997,1,20,20,MIN,Пол,Грант,,grantpa01,Висконсин,NBA
8154,1997,2,5,33,PHI,Марко,Милич,,milicma01,Словения,NBA
8311,2000,1,17,17,SEA,Десмонд,Мейсон,,masonde01,Штат Оклахома,NBA
8357,2001,1,5,5,GSW,Джейсон,Ричардсон,,richaja01,Мичиган Сент-Мичиган.,NBA
