charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1472363,8085,493,9,1999-09-22T10:49:11,2774.0,28085,
1405222,6033,499,4,1999-08-10T10:44:01,3216.0,6033,
1849781,9303,493,7,1999-07-28T10:47:27,4458.0,9303,
1880886,8033,366,8,1999-06-29T10:49:51,4935.0,8033,
1619741,8501,451,2,1999-08-21T10:45:06,3739.0,18501,
1117249,9776,461,3,1999-07-19T10:44:55,3419.0,9776,
15275,9708,500,7,1999-07-24T10:44:45,3170.0,9708,
616596,5939,487,4,1999-08-26T10:44:52,2549.0,15939,
1531149,4948,458,8,1999-07-23T10:46:00,4217.0,4948,
1712068,9562,500,8,1999-09-25T10:44:31,2251.0,29562,
1571449,8436,495,8,1999-09-25T10:49:07,3602.0,28436,
1615092,7251,453,5,1999-09-08T10:44:45,1163.0,17251,
1607525,3113,500,9,1999-10-07T10:44:11,4716.0,23113,
1721436,9846,466,4,1999-08-24T10:45:14,131.0,19846,
1080513,9779,483,7,1999-09-07T10:49:49,849.0,19779,
721044,9657,479,5,1999-07-28T10:45:12,603.0,9657,
966751,6214,418,8,1999-10-03T10:48:45,4522.0,26214,
534985,8016,412,3,1999-07-07T10:46:19,4066.0,8016,
1821061,9752,404,5,1999-08-16T10:45:12,3258.0,19752,
1791866,6017,485,5,1999-10-13T10:50:42,505.0,0,
1856701,5076,493,9,1999-07-17T10:47:59,4432.0,5076,
1540707,5628,494,3,1999-08-22T10:46:45,2572.0,15628,
1692498,4394,488,10,1999-07-05T10:50:45,2767.0,4394,
1820553,9153,500,7,1999-07-17T10:45:10,805.0,9153,
829001,9508,448,4,1999-10-11T10:45:50,2968.0,29508,
747193,8563,428,2,1999-09-03T10:47:15,2709.0,18563,
1861156,9987,500,6,1999-07-21T10:48:18,3084.0,9987,
1194248,9553,382,8,1999-08-13T10:50:53,2503.0,19553,
574639,9695,409,8,1999-06-28T10:49:22,3680.0,9695,
1866750,8309,490,10,1999-09-20T10:48:45,200.0,28309,
546589,8999,182,10,1999-08-10T10:47:12,3004.0,8999,
747092,9528,498,9,1999-08-21T10:47:14,2477.0,19528,
1129937,3279,405,4,1999-07-12T10:45:55,3505.0,3279,
751122,9840,468,8,1999-08-08T10:47:33,1421.0,9840,
1959920,9539,488,8,1999-07-08T10:48:12,1538.0,9539,
1125453,6266,497,7,1999-07-27T10:45:34,4378.0,6266,
506144,6118,319,4,1999-06-20T10:44:05,4051.0,6118,
732795,7369,490,9,1999-09-14T10:46:09,4566.0,27369,
676671,9510,426,2,1999-10-12T10:49:32,240.0,29510,
1085079,7387,500,7,1999-09-19T10:50:11,2069.0,27387,
1798209,8450,496,8,1999-08-07T10:51:12,118.0,8450,
928079,9649,326,2,1999-08-10T10:45:46,2023.0,9649,
7091,9553,461,7,1999-07-11T10:44:09,4476.0,9553,
1084736,9802,424,3,1999-08-10T10:50:09,3598.0,9802,
1777083,9310,390,10,1999-08-30T10:49:33,3538.0,19310,
1448512,7871,319,3,1999-10-10T10:47:21,2622.0,27871,
847380,3643,459,7,1999-08-16T10:47:16,3303.0,13643,
1053807,8793,479,4,1999-07-21T10:47:46,4477.0,8793,
698059,9662,283,6,1999-09-29T10:51:11,4163.0,29662,
1430649,9663,465,2,1999-06-22T10:45:58,3922.0,9663,
1076126,5432,494,8,1999-08-12T10:49:29,4475.0,5432,
506942,9252,497,4,1999-09-21T10:44:08,305.0,29252,
1904114,6349,228,5,1999-08-08T10:43:56,2038.0,6349,
1341466,7592,496,3,1999-06-30T10:46:49,778.0,7592,
82867,4740,500,5,1999-07-02T10:50:00,1512.0,4740,
1585938,3385,498,5,1999-08-07T10:50:15,565.0,3385,
1206076,9922,414,6,1999-06-18T10:44:04,2102.0,9922,
528135,8138,494,8,1999-09-27T10:45:47,2945.0,28138,
1703995,9862,491,5,1999-08-27T10:43:55,2902.0,19862,
850691,8852,497,9,1999-09-06T10:47:31,3008.0,18852,
835369,9465,400,6,1999-08-09T10:46:20,1056.0,9465,
1234143,7660,421,9,1999-09-05T10:46:15,2474.0,17660,
565024,8540,405,5,1999-09-16T10:48:37,1966.0,28540,
1414868,5834,483,10,1999-09-19T10:44:44,4259.0,25834,
984893,4666,463,2,1999-08-19T10:50:10,2307.0,14666,
1984155,9836,446,8,1999-06-29T10:50:06,4938.0,9836,
853871,8483,458,5,1999-08-09T10:47:46,3123.0,8483,
919596,7984,442,9,1999-08-22T10:45:05,436.0,17984,
1473200,4458,492,6,1999-10-01T10:49:15,2434.0,24458,
1126413,7625,479,3,1999-08-28T10:45:38,236.0,17625,
1132944,7041,492,6,1999-07-24T10:46:10,3947.0,7041,
884987,7371,499,10,1999-08-24T10:50:10,3991.0,17371,
1659707,6709,476,5,1999-09-24T10:48:11,771.0,26709,
866419,9049,429,8,1999-06-30T10:48:43,2081.0,9049,
1915699,8736,474,3,1999-08-16T10:44:47,3507.0,18736,
677560,7471,392,8,1999-08-14T10:49:36,1360.0,17471,
1777815,2009,381,10,1999-07-01T10:49:37,408.0,2009,
1861569,9749,474,7,1999-07-14T10:48:20,3778.0,9749,
1153218,9980,431,9,1999-07-11T10:47:43,1093.0,9980,
1679919,9194,445,2,1999-06-30T10:49:46,2196.0,9194,
844087,9829,498,2,1999-07-24T10:47:01,626.0,9829,
1454272,8645,490,9,1999-06-25T10:47:48,14.0,8645,
1155865,8188,476,5,1999-07-11T10:47:54,833.0,8188,
19857,8911,375,8,1999-09-25T10:45:06,3279.0,28911,
1167913,7137,405,6,1999-09-30T10:48:50,4406.0,27137,
1164062,9868,376,9,1999-06-22T10:48:32,3138.0,9868,
919147,7064,495,3,1999-06-17T10:45:03,829.0,7064,
55323,9769,496,9,1999-09-01T10:47:52,4109.0,19769,
70961,6687,451,8,1999-08-31T10:49:05,4526.0,16687,
1550342,6660,341,10,1999-07-07T10:47:30,2751.0,6660,
820118,9342,477,3,1999-06-24T10:45:08,3876.0,9342,
1217341,4617,500,6,1999-07-25T10:44:55,3889.0,4617,
1044085,4397,499,8,1999-07-25T10:47:01,1024.0,4397,
562098,7117,456,4,1999-10-05T10:48:23,1133.0,27117,
