playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
hillgr01,Grant,Grant,Henry,Hill,,,,,F,0.0,0.0,80.0,225.0,Duke,,1972-10-05,Dallas,TX,USA,South Lakes,Reston,VA,USA,0000-00-00,B
laettch01,Christian,Christian,Donald,Laettner,,,,,F-C,0.0,0.0,83.0,235.0,Duke,,1969-08-17,Angola,NY,USA,Nichols School,Buffalo,NY,USA,0000-00-00,W
lewismi01,Mike,Michael,J.,Lewis,,,,Mike,C-F,0.0,0.0,80.0,225.0,Duke,,1946-03-18,Missoula,MT,USA,Missoula,Missoula,MT,USA,0000-00-00,W
marinja01,Jack,John,Warren,Marin,,,,Jack,F-G,0.0,0.0,78.5,200.0,Duke,,1944-10-12,Sharon,PA,USA,Farrell,Farrell,PA,USA,0000-00-00,W
vergabo01,Bob,Robert,Bruce,Verga,,,,Bob,G,0.0,0.0,72.0,180.0,Duke,,1945-09-07,Neptune,NJ,USA,St. Rose's,Belmar,NJ,USA,0000-00-00,W
menceer01,,Erv,,Mencel,,,,,G,0.0,0.0,72.0,170.0,Southern,,0000-00-00,,,,,,,,0000-00-00,W
palmeer01,Errol,Errol,,Palmer,,,,,F,0.0,0.0,77.0,195.0,DePaul,,0000-00-00,,,,Harlan,Chicago,IL,USA,0000-00-00,B
anslemi01,Michael,Michael,Antonio,Ansley,,,,,F,0.0,0.0,79.0,225.0,Alabama,,1967-02-08,Birmingham,AL,USA,Jackson-Olin,Birmingham,AL,USA,0000-00-00,B
loughke01,Kevin,Kevin,Michael,Loughery,,,,Murph,G,0.0,0.0,75.0,190.0,St. John's (NY),Boston College,1940-03-28,Brooklyn,NY,USA,Cardinal Hayes,Bronx,NY,USA,0000-00-00,W
buckwbu01,Bucky,Bucky,,Buckwalter,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
wilcoto01,,Anthony,,Wilcox,,,,Tony,C,0.0,0.0,80.0,200.0,Wittenberg,,0000-00-00,,,,East,Cleveland,OH,USA,0000-00-00,B
moncrsi01,Sidney,Sidney,Alvin,Moncrief,,,,"The Squid, Sir Sid",G,0.0,0.0,75.0,180.0,Arkansas,,1957-09-21,Little Rock,AR,USA,Hall,Little Rock,AR,USA,0000-00-00,B
nagodja01,,Jacob,,Nagode,,,,Jake,F-G,0.0,0.0,74.0,170.0,Northwestern,,1915-07-11,,,,Waukegan,Waukegan,IL,USA,0000-00-00,W
presspa01,Paul,Paul,Matthew,Pressey,,,,Press,G-F,0.0,0.0,77.0,185.0,Tulsa,Western Texas,1958-12-24,Richmond,VA,USA,George Wythe,Richmond,VA,USA,0000-00-00,B
lujacal01,Al,Aloysius,R.,Lujack,,,,Al,F,0.0,0.0,75.0,220.0,Georgetown,,1920-10-05,Connellsville,PA,USA,Connellsville,Connellsville,PA,USA,2002-12-26,W
alexaco01,Cory,Cory,Lynn,Alexander,,,,,G,0.0,0.0,73.0,185.0,Virginia,,1973-06-22,Waynesboro,VA,USA,Oak Hill Academy,Mouth of Wilson,VA,USA,0000-00-00,B
rosegl01,Glen,Glen,,Rose,,,,,,,,,,,,,,,,,,,,0000-00-00,
mcnamma01,Mark,Mark,Robert,McNamara,,,,,C-F,0.0,0.0,83.0,235.0,California,Santa Clara,1959-06-08,San Jose,CA,USA,Del Mar,San Jose,CA,USA,0000-00-00,W
rodmade01,Dennis,Dennis,Keith,Rodman,,,,Worm,F,0.0,0.0,79.0,210.0,SE Oklahoma State,Cooke County JC,1961-05-13,Trenton,NJ,USA,South Oak Cliff (DNP),Dallas,TX,USA,0000-00-00,B
sandefr01,Frankie,Frankie,J.,Sanders,,,,,F-G,0.0,0.0,78.0,195.0,Southern,,1957-01-23,Dayton,OH,USA,Stivers,Dayton,OH,USA,0000-00-00,B
pinonjo01,John,John,Gabriel,Pinone,,,Jr.,,F,0.0,0.0,80.0,230.0,Villanova,,1961-02-19,Hartford,CT,USA,South Catholic,Hartford,CT,USA,0000-00-00,W
faircjo01,John,John,Russell,Fairchild,,,Jr.,,F,0.0,0.0,79.5,205.0,Brigham Young,Pepperdine / Palomar JC,1943-04-28,Encinitas,CA,USA,San Dieguito Academy,Encinitas,CA,USA,0000-00-00,W
henrybi01,Bill,William,Gambrell,Henry,,,,"Bill, Big Bill",C,0.0,0.0,81.0,215.0,Rice,,1924-12-27,Dallas,TX,USA,Highland Park,Dallas,TX,USA,0000-00-00,W
krystla01,Larry,Larry,Brett,Krystkowiak,,,,"Special K, Krysto",F-C,0.0,0.0,81.0,220.0,Montana,,1964-09-23,Missoula,MT,USA,Big Sky,Missoula,MT,USA,0000-00-00,W
westbru01,Russell,Russell,,Westbrook,,,,,G,0.0,0.0,75.0,187.0,UCLA,,1988-11-12,Long Beach,CA,USA,Leuzinger,Lawndale,CA,USA,0000-00-00,B
johnsra01,Ralph,David,Ralph,Johnson,,,,"Boag, Ralph",G,0.0,0.0,71.0,170.0,Huntington,,1921-12-06,,,,Union Center,Huntington County,IN,USA,2005-07-13,W
volkoal01,Alexander,Alexander,,Volkov,,,,Sasha,F,0.0,0.0,81.0,218.0,Kiev Institute,,1964-03-29,Omsk,,URS,,,,,0000-00-00,W
kloppbo01,Bob,Bob,,Kloppenburg,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
liberma01,Marcus,Marcus,,Liberty,,,,Doc,F,0.0,0.0,80.0,205.0,Illinois,,1968-10-27,Chicago,IL,USA,Martin Luther King,Chicago,IL,USA,0000-00-00,B
driggna01,Nate,Nathan,Allen,Driggers,,,,Nate,G,0.0,0.0,77.0,215.0,Montevallo,,1973-10-12,Chicago,IL,USA,Corliss,Chicago,IL,USA,0000-00-00,B
ganttfr01,,Fred,,Gantt,,,,,F-G,0.0,0.0,75.0,170.0,Richmond,,0000-00-00,,,,,,,,0000-00-00,W
portmbo01,Bob,Robert,M.,Portman,,,,Bob,F,0.0,0.0,77.0,200.0,Creighton,,1947-03-22,San Francisco,CA,USA,St. Ignatius,San Francisco,CA,USA,0000-00-00,W
rossqu01,Quinton,Quinton,Lenord,Ross,,,,,G,0.0,0.0,78.0,193.0,Southern Methodist,,1981-04-30,Dallas,TX,USA,Justin F. Kimball,Dallas,TX,USA,0000-00-00,B
doziete01,Terry,Terry,Linnard,Dozier,,,,,F,0.0,0.0,81.0,210.0,South Carolina,,1966-06-29,Baltimore,MD,USA,Dunbar,Baltimore,MD,USA,0000-00-00,B
tylerbj01,B.J.,Brandon,Joel,Tyler,,,,B.J.,G,0.0,0.0,73.0,185.0,Texas,DePaul,1971-04-30,Galveston,TX,USA,Lincoln,Port Arthur,TX,USA,0000-00-00,B
mcrobjo01,Josh,Joshua,Scott,McRoberts,,,,Josh,F,0.0,0.0,82.0,240.0,Duke,,1987-02-28,Indianapolis,IN,USA,Carmel,Carmel,IN,USA,0000-00-00,W
greenwi01,Willie,Willie,J.,Green,,,,,G,0.0,0.0,76.0,200.0,Detroit Mercy,,1981-07-28,Detroit,MI,USA,Cooley,Detroit,MI,USA,0000-00-00,B
flowebr01,Bruce,Bruce,Douglas,Flowers,,,,,F,0.0,0.0,80.0,220.0,Notre Dame,,1957-06-13,Rochester,NY,USA,Berkeley,Berkeley,MI,USA,0000-00-00,W
shuege01,Gene,Eugene,William,Shue,,,,Gene,G,0.0,0.0,74.0,170.0,Maryland,,1931-12-18,Baltimore,MD,USA,Catholic,Towson,MD,USA,0000-00-00,W
flynnmi01,Mike,Michael,David,Flynn,,,,Mike,G,0.0,0.0,74.0,180.0,Kentucky,,1953-07-31,Casablanca,,MOR,Jeffersonville,Jeffersonville,IN,USA,0000-00-00,W
taylomi01,Mike,Michael,Rene,Taylor,,,,Mike,G,0.0,0.0,74.0,165.0,Iowa State,Chipola JC,1986-01-21,Chicago,IL,USA,Marshall,Milwaukee,WI,USA,0000-00-00,B
sandela01,Larry,Larry,,Sanders,,,,,F,0.0,0.0,83.0,235.0,Virginia Commonwealth,,1988-11-21,Fort Pierce,FL,USA,Port St. Lucie,Port St. Lucie,FL,USA,0000-00-00,B
kesslbo01,,Robert,L.,Kessler,,,,"Bob, Charley",F,0.0,0.0,72.0,165.0,Purdue,,1914-11-25,Indianapolis,IN,USA,Anderson,Anderson,IN,USA,2001-09-05,W
wrighlo03,,Loren,J.,Wright,,,,,G-F,0.0,0.0,0.0,0.0,none,,1917-05-11,,,,Fairview,Dayton,OH,USA,2005-09-10,W
wilkeja01,Jamaal,Jamaal,Abdul-Lateef,Wilkes,,Jackson Keith Wilkes,,"Silk, Keith",F-G,0.0,0.0,78.0,190.0,UCLA,,1953-05-02,Berkeley,CA,USA,Ventura/SantaBarbara,Ventura / Santa Barbara,CA,USA,0000-00-00,B
rulebo01,Bob,Bobby,Frank,Rule,,,,"Bob, Golden",C-F,0.0,0.0,81.0,220.0,Colorado State,Riverside CC,1944-06-29,Riverside,CA,USA,Riverside Polytech,Riverside,CA,USA,0000-00-00,B
rodrise01,Sergio,Sergio,,Rodriguez Gomez,,,,,G,0.0,0.0,75.0,168.0,none,,1986-06-12,Tenerife,,ESP,,,,,0000-00-00,W
dibener01,,Ernie,,DiBenedetto,,,,,G,0.0,0.0,70.0,170.0,DePaul,,0000-00-00,,,,St. Philip,Chicago,IL,USA,0000-00-00,W
payneto01,Tom,Thomas,,Payne,,,,Tom,C,0.0,0.0,86.0,240.0,Kentucky,,1950-11-19,,,,Shawnee,Louisville,KY,USA,0000-00-00,B
brownda01,Darrell,Darrel,K.,Brown,,,,,F,0.0,0.0,74.0,175.0,Humboldt State,Humboldt State/ College of Pacific,1923-03-14,,,,,,,,1990-10-07,W
camicjo01,,Joe,,Camic,,,,The Rankin Razor,F-C,0.0,0.0,76.5,195.0,Duquesne,,0000-00-00,,,,Rankin,Rankin,PA,USA,0000-00-00,W
garnebi01,Bill,William,,Garner,,,,"Bill, The Orbit",C,0.0,0.0,82.0,220.0,Portland,,1940-06-17,East St. Louis,IL,USA,East St. Louis,East St. Louis,MO,USA,0000-00-00,B
pavloal01,Sasha,Aleksandar,,Pavlovic,,,,Sasha,F,0.0,0.0,79.0,210.0,none,,1983-11-15,Bar,,YUG,,,,,0000-00-00,W
kingal01,Albert,Albert,,King,,,,,F-G,0.0,0.0,78.0,190.0,Maryland,,1959-12-17,Brooklyn,NY,USA,Fort Hamilton,Brooklyn,NY,USA,0000-00-00,B
frascni01,,Nicholas,,Frascella,,,,Nick,F,0.0,0.0,74.0,185.0,Wooster,,1914-07-06,,,,Trenton,Trenton,NJ,USA,2000-04-09,W
