id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
1,1946,F,O,PHW,NBA,CHS,NBA,4,1
3,1946,QF,M,PHW,NBA,STB,NBA,2,1
12,1947,DT,A,CHS,NBA,WSC,NBA,1,0
15,1948,DSF,J,NYK,NBA,BLB,NBA,2,1
18,1948,DSF,J,MNL,NBA,CHS,NBA,2,0
19,1948,DSF,J,ROC,NBA,STB,NBA,2,0
20,1949,DF,K,MNL,NBA,FTW,NBA,2,0
23,1949,DSF,J,MNL,NBA,CHS,NBA,2,0
25,1949,DF,K,SYR,NBA,NYK,NBA,2,1
27,1949,DSF,J,SYR,NBA,PHW,NBA,2,0
32,1949,DSF,J,INO,NBA,SHE,NBA,2,1
35,1950,DSF,J,SYR,NBA,PHW,NBA,2,0
38,1950,DSF,J,MNL,NBA,INO,NBA,2,1
40,1951,DF,K,NYK,NBA,SYR,NBA,3,1
43,1951,F,O,MNL,NBA,NYK,NBA,4,3
47,1952,DF,K,NYK,NBA,BOS,NBA,3,1
49,1952,DSF,J,NYK,NBA,BLB,NBA,2,0
51,1952,DF,K,MNL,NBA,FTW,NBA,3,2
55,1953,RR,I,SYR,NBA,,NBA,4,0
57,1953,RR,I,NYK,NBA,,NBA,0,4
58,1953,F,O,MNL,NBA,SYR,NBA,4,3
65,1954,F,O,SYR,NBA,FTW,NBA,4,3
67,1954,DSF,J,MNL,NBA,ROC,NBA,2,1
68,1955,DF,K,PHW,NBA,SYR,NBA,3,2
73,1955,DT,A,MNL,NBA,STL,NBA,1,0
76,1956,DSF,J,SYR,NBA,PHW,NBA,2,0
79,1956,DSF,J,MNL,NBA,FTW,NBA,2,0
80,1956,DT,A,STL,NBA,FTW,NBA,1,0
81,1956,DT,A,STL,NBA,MNL,NBA,1,0
82,1957,DF,K,BOS,NBA,PHW,NBA,4,1
83,1957,DSF,J,PHW,NBA,SYR,NBA,2,1
87,1958,DF,K,BOS,NBA,SYR,NBA,4,3
88,1958,DSF,J,SYR,NBA,NYK,NBA,2,0
90,1958,DF,K,MNL,NBA,STL,NBA,4,2
92,1959,DF,K,BOS,NBA,PHW,NBA,4,2
93,1959,DSF,J,PHW,NBA,SYR,NBA,2,1
94,1959,F,O,BOS,NBA,STL,NBA,4,3
96,1959,DSF,J,MNL,NBA,DET,NBA,2,0
98,1960,DSF,J,SYR,NBA,PHW,NBA,3,0
99,1960,F,O,BOS,NBA,STL,NBA,4,1
101,1960,DSF,J,LAL,NBA,DET,NBA,3,2
102,1961,DF,K,BOS,NBA,PHW,NBA,4,3
103,1961,DSF,J,PHW,NBA,SYR,NBA,3,2
107,1962,DF,K,BOS,NBA,CIN,NBA,4,3
108,1962,DSF,J,CIN,NBA,SYR,NBA,3,2
110,1962,DF,K,LAL,NBA,STL,NBA,4,3
111,1962,DSF,J,STL,NBA,DET,NBA,3,1
112,1963,DF,K,BOS,NBA,CIN,NBA,4,1
113,1963,DSF,J,CIN,NBA,PHI,NBA,3,2
114,1963,F,O,BOS,NBA,SFW,NBA,4,1
119,1964,F,O,BOS,NBA,LAL,NBA,4,1
120,1964,DF,K,LAL,NBA,BAL,NBA,4,2
121,1964,DSF,J,BAL,NBA,STL,NBA,3,1
122,1965,DF,K,BOS,NBA,PHI,NBA,4,1
124,1965,F,O,BOS,NBA,LAL,NBA,4,3
125,1965,DF,K,LAL,NBA,STL,NBA,4,3
127,1966,DF,K,PHI,NBA,BOS,NBA,4,1
128,1966,DSF,J,BOS,NBA,NYK,NBA,3,1
129,1966,DSF,J,PHI,NBA,CIN,NBA,3,1
130,1966,F,O,PHI,NBA,SFW,NBA,4,2
132,1966,DSF,J,SFW,NBA,LAL,NBA,3,0
134,1967,DF,K,BOS,NBA,PHI,NBA,4,3
135,1967,DSF,J,BOS,NBA,DET,NBA,4,2
137,1967,F,O,BOS,NBA,LAL,NBA,4,2
138,1967,DF,K,LAL,NBA,SFW,NBA,4,0
139,1967,DSF,J,LAL,NBA,CHI,NBA,4,1
140,1967,DSF,J,SFW,NBA,STL,NBA,4,2
141,1968,DF,K,BOS,NBA,NYK,NBA,4,2
143,1968,DSF,J,BOS,NBA,PHI,NBA,4,1
148,1969,DF,K,NYK,NBA,MIL,NBA,4,1
149,1969,DSF,J,MIL,NBA,PHI,NBA,4,1
150,1969,DSF,J,NYK,NBA,BAL,NBA,4,3
151,1969,F,O,NYK,NBA,LAL,NBA,4,3
153,1969,DSF,J,ATL,NBA,CHI,NBA,4,1
154,1969,DSF,J,LAL,NBA,PHO,NBA,4,3
155,1970,CF,N,BAL,NBA,NYK,NBA,4,3
156,1970,CSF,M,NYK,NBA,ATL,NBA,4,1
158,1970,F,O,MIL,NBA,BAL,NBA,4,0
161,1970,CSF,M,LAL,NBA,CHI,NBA,4,3
163,1971,CSF,M,BOS,NBA,ATL,NBA,4,2
164,1971,CSF,M,NYK,NBA,BAL,NBA,4,2
165,1971,F,O,LAL,NBA,NYK,NBA,4,1
167,1971,CSF,M,LAL,NBA,CHI,NBA,4,0
168,1971,CSF,M,MIL,NBA,GSW,NBA,4,1
169,1972,CF,N,NYK,NBA,BOS,NBA,4,3
173,1972,CF,N,LAL,NBA,GSW,NBA,4,1
174,1972,CSF,M,GSW,NBA,MIL,NBA,4,2
175,1972,CSF,M,LAL,NBA,CHI,NBA,4,3
177,1973,CSF,M,BOS,NBA,BUF,NBA,4,2
178,1973,CSF,M,NYK,NBA,CAP,NBA,4,3
179,1973,F,O,BOS,NBA,MIL,NBA,4,3
180,1973,CF,N,MIL,NBA,CHI,NBA,4,0
183,1974,CF,N,WSB,NBA,BOS,NBA,4,2
184,1974,CFR,L,HOU,NBA,NYK,NBA,2,1
187,1974,F,O,GSW,NBA,WSB,NBA,4,0
188,1974,CF,N,GSW,NBA,CHI,NBA,4,3
189,1974,CFR,L,SEA,NBA,DET,NBA,2,1
193,1975,CFR,L,BUF,NBA,PHI,NBA,2,1
195,1975,CSF,M,CLE,NBA,WSB,NBA,4,3
198,1975,CFR,L,DET,NBA,MIL,NBA,2,1
199,1975,CSF,M,GSW,NBA,DET,NBA,4,2
200,1975,CSF,M,PHO,NBA,SEA,NBA,4,2
202,1976,CFR,L,BOS,NBA,SAS,NBA,2,0
203,1976,CFR,L,WSB,NBA,CLE,NBA,2,1
208,1976,CFR,L,GSW,NBA,DET,NBA,2,1
209,1976,CFR,L,POR,NBA,CHI,NBA,2,1
210,1976,CSF,M,POR,NBA,DEN,NBA,4,2
211,1976,CSF,M,LAL,NBA,GSW,NBA,4,3
213,1977,CFR,L,NYK,NBA,CLE,NBA,2,0
214,1977,CFR,L,WSB,NBA,ATL,NBA,2,0
215,1977,CSF,M,PHI,NBA,NYK,NBA,4,0
216,1977,CSF,M,WSB,NBA,SAS,NBA,4,2
219,1977,CFR,L,MIL,NBA,PHO,NBA,2,0
220,1977,CFR,L,SEA,NBA,LAL,NBA,2,1
221,1977,CSF,M,SEA,NBA,POR,NBA,4,2
224,1978,CFR,L,ATL,NBA,HOU,NBA,2,0
225,1978,CFR,L,PHI,NBA,NJN,NBA,2,0
226,1978,CSF,M,SAS,NBA,PHI,NBA,4,3
227,1978,CSF,M,WSB,NBA,ATL,NBA,4,3
228,1978,F,O,SEA,NBA,WSB,NBA,4,1
230,1978,CFR,L,LAL,NBA,DEN,NBA,2,1
231,1978,CFR,L,PHO,NBA,POR,NBA,2,1
232,1978,CSF,M,PHO,NBA,KCK,NBA,4,1
234,1979,CF,N,PHI,NBA,BOS,NBA,4,1
235,1979,CFR,L,PHI,NBA,WSB,NBA,2,0
236,1979,CFR,L,HOU,NBA,SAS,NBA,2,1
237,1979,CSF,M,BOS,NBA,HOU,NBA,4,0
239,1979,F,O,LAL,NBA,PHI,NBA,4,2
241,1979,CFR,L,PHO,NBA,KCK,NBA,2,1
242,1979,CFR,L,SEA,NBA,POR,NBA,2,1
244,1979,CSF,M,SEA,NBA,MIL,NBA,4,3
245,1980,CF,N,BOS,NBA,PHI,NBA,4,3
246,1980,CFR,L,CHI,NBA,NYK,NBA,2,0
247,1980,CFR,L,PHI,NBA,IND,NBA,2,0
248,1980,CSF,M,BOS,NBA,CHI,NBA,4,0
251,1980,CFR,L,HOU,NBA,LAL,NBA,2,1
252,1980,CFR,L,KCK,NBA,POR,NBA,2,1
254,1980,CSF,M,KCK,NBA,PHO,NBA,4,3
256,1981,CFR,L,PHI,NBA,ATL,NBA,2,0
257,1981,CFR,L,WSB,NBA,NJN,NBA,2,0
258,1981,CSF,M,BOS,NBA,WSB,NBA,4,1
261,1981,CF,N,LAL,NBA,SAS,NBA,4,0
262,1981,CFR,L,PHO,NBA,DEN,NBA,2,1
263,1981,CFR,L,SEA,NBA,HOU,NBA,2,1
264,1981,CSF,M,LAL,NBA,PHO,NBA,4,0
265,1981,CSF,M,SAS,NBA,SEA,NBA,4,1
266,1982,CF,N,PHI,NBA,MIL,NBA,4,1
267,1982,CFR,L,NYK,NBA,NJN,NBA,2,0
268,1982,CFR,L,BOS,NBA,ATL,NBA,2,1
269,1982,CSF,M,MIL,NBA,BOS,NBA,4,0
270,1982,CSF,M,PHI,NBA,NYK,NBA,4,0
271,1982,F,O,PHI,NBA,LAL,NBA,4,0
272,1982,CF,N,LAL,NBA,SAS,NBA,4,2
273,1982,CFR,L,POR,NBA,SEA,NBA,2,0
274,1982,CFR,L,DEN,NBA,PHO,NBA,2,1
278,1983,CFR,L,BOS,NBA,WSB,NBA,3,1
279,1983,CFR,L,MIL,NBA,ATL,NBA,3,2
280,1983,CFR,L,NJN,NBA,PHI,NBA,3,2
281,1983,CFR,L,NYK,NBA,DET,NBA,3,2
282,1983,CSF,M,MIL,NBA,NJN,NBA,4,2
283,1983,CSF,M,BOS,NBA,NYK,NBA,4,3
284,1983,F,O,BOS,NBA,LAL,NBA,4,3
286,1983,CFR,L,LAL,NBA,KCK,NBA,3,0
287,1983,CFR,L,DAL,NBA,SEA,NBA,3,2
288,1983,CFR,L,PHO,NBA,POR,NBA,3,2
289,1983,CFR,L,UTA,NBA,DEN,NBA,3,2
290,1983,CSF,M,LAL,NBA,DAL,NBA,4,1
292,1984,CF,N,BOS,NBA,PHI,NBA,4,1
293,1984,CFR,L,DET,NBA,NJN,NBA,3,0
294,1984,CFR,L,BOS,NBA,CLE,NBA,3,1
295,1984,CFR,L,MIL,NBA,CHI,NBA,3,1
296,1984,CFR,L,PHI,NBA,WSB,NBA,3,1
297,1984,CSF,M,PHI,NBA,MIL,NBA,4,0
298,1984,CSF,M,BOS,NBA,DET,NBA,4,2
301,1984,CFR,L,LAL,NBA,PHO,NBA,3,0
302,1984,CFR,L,POR,NBA,DAL,NBA,3,1
303,1984,CFR,L,DEN,NBA,SAS,NBA,3,2
305,1984,CSF,M,DEN,NBA,UTA,NBA,4,1
307,1985,CF,N,BOS,NBA,MIL,NBA,4,0
308,1985,CFR,L,BOS,NBA,CHI,NBA,3,0
