playerid,award,year,lgid,note,pos
cousybo01,Most Valuable Player,1956,NBA,,
cambyma01,All-Defensive Second Team,2004,NBA,,
malonka01,All-NBA First Team,1991,NBA,,F
paytoga01,All-NBA Second Team,1996,NBA,,G
robinda01,Defensive Player of the Year,1991,NBA,,
chanedo01,All-Defensive Second Team,1976,NBA,,
princta01,All-Defensive Second Team,2004,NBA,,
cheniph01,All-NBA Second Team,1974,NBA,,G
malonmo01,All-Defensive Second Team,1978,NBA,,
phillan01,All-NBA Second Team,1951,NBA,,
willibu01,All-Defensive First Team,1990,NBA,,
isselda01,All-ABA Second Team,1973,ABA,,F
colemde01,All-NBA Third Team,1992,NBA,,F
bayloel01,All-NBA First Team,1966,NBA,,F
duckwke01,Most Improved Player,1987,NBA,,
princta01,All-Defensive Second Team,2006,NBA,,
westbru01,All-NBA Second Team,2010,NBA,,G
rodmade01,All-Defensive First Team,1994,NBA,,
jonesed02,All-Defensive Second Team,1999,NBA,,
englial01,All-NBA Second Team,1982,NBA,,F
stockjo01,All-NBA Third Team,1990,NBA,,G
drexlcl01,All-NBA Second Team,1990,NBA,,G
westje01,All-NBA Second Team,1967,NBA,,G
johnsde01,All-NBA First Team,1980,NBA,,G
mcgratr01,All-NBA Third Team,2007,NBA,,G
marbust01,All-NBA Third Team,2002,NBA,,G
whitejo01,Finals MVP,1975,NBA,,
cambyma01,All-Defensive First Team,2007,NBA,,C
cartevi01,Rookie of the Year,1998,NBA,,
duncati01,All-NBA Third Team,2009,NBA,,F
curryst01,Sportsmanship Award,2010,NBA,,
lovebo01,All-NBA Second Team,1970,NBA,,F
birdla01,Most Valuable Player,1985,NBA,,
gilmoar01,All-Defensive Team,1972,ABA,,
terryja01,Sixth Man of the Year,2008,NBA,,
johnswe01,All-Rookie Second Team,2010,NBA,,G
jamesle01,All-NBA First Team,2011,NBA,,F
ellispe01,Most Improved Player,1991,NBA,,
artesro01,All-Defensive First Team,2005,NBA,,
richmmi01,All-NBA Second Team,1993,NBA,,G
onealsh01,All-NBA First Team,2003,NBA,,C
duranke01,All-NBA First Team,2010,NBA,,F
stockjo01,All-NBA Second Team,1991,NBA,,G
breweji01,All-Defensive Second Team,1976,NBA,,
johnsma02,Finals MVP,1979,NBA,,
farieke01,All-Rookie First Team,2011,NBA,,F
francst01,Rookie of the Year,1999,NBA,tie,
evansty01,Rookie of the Year,2009,NBA,,
allenra02,All-NBA Second Team,2004,NBA,,G
westppa01,All-NBA First Team,1976,NBA,,G
birdla01,Rookie of the Year,1979,NBA,,
duncati01,All-Defensive First Team,2002,NBA,,
garmadi01,All-NBA Second Team,1956,NBA,,G
cousybo01,All-NBA First Team,1951,NBA,,
robbire01,All-ABA Second Team,1969,ABA,,C
wadedw01,Finals MVP,2005,NBA,,
hollili01,All-Defensive Second Team,1978,NBA,,
wilkido01,All-NBA Second Team,1987,NBA,,F
paulch01,All-NBA Second Team,2008,NBA,,G
cousybo01,All-NBA Second Team,1961,NBA,,G
jordami01,All-Defensive First Team,1991,NBA,,
duranke01,Rookie of the Year,2007,NBA,,
mutomdi01,Defensive Player of the Year,1994,NBA,,
vanlino01,All-Defensive First Team,1975,NBA,,
mchalke01,All-Defensive First Team,1987,NBA,,
cummite01,All-NBA Second Team,1984,NBA,,F
waltobi01,All-NBA First Team,1977,NBA,,C
abdulka01,All-NBA First Team,1973,NBA,,C
abdulka01,Most Valuable Player,1979,NBA,,
danieme01,All-ABA First Team,1968,ABA,,C
priceji01,All-Defensive Second Team,1973,NBA,tie,
havlijo01,All-NBA First Team,1973,NBA,,F
moncrsi01,All-NBA Second Team,1981,NBA,,G
maravpe01,All-NBA First Team,1976,NBA,,G
jamesle01,All-NBA First Team,2008,NBA,,F
dalemsa01,J. Walter Kennedy Citizenship Award,2009,NBA,,
gilmoar01,Most Valuable Player,1971,ABA,,
wallage01,All-Defensive First Team,2009,NBA,,
millemi01,Sixth Man of the Year,2005,NBA,,
petrige01,Rookie of the Year,1970,NBA,tie,
danieme01,Most Valuable Player,1970,ABA,,
jordami01,Most Valuable Player,1997,NBA,,
wadedw01,All-NBA Third Team,2011,NBA,,G
roberos01,All-NBA First Team,1966,NBA,,G
duncati01,Finals MVP,1998,NBA,,
mullich01,All-NBA Third Team,1989,NBA,,F
westje01,All-NBA Second Team,1968,NBA,,G
mingya01,All-NBA Second Team,2006,NBA,,C
majerda01,All-Defensive Second Team,1992,NBA,,
richmmi01,Rookie of the Year,1988,NBA,,
mariosh01,All-NBA Third Team,2005,NBA,,F
jordami01,All-Defensive First Team,1989,NBA,,
mutomdi01,Defensive Player of the Year,1997,NBA,,
loganjo01,All-NBA Second Team,1948,NBA,,
natersw01,Rookie of the Year,1973,ABA,,
pettibo01,All-NBA First Team,1960,NBA,,F
onealsh01,All-NBA First Team,2001,NBA,,C
westje01,All-NBA First Team,1972,NBA,,G
roybr01,All-NBA Third Team,2009,NBA,,G
worthja01,All-NBA Third Team,1990,NBA,,F
birdla01,All-Defensive Second Team,1981,NBA,,
olajuha01,All-NBA Third Team,1998,NBA,,C
ginobem01,All-NBA Third Team,2007,NBA,,G
dunntr01,All-Defensive Second Team,1982,NBA,,
bridgbi01,All-Defensive Second Team,1968,NBA,,
ewingpa01,All-NBA Second Team,1988,NBA,,C
robinda01,All-NBA Second Team,1997,NBA,,C
johnsma02,All-NBA Second Team,1981,NBA,,G
coopemi01,All-Defensive Second Team,1985,NBA,,
netolbo01,All-ABA Second Team,1969,ABA,,F
kingbe01,All-NBA Third Team,1990,NBA,,F
vanlino01,All-NBA Second Team,1973,NBA,,G
abdulka01,Most Valuable Player,1971,NBA,,
duncati01,All-NBA First Team,1997,NBA,,F
schrede01,Sixth Man of the Year,1990,NBA,,
rodmade01,All-Defensive First Team,1992,NBA,,
iversal01,All-NBA First Team,2000,NBA,,G
maravpe01,All-NBA Second Team,1977,NBA,,G
stockjo01,All-Defensive Second Team,1990,NBA,,
paytoga01,All-Defensive First Team,2001,NBA,,
hollili01,All-Defensive First Team,1977,NBA,,
lucasma01,All-Defensive First Team,1977,NBA,,
duncati01,All-NBA First Team,1999,NBA,,F
gilmoar01,All-ABA First Team,1972,ABA,,C
jonesla01,All-ABA First Team,1968,ABA,,G
eatonma01,All-Defensive First Team,1988,NBA,,
gilmoar01,All-Defensive Team,1975,ABA,,
bayloel01,All-NBA First Team,1959,NBA,,F
jonesbo01,All-ABA Second Team,1975,ABA,,F
bayloel01,All-NBA First Team,1967,NBA,,F
malonmo01,All-NBA First Team,1982,NBA,,C
rosede01,All-NBA First Team,2010,NBA,,G
roundda01,All-Defensive Second Team,1983,NBA,,
wisewi01,All-ABA Second Team,1973,ABA,,F
johnsde01,All-Defensive First Team,1982,NBA,tie,
barbole01,Sixth Man of the Year,2006,NBA,,
nashst01,All-NBA Second Team,2009,NBA,,G
arizipa01,All-NBA Second Team,1958,NBA,,F
busedo01,All-Defensive First Team,1977,NBA,,
greerha01,All-NBA Second Team,1967,NBA,,G
onealsh01,Finals MVP,2001,NBA,,
starkjo01,Sixth Man of the Year,1996,NBA,,
mchalke01,All-Defensive Second Team,1988,NBA,,
seikaro01,Most Improved Player,1989,NBA,,
brandel01,All-NBA Second Team,2005,NBA,,F
edwarco02,Most Valuable Player,1938,NBL,,
duncati01,Most Valuable Player,2002,NBA,,
thurmna01,All-Defensive First Team,1968,NBA,,
kiddja01,Sportsmanship Award,2011,NBA,,
johnsne01,All-NBA First Team,1955,NBA,,C
lucasje01,Rookie of the Year,1963,NBA,,
wallabe01,All-NBA Third Team,2004,NBA,,C
bryanko01,Finals MVP ,2008,NBA,,
barklch01,Most Valuable Player,1992,NBA,,
robinda01,All-NBA Second Team,1993,NBA,,C
dampilo01,All-ABA Second Team,1967,ABA,,G
bowenbr01,All-Defensive First Team,2007,NBA,,G
feeribo01,All-NBA First Team,1946,NBA,,
haywosp01,Most Valuable Player,1969,ABA,,
mchalke01,Sixth Man of the Year,1984,NBA,,
jamesle01,All-NBA Second Team,2004,NBA,,F
lopezbr01,All-Rookie First Team,2008,NBA,,
galemi01,All-Defensive Team,1973,ABA,,
johnsma02,Most Valuable Player,1988,NBA,,
ellisda01,All-NBA Third Team,1988,NBA,,G
englial01,All-NBA Second Team,1985,NBA,,F
fraziwa01,All-NBA Second Team,1972,NBA,,G
smithph01,All-NBA Second Team,1975,NBA,,G
bryanko01,All-Defensive First Team,2009,NBA,,
onealsh01,Rookie of the Year,1992,NBA,,
hayesel01,All-Defensive Second Team,1973,NBA,,
bakervi01,All-NBA Second Team,1997,NBA,,F
ervinju01,All-NBA First Team,1981,NBA,,F
rodmade01,Defensive Player of the Year,1990,NBA,,
havlijo01,All-NBA Second Team,1963,NBA,,G
knighbr03,All-Rookie First Team,2011,NBA,tie,G
howelba01,All-NBA Second Team,1962,NBA,,F
blaylmo01,All-Defensive First Team,1994,NBA,,
roberal01,All-Defensive First Team,1986,NBA,,
beaslmi01,All-Rookie First Team,2008,NBA,,
starkjo01,All-Defensive Second Team,1992,NBA,,
garneke01,Most Valuable Player,2003,NBA,,
chambwi01,Most Valuable Player,1967,NBA,,
barryri01,All-NBA First Team,1973,NBA,,F
hillgr01,Sportsmanship Award,2009,NBA,,
barryri01,All-ABA First Team,1970,ABA,,F
fraziwa01,All-NBA First Team,1971,NBA,,G
gueriri01,All-NBA Second Team,1959,NBA,,G
taylofa01,All-Defensive Team,1972,ABA,,
roberal01,All-Defensive Second Team,1985,NBA,,
