year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1982,NHL,MTL,25,6,9.0,,17,18,5.0,,,,,,7.0,2.0,3.0,,9.0,2.0,2.0,,4.0,6.0,3.0,,7.0,4.0,2.0,,7.0,5.0,1.0,,7.0,5.0,2.0,,1.0,0.0,1.0,
1950,NHL,CHI,8,22,5.0,,5,25,5.0,,,,,,2.0,3.0,2.0,,7.0,5.0,1.0,,2.0,8.0,4.0,,0.0,12.0,2.0,,2.0,8.0,1.0,,0.0,11.0,0.0,,,,,
1924,NHL,MTL,10,5,0.0,,7,6,2.0,,,,,,,,,,1.0,0.0,0.0,,6.0,1.0,1.0,,4.0,5.0,1.0,,4.0,4.0,0.0,,2.0,1.0,0.0,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4.0,5.0,1.0,,3.0,10.0,1.0,,3.0,9.0,0.0,,6.0,7.0,1.0,,5.0,7.0,1.0,,6.0,8.0,1.0,,1.0,1.0,0.0,
2009,NHL,BUF,25,10,,6.0,20,17,,4.0,,,,,8.0,2.0,,1.0,7.0,5.0,,1.0,9.0,4.0,,2.0,8.0,3.0,,3.0,1.0,4.0,,2.0,10.0,5.0,,1.0,2.0,4.0,,0.0
1988,NHL,CHI,16,14,10.0,,11,27,2.0,,,,,,3.0,9.0,1.0,,3.0,7.0,3.0,,4.0,8.0,0.0,,6.0,5.0,3.0,,6.0,3.0,3.0,,4.0,8.0,2.0,,1.0,1.0,0.0,
1942,NHL,MTL,14,4,7.0,,5,15,5.0,,,,,,1.0,0.0,0.0,,2.0,7.0,2.0,,3.0,5.0,2.0,,5.0,3.0,4.0,,6.0,4.0,0.0,,2.0,0.0,4.0,,,,,
1990,NHL,PHI,18,16,6.0,,15,21,4.0,,,,,,6.0,6.0,0.0,,11.0,4.0,2.0,,4.0,8.0,3.0,,6.0,4.0,1.0,,4.0,5.0,2.0,,2.0,10.0,2.0,,,,,
1978,WHA,SOV,0,0,0.0,,4,1,1.0,,,,,,,,,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
1950,NHL,BOS,13,12,10.0,,9,18,8.0,,,,,,0.0,4.0,3.0,,4.0,7.0,2.0,,6.0,6.0,3.0,,6.0,3.0,3.0,,3.0,4.0,5.0,,3.0,6.0,2.0,,,,,
1975,WHA,SDM,24,12,4.0,,12,26,2.0,,,,,,3.0,3.0,1.0,,6.0,7.0,1.0,,7.0,4.0,2.0,,8.0,8.0,0.0,,6.0,6.0,0.0,,5.0,8.0,2.0,,1.0,2.0,0.0,
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6.0,4.0,0.0,,4.0,7.0,2.0,,4.0,8.0,2.0,,1.0,9.0,5.0,,4.0,8.0,1.0,,1.0,12.0,0.0,,1.0,1.0,0.0,
1979,NHL,STL,20,13,7.0,,14,21,5.0,,,,,,3.0,4.0,3.0,,5.0,9.0,1.0,,5.0,5.0,2.0,,8.0,3.0,3.0,,6.0,4.0,1.0,,4.0,9.0,2.0,,3.0,0.0,0.0,
1962,NHL,TOR,21,8,6.0,,14,15,6.0,,,,,,3.0,5.0,1.0,,7.0,4.0,1.0,,8.0,2.0,3.0,,7.0,6.0,2.0,,4.0,4.0,2.0,,6.0,2.0,3.0,,,,,
2008,NHL,WAS,29,9,,3.0,21,15,,5.0,,,,,5.0,3.0,,1.0,8.0,5.0,,2.0,11.0,3.0,,0.0,7.0,4.0,,1.0,9.0,3.0,,1.0,6.0,5.0,,2.0,4.0,1.0,,1.0
1998,NHL,SJS,17,15,9.0,,14,18,9.0,,,,,,1.0,6.0,2.0,,4.0,5.0,3.0,,5.0,5.0,3.0,,5.0,4.0,4.0,,5.0,7.0,2.0,,7.0,3.0,3.0,,4.0,3.0,1.0,
1996,NHL,STL,17,20,4.0,,19,15,7.0,,,,,,5.0,7.0,0.0,,8.0,4.0,0.0,,4.0,9.0,2.0,,8.0,3.0,2.0,,3.0,6.0,4.0,,5.0,5.0,1.0,,3.0,1.0,2.0,
1971,NHL,PHI,19,13,7.0,,7,25,7.0,,,,,,5.0,4.0,1.0,,2.0,7.0,3.0,,4.0,7.0,1.0,,3.0,8.0,3.0,,5.0,6.0,3.0,,7.0,5.0,2.0,,0.0,1.0,1.0,
1933,NHL,DET,15,5,4.0,,9,9,6.0,,,,,,,,,,6.0,3.0,0.0,,3.0,5.0,2.0,,5.0,2.0,5.0,,7.0,1.0,3.0,,3.0,3.0,0.0,,,,,
1923,WCHL,CAT,13,2,0.0,,5,9,1.0,,,,,,,,,,,,,,6.0,1.0,0.0,,7.0,5.0,0.0,,5.0,5.0,0.0,,0.0,0.0,1.0,,,,,
1973,WHA,NEW,26,11,2.0,,17,20,2.0,,,,,,7.0,3.0,1.0,,7.0,6.0,0.0,,8.0,5.0,0.0,,6.0,6.0,1.0,,6.0,6.0,1.0,,9.0,4.0,1.0,,0.0,1.0,0.0,
2007,NHL,MIN,25,11,,5.0,19,17,,5.0,,,,,7.0,3.0,,2.0,7.0,6.0,,0.0,8.0,6.0,,0.0,7.0,4.0,,1.0,7.0,5.0,,2.0,7.0,4.0,,4.0,1.0,0.0,,1.0
1991,NHL,BOS,23,11,6.0,,13,21,6.0,,,,,,3.0,6.0,2.0,,7.0,4.0,2.0,,7.0,6.0,1.0,,9.0,3.0,1.0,,3.0,6.0,3.0,,6.0,7.0,1.0,,1.0,0.0,2.0,
1993,NHL,STL,23,11,8.0,,17,22,3.0,,,,,,7.0,2.0,1.0,,5.0,4.0,4.0,,7.0,8.0,0.0,,7.0,4.0,2.0,,6.0,5.0,1.0,,5.0,7.0,1.0,,3.0,3.0,2.0,
1932,NHL,NYR,12,7,5.0,,11,10,3.0,,,,,,,,,,3.0,1.0,1.0,,7.0,3.0,2.0,,6.0,5.0,1.0,,4.0,4.0,3.0,,3.0,4.0,1.0,,,,,
2001,NHL,ANA,15,19,5.0,2.0,14,23,3.0,1.0,,,,,4.0,7.0,1.0,0.0,3.0,9.0,2.0,0.0,6.0,5.0,2.0,3.0,6.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,7.0,1.0,0.0,2.0,3.0,1.0,0.0
1990,NHL,CAL,29,8,3.0,,17,18,5.0,,,,,,9.0,4.0,0.0,,5.0,5.0,3.0,,8.0,5.0,1.0,,5.0,6.0,1.0,,8.0,2.0,2.0,,11.0,4.0,1.0,,,,,
1937,NHL,NYR,14,6,4.0,,13,9,2.0,,,,,,,,,,3.0,4.0,1.0,,7.0,3.0,1.0,,6.0,2.0,3.0,,8.0,3.0,0.0,,3.0,3.0,1.0,,,,,
1918,NHL,TOA,5,4,0.0,,0,9,0.0,,,,,,,,,,,,,,1.0,3.0,0.0,,2.0,5.0,0.0,,2.0,5.0,0.0,,,,,,,,,
1950,NHL,TOR,22,8,5.0,,19,8,8.0,,,,,,5.0,1.0,2.0,,9.0,3.0,2.0,,6.0,5.0,3.0,,5.0,2.0,3.0,,7.0,1.0,3.0,,9.0,4.0,0.0,,,,,
