playerid,year,stint,tmid,s,g,gdg
jokinju01,2006,1,DAL,12,5,2
laichbr01,2005,1,WAS,6,2,0
mcdonan01,2007,1,AND,2,2,0
whitnra01,2007,1,CAR,1,0,0
stlouma01,2006,1,TBL,10,4,3
oleszro01,2005,1,FLO,1,0,0
havlama01,2007,1,CHI,4,1,0
setogde01,2009,1,SJS,3,1,0
staaler01,2010,1,CAR,1,0,0
kozlovy01,2008,1,ATL,8,6,3
sedinda01,2011,1,VAN,0,1,0
backeda01,2010,1,STL,1,0,0
pettima01,2007,1,WAS,2,0,0
giroual01,2010,1,EDM,1,0,0
whitnry01,2005,1,PIT,2,1,0
holmsto01,2005,1,DET,2,1,1
brassde01,2009,1,CBS,1,0,0
richami02,2009,1,PHI,6,1,0
kostian01,2011,2,NAS,1,2,1
boyesbr01,2010,1,STL,8,5,1
readma01,2011,1,PHI,4,6,1
pothibr01,2007,1,WAS,1,0,0
hedstjo01,2005,1,ANA,2,1,0
fowleca01,2011,1,AND,0,2,0
lecavvi01,2006,1,TBL,12,3,2
hedstjo01,2005,1,ANA,2,1,0
torrera01,2010,1,VAN,1,1,1
doughdr01,2009,1,LAK,2,1,0
vanrija01,2011,1,PHI,1,2,0
connoti01,2005,1,BUF,5,2,0
prospva01,2011,1,CBS,0,1,0
ponikal01,2006,1,TOR,7,0,0
rolstbr01,2008,1,NJD,1,0,0
comrimi01,2007,1,NYI,4,1,1
bouwmja01,2010,1,CAL,1,0,0
tangual01,2010,1,CAL,16,10,4
sakicjo01,2006,1,COL,8,4,2
zigommi01,2006,1,PHO,4,1,0
butlebo01,2011,1,OTT,1,2,1
bertuto01,2008,1,CAL,3,2,2
stpiema01,2006,1,CHI,1,0,0
sillimi01,2005,1,STL,4,0,0
stastpa01,2007,1,COL,1,0,0
perrier01,2007,1,ATL,4,2,2
ellisry01,2011,1,NAS,0,1,0
verstkr01,2008,1,CHI,2,1,1
heatlda01,2007,1,OTT,4,0,0
tuckeda01,2009,1,COL,3,1,0
vyborda01,2007,1,CBS,3,0,0
stemple01,2007,1,STL,2,0,0
comeabl01,2011,2,CAL,0,1,0
peverri01,2007,1,NAS,1,1,0
huntetr01,2008,1,NYI,3,0,0
glenccu01,2010,1,CAL,3,1,1
gonchse01,2007,1,PIT,1,0,0
parisza01,2007,1,NJD,11,4,3
spezzja01,2010,1,OTT,5,1,1
giontbr01,2011,1,MTL,2,4,1
ribeimi01,2006,1,DAL,9,4,2
kostoto01,2006,1,LAK,1,0,0
bonkra01,2008,1,NAS,2,0,0
fishemi01,2009,1,OTT,5,2,0
hodgsco01,2011,1,VAN,3,7,2
sedinda01,2006,1,VAN,6,1,1
brulegi01,2011,1,PHO,1,3,0
paajama01,2010,1,EDM,2,0,0
simjo01,2006,1,ATL,2,1,1
kozlovi01,2005,1,NJD,12,8,5
montast01,2007,1,FLO,2,0,0
drurych01,2007,1,NYR,5,0,0
pyattto01,2010,1,MTL,1,0,0
sourash01,2006,1,MTL,1,1,1
koivumi01,2009,1,MIN,12,5,2
kulikdm01,2011,1,FLO,2,4,1
lindsjo01,2008,1,PHO,3,0,0
brunnfa01,2008,1,DAL,4,1,0
mcdonan01,2005,1,ANA,6,2,0
upshasc01,2010,2,CBS,2,0,0
torrera01,2006,1,EDM,1,1,1
nashri01,2005,1,CBS,8,3,2
zettehe01,2009,1,DET,11,2,0
selante01,2005,1,ANA,7,2,0
sturmma01,2005,2,BOS,4,0,0
gagnesi01,2009,1,PHI,1,0,0
legwada01,2011,1,NAS,2,4,1
stumpjo01,2006,1,FLO,4,2,1
voracja01,2011,1,PHI,0,1,0
milledr01,2009,2,DET,2,1,1
tkachke01,2009,1,STL,1,0,0
stlouma01,2011,1,TBL,1,2,0
royde01,2005,1,BUF,2,1,0
tangual01,2009,1,TBL,4,0,0
nashri01,2005,1,CBS,8,3,2
umberrj01,2006,1,PHI,1,0,0
larosch01,2011,1,CAR,0,2,0
shanabr01,2007,1,NYR,15,5,4
koistvi01,2009,1,FLO,2,1,1
morribr01,2009,1,WAS,5,1,0
wheelbl01,2009,1,BOS,13,2,0
cartean01,2006,1,CBS,1,1,0
clarkda03,2009,1,NJD,1,1,1
ekmanni01,2005,1,SJS,6,2,1
stillco01,2008,1,FLO,5,1,0
hudleji01,2008,1,DET,7,3,1
giontbr01,2009,1,MTL,5,3,1
backeda01,2010,1,STL,1,0,0
lecavvi01,2008,1,TBL,11,3,0
murragl01,2005,1,BOS,5,1,0
comrimi01,2007,1,NYI,4,1,1
jagrja01,2011,1,PHI,0,1,0
hanzama01,2007,1,PHO,1,0,0
sykorpe02,2005,1,WAS,1,1,1
frattma01,2011,1,TOR,1,2,0
kopitan01,2007,1,LAK,8,3,0
emingst01,2005,1,WAS,1,0,0
smythry01,2009,1,LAK,6,1,0
afanadm01,2005,1,TBL,1,0,0
morribr01,2008,1,AND,1,0,0
willija01,2009,1,DET,9,3,0
thornjo01,2005,2,SJS,3,0,0
fowleca01,2011,1,AND,0,2,0
moreaet01,2007,1,EDM,1,0,0
seminal01,2010,1,WAS,6,2,1
samuemi01,2010,1,VAN,2,0,0
kunitch01,2010,1,PIT,5,2,2
hudleji01,2006,1,DET,3,0,0
kaberto01,2006,1,TOR,3,1,0
svitoal01,2006,1,CBS,1,0,0
paveljo01,2007,1,SJS,11,7,0
hemskal01,2007,1,EDM,16,6,4
