playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
paetsna01,,,Nathan,Paetsch,,,,73,198,L,20157,46423,paetsna01,2005,2009,,,D,1983,3,30,Canada,SK,LeRoy,,,,,,
maillfr01,,,Frank,Mailley,,Frank E.,,69,182,L,13493,17702,maillfr01,1942,1942,,,D,1916,8,1,Canada,QC,Lachine,1976,,,,,
priceca01,,,Carey,Price,,,,75,212,L,21624,72046,priceca01,2007,2011,,,G,1987,8,16,Canada,BC,Vancouver,,,,,,
ferlajo01,,,Jonathan,Ferland,,,,74,212,R,20751,49884,ferlajo01,2005,2005,,,R,1983,2,9,Canada,QC,Ste-Marie-de-Beauce,,,,,,
lanthje01,,,Jean-Marc,Lanthier,,Jean Marc,,74,195,R,13304,2954,lanthje01,1983,1987,,,R,1963,3,27,Canada,QC,Montreal,,,,,,
beaucfr01,,,Francois,Beauchemin,,,,72,210,L,16638,29527,beaucfr01,2002,2011,,,D,1980,6,4,Canada,QC,Sorel,,,,,,
kaspalu01,,,Lukas,Kaspar,,,,74,210,L,21280,71292,kaspalu01,2007,2008,,,L,1985,9,23,Czech Republic,,Most,,,,,,
krugema01,,,Marcus,Kruger,,,,71,172,,,,krugema01,2010,2011,,,C,1990,5,27,Sweden,,Stockholm,,,,,,
yatesro01,,,Ross,Yates,,Ross Richard,,71,170,R,14735,6422,yatesro01,1983,1983,,,C,1959,6,18,Canada,QC,Montreal,,,,,,
maclebr01,,,Brian,MacLellan,,Brian John,,75,220,L,10992,3297,maclebr01,1982,1991,,,L,1958,10,27,Canada,ON,Guelph,,,,,,
grahate01,,,Ted,Graham,,Edward Dixon,,68,170,L,12769,18931,grahate01,1927,1936,,,D,1906,1,30,Canada,ON,Saravak Township,1979,1,11,,,
meekemi01,,,Mike,Meeker,,Michael Thomas,,71,195,R,13696,8500,meekemi01,1978,1978,,,R,1958,2,23,Canada,ON,Kingston,,,,,,
areshro01,,,Ron,Areshenkoff,,Ronald,,72,175,L,11865,6241,areshro01,1979,1979,,,C,1957,6,13,Canada,BC,Grand Forks,,,,,,
johnsge01,,,George,Johnston,,George Joseph,Wingy,68,160,R,13123,13198,johnsge01,1941,1946,,,R,1920,7,30,Canada,MB,St. Charles,2006,4,20,USA,WA,Spokane
littlbr01,,,Bryan,Little,,,,71,200,R,21935,76840,littlbr01,2007,2011,,,C,1987,11,12,Canada,AB,Edmonton,,,,,,
mcadaga01,,,Gary,McAdam,,Gary F.,,71,175,L,13579,3491,mcadaga01,1975,1985,,,L,1955,12,31,Canada,ON,Smiths Falls,,,,,,
brownse01,,,Sean,Brown,,Sean Paul Roy,,75,215,L,10513,19346,brownse01,1996,2005,,,D,1976,11,5,Canada,ON,Oshawa,,,,,,
bohri01,,,Rick,Boh,,Richard,,70,185,R,12025,9966,bohri01,1987,1987,,,C,1964,5,18,Canada,BC,Kamloops,,,,,,
dupuiph01,,,Philippe,Dupuis,,,,72,192,R,20994,62284,dupuiph01,2008,2011,,,C,1985,4,24,Canada,QC,Laval,,,,,,
bonsija01,,,Jason,Bonsignore,,Jason,,76,220,R,10472,476,bonsija01,1994,1998,,,C,1976,4,15,USA,NY,Rochester,,,,,,
frieddo01,,,Doug,Friedman,,Douglas Fredrick,,73,200,L,10505,14137,frieddo01,1997,1998,,,L,1971,9,1,USA,CT,Greenwich,,,,,,
doansh01,,,Shane,Doan,,Shane Albert,,74,216,R,10558,17661,doansh01,1995,2011,,,R,1976,10,10,Canada,AB,Halkirk,,,,,,
mikolji01,,,Jim,Mikol,,John Stanley,,72,175,R,13731,3713,mikolji01,1962,1964,,,D,1938,6,11,Canada,ON,Kitchener,,,,,,
obsutja01,,,Jaroslav,Obsut,,,,73,200,L,17445,24704,obsutja01,2000,2001,,,D,1976,9,3,Slovakia,,Presov,,,,,,
robidst01,,,Stephane,Robidas,,Stephane,,71,190,R,14954,26805,robidst01,1999,2011,,,D,1977,3,3,Canada,QC,Sherbrooke,,,,,,
brennda01,,,Dan,Brennan,,Daniel,,75,210,L,12092,9462,brennda01,1983,1985,,,L,1962,10,1,Canada,BC,Dawson Creek,,,,,,
