year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1985,NHL,EDM,32,6,2.0,,24,11,5.0,,,,,,8,1,0,,8,3,3,,10,3,1,,10,4,1.0,,7.0,3.0,1.0,,11,2,1,,2,1,0,
1982,NHL,BOS,28,6,6.0,,22,14,4.0,,,,,,5,4,3,,8,3,2,,10,2,1,,10,1,2.0,,8.0,4.0,0.0,,9,5,1,,0,1,1,
1973,WHA,WIJ,26,11,2.0,,8,28,3.0,,,,,,4,5,1,,5,8,2,,8,5,1,,7,4,0.0,,5.0,8.0,1.0,,5,7,0,,0,2,0,
1978,NHL,VAN,15,18,7.0,,10,24,6.0,,,,,,4,5,1,,5,8,1,,4,8,1,,4,6,4.0,,2.0,6.0,3.0,,5,9,1,,1,0,2,
1977,WHA,SOV,0,0,0.0,,3,4,1.0,,,,,,,,,,,,,,3,4,0,,0,0,1.0,,,,,,,,,,,,,
2007,NHL,SJS,22,13,,6,27,10,,4,,,,,6,5,,1,6,3,,3,10,4,,1,6,4,,2,7.0,5.0,,1,13,0,,2,1,2,,0
2010,NHL,BUF,21,16,,4,22,13,,6,,,,,3,7,,2,6,6,,1,6,5,,1,8,3,,1,6.0,4.0,,2,10,4,,2,4,0,,1
1932,NHL,MTM,14,7,3.0,,8,13,3.0,,,,,,,,,,3,5,0,,5,5,1,,4,4,1.0,,5.0,2.0,4.0,,5,4,0,,,,,
1958,NHL,CHI,14,12,9.0,,14,17,4.0,,,,,,3,5,2,,6,4,2,,4,5,4,,6,5,3.0,,6.0,3.0,2.0,,3,7,0,,,,,
1976,NHL,CHI,19,16,5.0,,7,27,6.0,,,,,,7,5,1,,3,7,1,,2,8,4,,6,4,3.0,,5.0,8.0,1.0,,3,9,1,,0,2,0,
1926,NHL,MTM,6,13,3.0,,14,7,1.0,,,,,,,,,,3,4,0,,2,4,2,,5,5,1.0,,8.0,3.0,0.0,,2,4,1,,,,,
1920,NHL,MTL,9,3,0.0,,4,8,0.0,,,,,,,,,,,,,,0,3,0,,6,3,0.0,,6.0,3.0,0.0,,1,2,0,,,,,
1912,NHA,OT1,6,4,0.0,,3,7,0.0,,,,,,,,,,,,,,0,1,0,,4,5,0.0,,4.0,4.0,0.0,,1,1,0,,,,,
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4,3,1,,7,4,1,,8,5,2,,9,4,0.0,,11.0,2.0,1.0,,7,7,0,,2,0,0,
1974,WHA,TOT,24,15,0.0,,19,18,2.0,,,,,,6,1,0,,8,7,1,,6,5,0,,7,6,1.0,,6.0,7.0,0.0,,8,6,0,,2,1,0,
1918,PCHA,SEA,5,5,0.0,,6,4,0.0,,,,,,,,,,,,,,,,,,5,5,0.0,,4.0,4.0,0.0,,2,0,0,,,,,
2010,NHL,CAR,22,14,,5,18,17,,6,,,,,5,5,,0,5,6,,3,7,4,,1,8,4,,2,4.0,6.0,,3,8,5,,1,3,1,,1
1976,WHA,WIJ,30,9,1.0,,16,23,1.0,,,,,,7,3,0,,7,7,1,,4,5,0,,7,5,0.0,,9.0,5.0,1.0,,9,6,0,,3,1,0,
1996,NHL,FLO,21,12,8.0,,14,16,11.0,,,,,,8,0,4,,7,3,2,,5,6,3,,6,5,1.0,,3.0,5.0,5.0,,4,7,3,,2,2,1,
1978,NHL,PIT,23,12,5.0,,13,19,8.0,,,,,,1,6,2,,5,7,1,,9,2,4,,5,7,1.0,,6.0,3.0,1.0,,8,4,4,,2,2,0,
1988,NHL,BOS,17,15,8.0,,20,14,6.0,,,,,,7,2,3,,4,7,2,,4,6,4,,5,7,1.0,,7.0,2.0,2.0,,8,5,2,,2,0,0,
1996,NHL,NJD,23,9,9.0,,22,14,5.0,,,,,,4,5,1,,8,5,0,,8,3,2,,4,4,4.0,,7.0,1.0,5.0,,10,3,1,,4,2,1,
1974,WHA,WIJ,23,13,3.0,,15,22,2.0,,,,,,4,1,0,,7,5,1,,6,8,0,,3,7,1.0,,7.0,6.0,1.0,,11,5,1,,0,3,1,
1983,NHL,MTL,19,19,2.0,,16,21,3.0,,,,,,4,7,0,,7,5,1,,7,6,1,,7,6,1.0,,4.0,6.0,2.0,,6,10,0,,,,,
1915,PCHA,PO1,8,2,0.0,,5,3,0.0,,,,,,,,,,,,,,4,1,0,,4,2,0.0,,5.0,2.0,0.0,,,,,,,,,
2010,NHL,SJS,25,11,,5,23,14,,4,,,,,5,3,,1,6,5,,3,9,5,,1,5,6,,1,11.0,2.0,,0,9,2,,3,3,2,,0
1925,NHL,MTM,12,4,2.0,,8,7,3.0,,,,,,,,,,0,1,0,,8,2,0,,4,3,3.0,,5.0,1.0,2.0,,3,4,0,,,,,
2008,NHL,OTT,22,12,,7,14,23,,4,,,,,4,5,,1,4,5,,3,5,7,,1,4,6,,2,6.0,5.0,,3,10,5,,0,3,2,,1
1989,NHL,EDM,23,11,6.0,,15,17,8.0,,,,,,4,5,3,,8,5,2,,9,2,2,,5,5,3.0,,5.0,6.0,2.0,,6,5,2,,1,0,0,
1921,WCHL,SMJ,5,7,0.0,,0,12,0.0,,,,,,,,,,,,,,1,3,0,,3,6,0.0,,1.0,10.0,0.0,,,,,,,,,
1941,NHL,BKN,10,12,2.0,,6,17,1.0,,,,,,,,,,3,7,1,,3,8,0,,5,7,0.0,,3.0,5.0,0.0,,2,2,2,,,,,
1998,NHL,PIT,21,10,10.0,,17,20,4.0,,,,,,4,3,2,,6,3,3,,5,4,2,,8,5,0.0,,9.0,5.0,0.0,,4,5,6,,2,5,1,
1982,NHL,NJD,11,20,9.0,,6,29,5.0,,,,,,3,6,3,,1,10,4,,3,9,0,,4,6,4.0,,1.0,8.0,2.0,,4,10,0,,1,0,1,
2002,NHL,PIT,15,22,2.0,2,12,22,4.0,3,,,,,6,2,2,0,5,4,1,3,4,9,0,2,6,7,1.0,0,4.0,8.0,0.0,0,1,13,2,0,1,1,0,0
1995,NHL,BUF,19,17,5.0,,14,25,2.0,,,,,,3,7,0,,7,4,2,,6,8,1,,4,7,0.0,,6.0,3.0,3.0,,2,11,1,,5,2,0,
1967,NHL,STL,18,12,7.0,,9,19,9.0,,,,,,1,5,2,,4,8,0,,7,7,1,,6,1,5.0,,3.0,5.0,4.0,,6,5,4,,,,,
1985,NHL,NYI,22,11,7.0,,17,18,5.0,,,,,,4,3,1,,6,5,4,,5,5,4,,8,4,1.0,,7.0,5.0,0.0,,7,5,2,,2,2,0,
1984,NHL,BOS,21,15,4.0,,15,19,6.0,,,,,,5,4,0,,6,6,1,,5,5,5,,8,6,1.0,,3.0,5.0,1.0,,7,7,1,,2,1,1,
2006,NHL,DAL,28,11,,2,22,14,,5,,,,,9,2,,0,7,7,,0,9,6,,0,5,4,,2,8.0,2.0,,1,10,3,,3,2,1,,1
2000,NHL,PHI,26,11,4.0,0,17,14,7.0,3,,,,,3,5,3,0,8,5,1,0,6,4,3,0,9,2,2.0,1,7.0,3.0,1.0,1,8,5,1,0,2,1,0,1
1998,NHL,FLO,17,17,7.0,,13,17,11.0,,,,,,3,3,3,,5,5,2,,5,5,1,,5,4,6.0,,4.0,5.0,4.0,,5,6,2,,3,6,0,
1994,NHL,WAS,15,6,3.0,,7,12,5.0,,,,,,,,,,,,,,,,,,1,3,1.0,,2.0,7.0,4.0,,11,2,2,,7,6,1,
1944,NHL,NYR,7,11,7.0,,4,18,3.0,,,,,,0,1,0,,2,5,3,,2,7,2,,3,6,2.0,,3.0,4.0,3.0,,1,6,0,,,,,
1970,NHL,BOS,33,4,2.0,,24,10,5.0,,,,,,6,1,1,,8,3,3,,11,2,1,,10,2,1.0,,9.0,2.0,1.0,,11,4,0,,2,0,0,
1977,NHL,PHI,29,6,5.0,,16,14,10.0,,,,,,5,2,1,,9,2,2,,10,3,1,,4,4,5.0,,7.0,4.0,2.0,,8,4,2,,2,1,2,
1955,NHL,BOS,14,14,7.0,,9,20,6.0,,,,,,4,3,2,,2,7,4,,2,9,3,,5,7,0.0,,6.0,5.0,3.0,,4,3,1,,,,,
1922,WCHL,SAC,7,9,0.0,,1,11,2.0,,,,,,,,,,,,,,1,4,1,,3,8,1.0,,3.0,6.0,0.0,,1,2,0,,,,,
1994,NHL,DET,17,4,3.0,,16,7,1.0,,,,,,,,,,,,,,,,,,5,1,0.0,,7.0,4.0,1.0,,10,2,1,,10,4,2,
1968,NHL,LAK,19,14,5.0,,5,28,5.0,,,,,,2,5,1,,5,7,1,,5,4,2,,4,8,2.0,,5.0,9.0,1.0,,3,9,3,,,,,
1999,NHL,PHO,22,16,2.0,1,17,15,6.0,3,,,,,8,2,3,0,8,4,0,0,5,6,1,0,7,4,2.0,1,4.0,6.0,1.0,0,5,8,0,2,2,1,1,1
2009,NHL,BUF,25,10,,6,20,17,,4,,,,,8,2,,1,7,5,,1,9,4,,2,8,3,,3,1.0,4.0,,2,10,5,,1,2,4,,0
1993,NHL,PHI,19,20,3.0,,16,19,7.0,,,,,,9,3,0,,7,6,1,,4,8,2,,4,6,0.0,,5.0,8.0,1.0,,4,7,3,,2,1,3,
1980,NHL,MTL,31,7,2.0,,14,15,11.0,,,,,,3,6,1,,9,4,1,,8,3,2,,7,5,2.0,,9.0,0.0,3.0,,7,4,4,,2,0,0,
1968,NHL,CHI,20,14,4.0,,14,19,5.0,,,,,,6,2,0,,5,7,1,,8,4,1,,6,6,2.0,,4.0,9.0,2.0,,5,5,3,,,,,
1981,NHL,WIN,18,13,9.0,,15,20,5.0,,,,,,5,3,2,,5,6,2,,3,9,4,,6,4,3.0,,3.0,5.0,2.0,,11,4,1,,0,2,0,
1987,NHL,MNS,10,24,6.0,,9,24,7.0,,,,,,4,5,2,,5,7,1,,4,9,2,,3,9,3.0,,1.0,8.0,1.0,,2,8,4,,0,2,0,
1982,NHL,MTL,25,6,9.0,,17,18,5.0,,,,,,7,2,3,,9,2,2,,4,6,3,,7,4,2.0,,7.0,5.0,1.0,,7,5,2,,1,0,1,
1983,NHL,BOS,25,12,3.0,,24,13,3.0,,,,,,7,3,1,,7,3,1,,10,5,1,,9,4,0.0,,6.0,6.0,1.0,,9,4,2,,1,0,0,
1974,NHL,MTL,27,8,5.0,,20,6,14.0,,,,,,4,3,4,,8,3,3,,8,0,4,,8,3,2.0,,8.0,1.0,3.0,,8,4,3,,3,0,0,
2010,NHL,PHI,22,12,,7,25,11,,5,,,,,6,4,,1,9,2,,3,8,4,,1,10,2,,0,7.0,4.0,,1,6,5,,4,1,2,,2
1924,NHL,MTM,5,8,2.0,,4,11,0.0,,,,,,,,,,,,,,4,4,1,,4,5,1.0,,1.0,7.0,0.0,,0,3,0,,,,,
1971,NHL,PHI,19,13,7.0,,7,25,7.0,,,,,,5,4,1,,2,7,3,,4,7,1,,3,8,3.0,,5.0,6.0,3.0,,7,5,2,,0,1,1,
1932,NHL,DET,17,3,4.0,,8,12,4.0,,,,,,,,,,3,4,0,,5,5,1,,8,1,3.0,,4.0,3.0,4.0,,5,2,0,,,,,
2008,NHL,PIT,25,13,,3,20,15,,6,,,,,5,4,,2,9,2,,1,5,8,,1,5,8,,1,7.0,4.0,,1,10,1,,2,4,1,,1
1989,NHL,PHI,17,19,4.0,,13,20,7.0,,,,,,3,7,1,,9,3,2,,6,7,2,,2,9,2.0,,5.0,5.0,2.0,,5,8,1,,0,0,1,
2007,NHL,PHO,17,20,,4,21,17,,3,,,,,4,6,,0,7,6,,0,7,6,,1,9,4,,1,6.0,5.0,,3,4,9,,1,1,1,,1
1919,PCHA,VA2,8,3,0.0,,2,9,0.0,,,,,,,,,,,,,,1,1,0,,4,5,0.0,,4.0,4.0,0.0,,1,2,0,,,,,
1963,NHL,BOS,13,15,7.0,,5,25,5.0,,,,,,1,7,1,,3,4,3,,3,8,3,,5,8,2.0,,3.0,9.0,1.0,,3,4,2,,,,,
1924,WCHL,SAS,11,3,0.0,,5,8,1.0,,,,,,,,,,,,,,4,2,1,,6,6,0.0,,5.0,2.0,0.0,,1,1,0,,,,,
