playerid,award,year,lgid,note,pos
parenbe01,Conn Smythe,1973,NHL,,
whitnra01,Second Team All-Star,2011,NHL,,LW
smithbi01,Vezina,1981,NHL,,
duchema01,All-Rookie,2009,NHL,,F
kellyre01,First Team All-Star,1956,NHL,,D
sakicjo01,Plus-Minus,2000,NHL,tie,
ramagro01,First Team All-Star,1978,WHA,,D
loweke01,King Clancy,1989,NHL,,
hortoti01,First Team All-Star,1968,NHL,,D
nasluma02,First Team All-Star,2003,NHL,,LW
lemiema01,Art Ross,1992,NHL,,
prongch01,Second Team All-Star,1997,NHL,,D
orrbo01,Norris,1967,NHL,,
johnsto01,Norris,1958,NHL,,
fuhrgr01,Jennings,1993,NHL,shared,
potvide01,First Team All-Star,1978,NHL,,D
laperja01,First Team All-Star,1964,NHL,,D
coultar01,Second Team All-Star,1939,NHL,,D
orrbo01,Hart,1970,NHL,,
howego01,Hart,1952,NHL,,
johnsch01,Second Team All-Star,1930,NHL,,D
sakicjo01,First Team All-Star,2003,NHL,,C
nighbfr01,Hart,1923,NHL,,
ratelje01,Pearson,1971,NHL,,
clappdi01,First Team All-Star,1939,NHL,,D
fernama01,Jennings,2006,NHL,shared,
lemiema01,Conn Smythe,1990,NHL,,
berarbr01,Masterton,2003,NHL,,
hextaro01,Vezina,1986,NHL,,
lafonpa01,Masterton,1994,NHL,,
lemiema01,Plus-Minus,1992,NHL,,
kaspest01,Selke,1981,NHL,,
dafoeby01,Second Team All-Star,1998,NHL,,G
raycran01,Calder,2003,NHL,,
gardich01,First Team All-Star,1930,NHL,,G
gretzwa01,First Team All-Star,1985,NHL,,C
hullbo01,First Team All-Star,1971,NHL,,LW
cournyv01,Second Team All-Star,1971,NHL,,RW
lindste01,First Team All-Star,1952,NHL,,LW
harvedo01,Norris,1960,NHL,,
francro01,Plus-Minus,1994,NHL,,
brimsfr01,First Team All-Star,1938,NHL,,G
robitlu01,Second Team All-Star,1986,NHL,,LW
nilssul01,First Team All-Star,1977,WHA,,C
conacch01,First Team All-Star,1934,NHL,,RW
lidstni01,First Team All-Star,2010,NHL,,D
carbogu01,Selke,1988,NHL,,
francro01,King Clancy,2001,NHL,,
mogilal01,Second Team All-Star,1992,NHL,,RW
hullbo01,First Team All-Star,1964,NHL,,LW
stewaja01,Second Team All-Star,1945,NHL,,D
gretzwa01,Pearson,1986,NHL,,
bergepa01,Plus-Minus,2011,NHL,,
drydeke01,First Team All-Star,1978,NHL,,G
selante01,Richard,1998,NHL,,
hodgeke01,First Team All-Star,1970,NHL,,RW
sittlda01,Second Team All-Star,1977,NHL,,C
wakeler01,Second Team All-Star,1977,WHA,,G
lidstni01,Norris,2005,NHL,,
sandlji01,All-Rookie,1986,NHL,,RW
richahe01,Second Team All-Star,1962,NHL,,C
jagrja01,First Team All-Star,1999,NHL,,RW
hirscco01,All-Rookie,1995,NHL,,G
charazd01,Norris,2008,NHL,,
prongch01,Norris,1999,NHL,,
mahovfr01,Second Team All-Star,1963,NHL,,LW
thompti01,Vezina,1932,NHL,,
lindrer01,First Team All-Star,1994,NHL,,C
malonjo01,Art Ross,1917,NHL,,
macinal01,First Team All-Star,1990,NHL,,D
hullbr01,Lady Byng,1989,NHL,,
sawchte01,First Team All-Star,1950,NHL,,G
hossama01,All-Rookie,1998,NHL,,F
mahovfr01,First Team All-Star,1972,NHL,,LW
heatlda01,All-Rookie,2001,NHL,,F
richama01,Second Team All-Star,1943,NHL,,RW
sakicjo01,Pearson,2000,NHL,,
forsbpe01,Calder,1994,NHL,,
keonda01,Deneau,1976,WHA,Most Gentlemanly,
fuhrgr01,Second Team All-Star,1981,NHL,,G
hornula01,Second Team All-Star,1972,WHA,,D
quackbi01,Lady Byng,1948,NHL,,
lacroan01,First Team All-Star,1972,WHA,,C
crawfja01,First Team All-Star,1945,NHL,,D
stlouma01,Lady Byng,2010,NHL,,
smithbi01,Conn Smythe,1982,NHL,,
bossymi01,First Team All-Star,1981,NHL,,RW
plantja01,Vezina,1961,NHL,,
jagrja01,Art Ross,2000,NHL,,
tardima01,Howe,1977,WHA,MVP,
hamilal01,Second Team All-Star,1973,WHA,,D
nedomva01,Deneau,1975,WHA,Most Gentlemanly,
goodfeb01,Hart,1939,NHL,,
blakero01,Second Team All-Star,2001,NHL,,D
brodema01,First Team All-Star,2006,NHL,,G
mccabbr01,Second Team All-Star,2003,NHL,,D
orrbo01,Norris,1969,NHL,,
yzermst01,All-Rookie,1983,NHL,,C
jagrja01,Art Ross,1998,NHL,,
durnabi01,First Team All-Star,1945,NHL,,G
salmibo01,Second Team All-Star,1978,NHL,,D
kariypa01,Second Team All-Star,2002,NHL,,LW
stamkst01,Richard,2009,NHL,shared,
gretzwa01,Hart,1981,NHL,,
theodjo01,Masterton,2009,NHL,,
perryco01,Richard,2010,NHL,,
kellyre01,Lady Byng,1953,NHL,,
pilotpi01,First Team All-Star,1965,NHL,,D
staaljo01,All-Rookie,2006,NHL,,F
lidstni01,First Team All-Star,1999,NHL,,D
roberre01,Second Team All-Star,1974,NHL,,RW
parenbe01,First Team All-Star,1974,NHL,,G
