year,hofid,name,category
1972,belivje01h,Jean Beliveau,Player
1985,mariujo01h,John Mariucci,Builder
2011,nieuwjo01h,Joe Nieuwendyk,Player
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1984,parenbe01h,Bernie Parent,Player
1973,harvedo01h,Doug Harvey,Player
1968,dunnji01h,Jimmy Dunn,Builder
2007,gregoji01h,Jim Gregory,Builder
1982,ullmano01h,Norm Ullman,Player
1971,robergo02h,Gord Roberts,Player
1945,mcgeefr01h,Frank McGee,Player
1958,duttore01h,Red Dutton,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1981,stanlal01h,Allan Stanley,Player
1971,sawchte01h,Terry Sawchuk,Player
1947,joliaau01h,Aurel Joliat,Player
1980,lumleha01h,Harry Lumley,Player
1952,johnsmo01h,Moose Johnson,Player
1966,blaketo01h,Toe Blake,Player
1961,dayha01h,Hap Day,Player
1960,bouchge01h,Georges Boucher,Player
1990,poilebu01h,Bud Poile,Builder
2006,roypa01h,Patrick Roy,Player
1975,hallgl01h,Glenn Hall,Player
1993,lapoigu01h,Guy Lapointe,Player
1993,grifffr01h,Frank Griffiths,Builder
1945,pulfoha01h,Harvey Pulford,Player
1975,armstge01h,George Armstrong,Player
1962,smithfr01h,Frank Smith,Builder
1958,dudlege01h,George Dudley,Builder
1949,bainda01h,Dan Bain,Player
1964,siebeba01h,Babe Siebert,Player
2000,savarde01h,Denis Savard,Player
2002,federbe01h,Bernie Federko,Player
1985,cheevge01h,Gerry Cheevers,Player
1960,walkeja01h,Jack Walker,Player
1963,seibeea01h,Earl Seibert,Player
1960,selkefr01h,Frank Selke,Builder
1965,marshja02h,Jack Marshall,Player
1992,allenke01h,Keith Allen,Builder
1993,shuttst01h,Steve Shutt,Player
1959,thompti01h,Tiny Thompson,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1964,campban01h,Angus Campbell,Builder
1985,olmstbe01h,Bert Olmstead,Player
1958,clancki01h,King Clancy,Player
1984,esposph01h,Phil Esposito,Player
1972,adamswe01h,Weston Adams,Builder
1962,simpsjo01h,Joe Simpson,Player
1995,torrebi01h,Bill Torrey,Builder
1968,hendyji01h,Jim Hendy,Builder
1947,taylocy01h,Cyclone Taylor,Player
1976,quackbi01h,Bill Quackenbush,Player
1950,grantmi01h,Mike Grant,Player
1992,dumarwo01h,Woody Dumart,Player
1958,bouchfr01h,Frank Boucher,Player
1987,laperja01h,Jacques Laperriere,Player
1969,abelsi01h,Sid Abel,Player
1995,cookbu01h,Bun Cook,Player
1962,whitcfr01h,Fred Whitcroft,Player
1979,orrbo01h,Bobby Orr,Player
1962,hernri01h,Riley Hern,Player
1961,stuarbr02h,Bruce Stuart,Player
1988,parkbr01h,Brad Park,Player
1947,northwi01h,William Northey,Builder
1966,kennete01h,Ted Kennedy,Player
1961,brownge03h,George Brown,Builder
1962,gardnji01h,Jim Gardner,Player
1967,colvine01h,Neil Colville,Player
1982,francem01h,Emile Francis,Builder
1998,goulemi01h,Michel Goulet,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1974,tarasan01h,Anatoli Tarasov,Builder
1978,bickejo01h,John Bickell,Builder
1977,ahearbu01h,Bunny Ahearne,Builder
1965,mosiebi01h,Bill Mosienko,Player
1973,smithto01h,Tommy Smith,Player
1990,barbebi01h,Bill Barber,Player
1962,stanlba01h,Barney Stanley,Player
2009,lamorlo01h,Lou Lamoriello,Builder
1962,maxwest01h,Steamer Maxwell,Player
2005,neelyca01h,Cam Neely,Player
1965,barryma01h,Marty Barry,Player
1958,moranpa01h,Paddy Moran,Player
1964,durnabi01h,Bill Durnan,Player
1966,bouchbu01h,Butch Bouchard,Player
1994,conacli01h,Lionel Conacher,Player
2005,costemu01h,Murray Costello,Builder
1997,lemiema01h,Mario Lemieux,Player
2004,fletccl01h,Cliff Fletcher,Builder
