playerid,year,stint,tmid,s,g,gdg
zidlima01,2010,1,MIN,1,0,0
nagyla01,2006,1,PHO,4,3,3
brulegi01,2009,1,EDM,5,3,1
froloal01,2009,1,LAK,1,0,0
franzjo01,2010,1,DET,2,0,0
smythry01,2007,1,COL,3,1,1
koivumi01,2008,1,MIN,6,2,1
bertuto01,2006,2,DET,3,0,0
datsypa01,2010,1,DET,4,2,2
williju01,2008,2,LAK,1,1,1
pacioma01,2011,1,MTL,2,13,1
savarma01,2005,1,ATL,3,1,0
peltovi01,2006,1,FLO,7,3,0
kobasch01,2007,1,BOS,3,0,0
brierda01,2008,1,PHI,3,2,0
bouchpi02,2010,1,MIN,6,4,1
staffdr01,2007,1,BUF,4,1,1
ekmanni01,2005,1,SJS,6,2,1
tyutife01,2008,1,CBS,1,1,1
fosteku01,2011,1,AND,0,1,0
hollwry01,2005,1,NYR,1,0,0
perryco01,2009,1,AND,13,3,0
wisnija01,2011,1,CBS,1,2,0
niedero01,2006,1,AND,2,0,0
kozlovy01,2006,1,ATL,11,7,5
morribr01,2007,1,VAN,3,0,0
sharppa01,2009,1,CHI,10,2,2
gonchse01,2007,1,PIT,1,0,0
eratma01,2008,1,NAS,5,2,1
kopitan01,2009,1,LAK,16,8,4
parisza01,2007,1,NJD,11,4,3
letankr01,2008,1,PIT,8,2,1
heatlda01,2008,1,OTT,3,0,0
verstkr01,2010,1,TOR,3,1,0
nasluma02,2006,1,VAN,7,2,1
simjo01,2006,1,ATL,2,1,1
parrima01,2005,2,LAK,1,0,0
walzwe01,2006,1,MIN,1,0,0
gilroma01,2010,1,NYR,1,0,0
vasicjo01,2006,1,NAS,1,0,0
cassean01,2005,1,WAS,2,1,0
streima01,2009,1,NYI,1,0,0
comrimi01,2006,1,PHO,2,1,1
gomezsc01,2008,1,NYR,2,0,0
shannry01,2009,1,OTT,1,1,1
callary01,2008,1,NYR,3,1,1
parenpi01,2011,1,NYI,2,6,1
bozakty01,2011,1,TOR,1,3,0
bertuto01,2006,1,FLO,1,0,0
balasja01,2005,1,CBS,9,6,3
koivusa01,2008,1,MTL,6,1,1
kaberto01,2007,1,TOR,4,3,1
sedinda01,2010,1,VAN,5,1,0
meszaan01,2009,1,TBL,1,0,0
hortona01,2010,1,BOS,1,0,0
muellpe01,2009,2,COL,1,1,0
pothibr01,2006,1,WAS,1,0,0
mooredo01,2010,1,TBL,6,3,2
pruchpe01,2008,2,PHO,1,0,0
ekmanni01,2006,1,PIT,1,0,0
roberga01,2006,1,FLO,1,0,0
letesma01,2010,1,PIT,4,1,1
kovalal01,2005,1,MTL,4,1,0
ovechal01,2009,1,WAS,9,2,1
fedotru01,2005,1,TBL,1,0,0
brunean01,2010,1,MIN,1,0,0
fleisto01,2006,1,WAS,1,0,0
kadrina01,2010,1,TOR,4,2,1
zajactr01,2008,1,NJD,1,1,1
rodnebr01,2009,1,CAR,1,0,0
schenbr01,2011,1,PHI,0,1,0
upshasc01,2010,1,PHO,2,1,0
chriser01,2008,2,AND,1,0,0
gerbena01,2011,1,BUF,2,6,2
morribr01,2009,1,WAS,5,1,0
hortona01,2005,1,FLO,7,2,0
bergfni01,2010,2,FLO,1,0,0
mitchjo02,2009,1,TOR,3,2,1
williju01,2008,1,CAR,1,0,0
tambeje01,2010,1,VAN,5,2,1
plekato01,2009,1,MTL,6,1,1
doansh01,2007,1,PHO,4,1,1
kostian01,2006,1,MTL,2,1,1
verstkr01,2009,1,CHI,5,2,1
miettan01,2010,1,MIN,4,0,0
emingst01,2005,1,WAS,1,0,0
weissst01,2009,1,FLO,10,2,1
simjo01,2005,1,PHI,1,0,0
sharppa01,2005,2,CHI,2,0,0
kaletpa01,2009,1,BUF,1,0,0
wellmca01,2009,1,MIN,1,0,0
vermean01,2006,1,OTT,8,3,1
bouchpi02,2007,1,MIN,3,1,0
perrier01,2006,1,TBL,4,0,0
antroni01,2007,1,TOR,3,1,0
bourqre01,2011,2,MTL,2,4,0
bertuto01,2009,1,DET,8,4,2
robidst01,2010,1,DAL,1,0,0
keslery01,2007,1,VAN,9,1,0
korpila01,2010,1,PHO,4,0,0
huselkr01,2008,1,CBS,8,2,2
cluttca01,2010,1,MIN,1,0,0
huntetr01,2009,1,NYI,2,1,1
friesje01,2006,1,CAL,1,0,0
langro01,2007,1,CHI,2,1,1
thornjo01,2005,2,SJS,3,0,0
