playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
merriho01,1914,OT1,NHA,D,3,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
gerared01,1919,OTS,NHL,D,5,2,1,3,3
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
noblere01,1925,MTM,NHL,D,4,0,0,0,4
cookll01,1921,VML,PCHA,D,5,1,0,1,6
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
cookll01,1914,VML,PCHA,D,3,3,0,3,9
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
smithto01,1912,QU1,NHA,L,3,4,0,4,0
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
darraja01,1914,OT1,NHA,C,2,3,0,3,6
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
holmeha01,1918,SEA,PCHA,G,5,0,0,0,0
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
duforan01,1914,OT1,NHA,C,2,0,1,1,0
smithto01,1916,MOC,NHA,C,4,2,0,2,3
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
noblere01,1917,TOA,NHL,L,5,2,1,3,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
andrell01,1921,TRS,NHL,F,5,2,0,2,3
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
