playerid,year,ppa,sha
broteaa01,1989,3,
konrost01,1988,1,1
fentopa01,1990,2,
quinnda01,1989,15,1
macdepa01,1989,2,
murphla01,1990,19,
tantito01,1990,5,
kontoch01,1987,6,
zezelpe01,1990,5,1
robergo01,1987,3,
brookbo01,1989,1,2
crossdo01,1990,21,
ruffli01,1988,1,
allismi01,1987,5,
sheehne01,1987,1,
ciccadi01,1988,10,1
goulemi01,1989,15,1
ruotsre01,1989,9,
tuckejo01,1989,6,
cyrpa01,1987,1,
huberwi01,1987,14,
erickbr01,1987,6,
tantito01,1989,9,
kennede01,1988,,2
frycemi01,1988,3,
malondo01,1988,2,
adamsgr01,1989,1,
pederba01,1989,7,1
gartnmi01,1988,9,
joycebo01,1989,3,
bassebo01,1988,,1
norwole01,1990,3,
simpscr01,1987,10,1
carsoli01,1987,1,1
wilsoca01,1987,9,3
kurveto01,1990,15,
krushmi01,1990,3,
ramagro01,1987,19,2
huntema01,1990,4,
duguaro01,1987,2,
stastpe01,1989,23,
klimape01,1989,11,
hardyma01,1987,10,1
adamsgr01,1988,1,
cullejo01,1990,29,
vaiveri01,1988,15,
mckegto01,1989,3,
dineego01,1988,2,
hunteda01,1987,1,4
hardyma01,1988,5,
hullbr01,1987,10,
paslagr01,1990,3,1
samueul01,1990,,2
butchga01,1990,3,2
cunnera01,1989,4,
carpebo01,1988,4,
ysebapa01,1990,4,1
dahlqch01,1990,,1
wellsja01,1989,3,2
rousebo01,1988,,1
linseke01,1989,8,
bennibr01,1989,5,
donnemi01,1987,2,
nichobe01,1989,37,1
pavesji01,1987,1,
coxecr01,1987,1,
quinnda01,1990,18,
loisecl01,1990,1,1
larsore01,1988,14,
poulida02,1989,1,1
gartnmi01,1989,14,1
mcdonhu01,1989,1,
charbjo01,1988,1,
ferrara01,1990,5,
bullami01,1988,13,
courtru01,1988,2,
mcbeawa01,1988,1,
iafraal01,1990,11,1
kaspest01,1988,6,2
sandsto01,1989,20,
maclebr01,1988,8,
frasecu01,1987,2,
petitmi01,1990,16,
laughcr01,1987,3,
bodgedo01,1988,25,1
thibagi01,1989,2,
zezelpe01,1988,17,
pederma01,1990,7,
manthmo01,1987,15,1
hunteda01,1988,,1
ledyagr01,1987,5,
jonssto01,1988,24,
creigad01,1988,7,
foligmi01,1990,1,
petitmi01,1987,9,1
macivno01,1988,19,
lawlepa01,1987,3,
tuckejo01,1990,1,
