coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
filioma01c,1977,QUN,WHA,2,,21,13,7,1,11,5,6,0
champwe01c,1924,REG,WCHL,1,,28,8,20,0,,,,
bowmasc01c,1986,BUF,NHL,1,,12,3,7,2,,,,
keenami01c,1993,NYR,NHL,1,,84,52,24,8,23,16,7,0
pulfobo01c,1978,CHI,NHL,1,,80,29,36,15,4,0,4,0
imlacpu01c,1966,TOR,NHL,1,,70,32,27,11,12,8,4,0
murphji01c,1913,TOO,NHA,1,,20,4,16,0,,,,
patricr01c,1984,NYR,NHL,2,,35,11,22,2,3,0,3,0
inglibi01c,1978,BUF,NHL,2,,56,28,18,10,3,1,2,0
playfji01c,2006,CAL,NHL,1,,82,43,29,10,6,2,4,0
patrily01c,1949,NYR,NHL,1,,70,28,31,11,12,7,5,0
neilsro01c,1998,PHI,NHL,1,,82,37,26,19,6,2,4,0
reaybi01c,1968,CHI,NHL,1,,76,34,33,9,,,,
gardnji01c,1913,MOC,NHA,1,,20,13,7,0,,,,
gerared01c,1931,NYA,NHL,1,,48,16,24,8,,,,
talboje01c,1973,STL,NHL,1,,55,22,25,8,,,,
wilsoro02c,2010,TOR,NHL,1,,82,37,34,11,,,,
arboual01c,1989,NYI,NHL,1,,80,31,38,11,5,1,4,0
boudrbr01c,2010,WAS,NHL,1,,82,48,23,11,9,4,5,0
gallage01c,2003,CBS,NHL,2,,45,16,25,4,,,,
johnsed01c,1979,CHI,NHL,1,,80,34,27,19,7,3,4,0
suttebr01c,2003,CHI,NHL,1,,82,20,51,11,,,,
burnspa01c,1999,BOS,NHL,1,,82,24,39,19,,,,
champwe01c,1922,REG,WCHL,1,,30,16,14,0,2,0,1,1
therrmi01c,2008,PIT,NHL,1,,57,27,25,5,,,,
brophjo01c,1978,BIR,WHA,1,,80,32,42,6,,,,
sutteda01c,1992,CHI,NHL,1,,84,47,25,12,4,0,4,0
gordosc01c,2010,NYI,NHL,1,,17,4,10,3,,,,
rossar01c,1943,BOS,NHL,1,,50,19,26,5,,,,
cheevge01c,1981,BOS,NHL,1,,80,43,27,10,11,6,5,0
drakecl01c,1975,EDO,WHA,1,,48,18,28,2,,,,
bouchgu01c,2010,TBL,NHL,1,,82,46,25,11,18,11,7,0
vachoro01c,1994,LAK,NHL,2,,7,3,2,2,,,,
muldope01c,1926,CHI,NHL,1,,44,19,22,3,2,0,1,1
patrily01c,1967,STL,NHL,1,,16,4,10,2,,,,
murdobo01c,1987,CHI,NHL,1,,80,30,41,9,5,1,4,0
irvindi01c,1930,CHI,NHL,1,,44,24,17,3,9,5,3,1
mckenjo01c,1973,VAB,WHA,1,,7,3,4,0,,,,
perroje01c,1987,MTL,NHL,1,,80,45,22,13,11,5,6,0
lalonne01c,1926,NYA,NHL,1,,44,17,25,2,,,,
laviope01c,2008,CAR,NHL,1,,25,12,11,2,,,,
schoeji01c,1995,WAS,NHL,1,,82,39,32,11,6,2,4,0
pronoma01c,1972,CHC,WHA,1,,78,26,50,2,,,,
nealeha01c,1976,NEW,WHA,1,,81,35,40,6,5,1,4,0
gillda01c,1926,OTS,NHL,1,,44,30,10,4,6,3,0,3
schoeji01c,1987,NJD,NHL,2,,30,17,12,1,20,11,9,0
