playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
janecbo01,1983,1,CHI,NHL,8,412,2,3,1,0,0,28,237,,,,,,,,,
broderi01,1987,1,VAN,NHL,11,670,3,6,2,0,0,49,347,,,,,,,,,
zimmely01,1975,1,DOT,WHA,8,495,2,6,0,0,0,31,301,,,,,,,,,
chabofr01,1993,1,MTL,NHL,1,60,0,1,0,0,0,5,24,,,,,,,,,
hurmeja01,2001,1,OTT,NHL,25,1309,12,9,1,2,3,54,578,,,,,,,,,
bouchda01,1979,1,ATF,NHL,53,3076,23,19,10,5,2,163,,4,241,1,3,,0,0,14,
bouchbr01,2000,1,PHI,NHL,27,1470,8,12,5,6,1,80,644,1,37,0,0,,0,0,3,17
mckenmi01,2010,1,NJD,NHL,2,118,0,1,0,0,0,6,56,,,,,,,,,
landobr01,1975,1,NEW,WHA,38,2181,14,19,5,3,0,126,1094,4,197,3,0,,0,0,7,104
conneal01,1924,1,OTS,NHL,30,1852,17,12,1,,7,66,,,,,,,,,,
halakja01,2006,1,MTL,NHL,16,912,10,6,0,2,2,44,469,,,,,,,,,
lessama01,1979,1,LAK,NHL,50,2836,18,22,7,3,0,185,,4,207,1,2,,0,0,14,
lemelre01,1988,1,BOS,NHL,40,2392,19,15,6,3,0,120,1061,4,252,1,3,,0,0,16,112
crawfco01,2011,1,CHI,NHL,57,3218,30,17,7,1,0,146,1507,6,396,2,4,,0,0,17,159
smithga01,1977,2,MNS,NHL,3,180,0,2,1,0,0,9,,,,,,,,,,
damouma01,1985,1,CAL,NHL,15,560,2,4,2,0,0,32,310,,,,,,,,,
mooreal01,1936,1,NYA,NHL,18,1110,7,11,0,,1,64,,,,,,,,,,
hackeje01,2001,1,MTL,NHL,15,717,5,5,2,0,0,38,395,,,,,,,,,
neuvimi01,2009,1,WAS,NHL,17,872,9,4,0,0,0,40,464,,,,,,,,,
shielst01,1995,1,BUF,NHL,2,75,1,0,0,0,0,4,32,,,,,,,,,
cloutja01,1992,1,QUE,NHL,3,154,0,2,1,2,0,10,65,,,,,,,,,
dubiewa01,2008,1,CBS,NHL,3,169,1,2,0,1,0,10,77,,,,,,,,,
beverbi01,1942,1,NYR,NHL,17,1020,4,10,3,,1,89,,,,,,,,,,
weeksst01,1980,1,NYR,NHL,1,60,0,1,0,0,0,2,,1,14,0,0,,0,0,1,
ouellma01,2003,1,WAS,NHL,6,365,2,3,1,0,1,19,210,,,,,,,,,
khabini01,2001,1,TBL,NHL,70,3896,24,32,10,7,7,153,1914,,,,,,,,,
danisya01,2011,1,EDM,NHL,1,32,0,0,0,0,0,2,12,,,,,,,,,
josepcu01,1993,1,STL,NHL,71,4127,36,23,11,0,1,213,2382,4,246,0,4,,1,0,15,158
walshfl01,1927,1,MTM,NHL,1,40,0,0,0,,0,1,,,,,,,,,,
vachoro01,1966,1,MTL,NHL,19,1137,11,3,4,1,1,47,,9,555,6,3,,0,0,22,
mccarja01,1973,1,MFS,WHA,2,42,0,0,0,0,0,5,26,,,,,,,,,
murrato01,1917,1,PO1,PCHA,18,1132,7,11,0,,0,75,,,,,,,,,,
keansdo01,1981,1,LAK,NHL,31,1436,8,10,7,5,0,103,,2,32,0,1,,0,0,1,
ranfobi01,1989,1,EDM,NHL,56,3107,24,16,9,5,1,165,1463,22,1401,16,6,,1,1,59,672
cheveti01,1989,1,DET,NHL,28,1600,10,9,8,1,0,101,854,,,,,,,,,
wakeler01,1969,1,STL,NHL,30,1651,12,9,4,0,4,58,,4,216,0,4,,0,0,17,
eliotda01,1987,1,DET,NHL,3,97,0,0,1,0,0,9,56,,,,,,,,,
emeryra01,2010,1,AND,NHL,10,527,7,2,0,2,0,20,272,6,319,2,3,,1,0,17,165
hallgl01,1952,1,DET,NHL,6,360,4,1,1,,1,10,,,,,,,,,,
hainsge01,1925,1,SAS,WCHL,30,1812,18,11,1,,4,64,,2,120,0,1,1,,0,4,
osgooch01,2003,1,STL,NHL,67,3861,31,25,8,3,3,144,1604,5,287,1,4,,0,0,12,109
fitzpma01,1993,1,FLO,NHL,28,1603,12,8,6,3,1,73,844,,,,,,,,,
tumilgo01,1972,1,WIJ,WHA,3,138,0,2,0,0,0,10,65,,,,,,,,,
raynech01,1949,1,NYR,NHL,69,4140,28,30,11,,6,181,,12,774,7,5,,,1,29,
belfoed01,2006,1,FLO,NHL,58,3289,27,17,10,2,1,152,1550,,,,,,,,,
harripa01,1980,1,TOR,NHL,,,,,,,,,,1,40,0,0,,0,0,1,
