playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
blakemi02,1981,1,LAK,NHL,2.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,
rutheji01,1981,1,LAK,NHL,7.0,380.0,3.0,3.0,0.0,0.0,0.0,43.0,,,,,,,,,,
karakmi01,1935,1,CHI,NHL,48.0,2990.0,21.0,19.0,8.0,,9.0,92.0,,2.0,120.0,1.0,1.0,,,0.0,7.0,
corsiji01,1977,1,QUN,WHA,23.0,1089.0,10.0,7.0,0.0,0.0,0.0,82.0,647.0,,,,,,,,,
smithga01,1978,2,WIJ,WHA,11.0,626.0,7.0,3.0,0.0,1.0,0.0,31.0,279.0,10.0,563.0,8.0,2.0,,0.0,0.0,35.0,
noronmi01,2002,1,BUF,NHL,16.0,891.0,4.0,9.0,3.0,2.0,1.0,36.0,411.0,,,,,,,,,
richtmi01,2002,1,NYR,NHL,13.0,694.0,5.0,6.0,1.0,2.0,0.0,34.0,329.0,,,,,,,,,
levinal01,1931,1,TOR,NHL,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,
stefagr01,1983,1,DET,NHL,50.0,2600.0,19.0,22.0,2.0,5.0,2.0,152.0,1223.0,3.0,210.0,1.0,2.0,,0.0,0.0,8.0,86.0
jablopa01,1997,1,CAR,NHL,5.0,279.0,1.0,4.0,0.0,1.0,0.0,14.0,115.0,,,,,,,,,
khabini01,2002,1,TBL,NHL,65.0,3787.0,30.0,22.0,11.0,5.0,4.0,156.0,1760.0,10.0,644.0,5.0,5.0,,1.0,0.0,26.0,299.0
liutmi01,1982,1,STL,NHL,68.0,3794.0,21.0,27.0,13.0,4.0,1.0,235.0,1919.0,4.0,240.0,1.0,3.0,,1.0,0.0,15.0,
markkju01,2002,1,EDM,NHL,22.0,1180.0,7.0,8.0,3.0,3.0,3.0,51.0,533.0,1.0,14.0,0.0,0.0,,0.0,0.0,1.0,12.0
spoonre01,1929,1,PIP,NHL,1.0,60.0,0.0,1.0,0.0,,0.0,6.0,,,,,,,,,,
clemmsc01,2003,1,NJD,NHL,4.0,238.0,3.0,1.0,0.0,0.0,2.0,4.0,84.0,,,,,,,,,
lindsbe01,1913,1,VA1,PCHA,16.0,1012.0,10.0,6.0,0.0,,0.0,80.0,,,,,,,,,,
passmst01,2000,2,CHI,NHL,6.0,340.0,0.0,4.0,1.0,0.0,0.0,14.0,147.0,,,,,,,,,
hrudeke01,1994,1,LAK,NHL,35.0,1894.0,14.0,13.0,5.0,3.0,0.0,99.0,1099.0,,,,,,,,,
stevedo01,1945,1,CHI,NHL,2.0,120.0,1.0,1.0,0.0,,0.0,12.0,,,,,,,,,,
varlasi01,2009,1,WAS,NHL,26.0,1527.0,15.0,4.0,6.0,0.0,2.0,65.0,718.0,6.0,349.0,3.0,3.0,,1.0,0.0,14.0,153.0
boycear01,1914,1,MOW,NHA,2.0,50.0,0.0,1.0,0.0,,0.0,6.0,,,,,,,,,,
dupuibo01,1979,1,EDM,NHL,1.0,60.0,0.0,1.0,0.0,1.0,0.0,4.0,,,,,,,,,,
edwarma01,1972,1,CLF,NHL,21.0,1207.0,4.0,14.0,2.0,0.0,1.0,87.0,,,,,,,,,,
sullida01,1973,1,VAB,WHA,1.0,60.0,0.0,1.0,0.0,0.0,0.0,7.0,38.0,,,,,,,,,
ellisda01,2010,2,AND,NHL,13.0,729.0,8.0,3.0,1.0,0.0,0.0,29.0,348.0,1.0,41.0,0.0,1.0,,0.0,0.0,4.0,24.0
barrato01,1985,1,BUF,NHL,60.0,3561.0,29.0,24.0,5.0,5.0,2.0,214.0,1778.0,,,,,,,,,
rivarfe01,1973,1,MNS,NHL,13.0,701.0,3.0,6.0,2.0,1.0,1.0,50.0,,,,,,,,,,
masonbo01,1986,1,WAS,NHL,45.0,2536.0,20.0,18.0,5.0,3.0,0.0,137.0,1247.0,4.0,309.0,2.0,2.0,,0.0,1.0,9.0,143.0
roachjo01,1932,1,DET,NHL,48.0,2970.0,25.0,15.0,8.0,,10.0,93.0,,4.0,240.0,2.0,2.0,0.0,,1.0,8.0,
mclenja01,2003,2,NYR,NHL,4.0,244.0,1.0,3.0,0.0,1.0,0.0,12.0,97.0,,,,,,,,,
hardijo01,2009,1,MIN,NHL,25.0,1300.0,9.0,12.0,0.0,3.0,1.0,66.0,692.0,,,,,,,,,
legacma01,2001,1,DET,NHL,20.0,1117.0,10.0,6.0,2.0,0.0,1.0,45.0,503.0,1.0,11.0,0.0,0.0,,0.0,0.0,1.0,2.0
howarji01,2011,1,DET,NHL,57.0,3360.0,35.0,17.0,4.0,5.0,6.0,119.0,1496.0,5.0,295.0,1.0,4.0,,0.0,0.0,13.0,116.0
schneco01,2009,1,VAN,NHL,2.0,79.0,0.0,1.0,0.0,0.0,0.0,5.0,59.0,,,,,,,,,
wakalda01,1994,1,DAL,NHL,15.0,754.0,4.0,8.0,0.0,1.0,2.0,40.0,341.0,1.0,20.0,0.0,0.0,,0.0,0.0,1.0,9.0
kerrda01,1937,1,NYR,NHL,48.0,2960.0,27.0,15.0,6.0,,8.0,96.0,,3.0,231.0,1.0,2.0,,,0.0,8.0,
sauveph01,2005,1,CAL,NHL,8.0,402.0,3.0,3.0,0.0,0.0,0.0,22.0,202.0,,,,,,,,,
larocmi01,1979,1,MTL,NHL,39.0,2259.0,17.0,13.0,8.0,0.0,3.0,125.0,,5.0,300.0,4.0,1.0,,0.0,1.0,11.0,
ranfobi01,1995,1,EDM,NHL,37.0,2015.0,13.0,18.0,5.0,2.0,1.0,128.0,1024.0,,,,,,,,,
savarjo01,1911,1,QU1,NHA,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,
theodjo01,1998,1,MTL,NHL,18.0,913.0,4.0,12.0,0.0,1.0,1.0,50.0,406.0,,,,,,,,,
cuttsdo01,1979,1,EDM,NHL,6.0,269.0,1.0,2.0,1.0,1.0,0.0,16.0,,,,,,,,,,
mcaulke01,1943,1,NYR,NHL,50.0,2980.0,6.0,39.0,5.0,,0.0,310.0,,,,,,,,,,
legacma01,2005,1,DET,NHL,51.0,2905.0,37.0,8.0,3.0,1.0,7.0,106.0,1244.0,6.0,408.0,2.0,4.0,,1.0,0.0,18.0,155.0
mitchmi01,1914,1,PO1,PCHA,18.0,1113.0,9.0,9.0,0.0,,0.0,83.0,,,,,,,,,,
mckayro01,1990,1,HAR,NHL,1.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,,,,,,,,,
nurmipa01,2001,1,ATL,NHL,9.0,465.0,2.0,5.0,0.0,1.0,0.0,28.0,275.0,,,,,,,,,
chadwed01,1961,1,BOS,NHL,4.0,240.0,0.0,3.0,1.0,,0.0,22.0,,,,,,,,,,
terrech01,1997,1,CHI,NHL,21.0,1222.0,8.0,10.0,2.0,4.0,2.0,49.0,519.0,,,,,,,,,
johnsed01,1966,1,BOS,NHL,34.0,1880.0,8.0,21.0,2.0,1.0,0.0,116.0,,,,,,,,,,
