playerid,award,year,lgid,note,pos
brimsfr01,Calder,1938,NHL,,
litzeed01,Second Team All-Star,1956,NHL,,C
hasekdo01,Vezina,1994,NHL,,
gretzwa01,Hart,1979,NHL,,
hamilal01,Second Team All-Star,1973,WHA,,D
howego01,First Team All-Star,1959,NHL,,RW
blakero01,Second Team All-Star,1999,NHL,,D
sakicjo01,First Team All-Star,2001,NHL,,C
colvine01,Second Team All-Star,1947,NHL,,D
howego01,First Team All-Star,1965,NHL,,RW
leetcbr01,Calder,1988,NHL,,
delveal01,Lady Byng,1968,NHL,,
dionnma01,Art Ross,1979,NHL,,
lidstni01,Norris,2007,NHL,,
hodgech01,Second Team All-Star,1964,NHL,,G
leetcbr01,Conn Smythe,1993,NHL,,
leetcbr01,All-Rookie,1988,NHL,,D
ovechal01,First Team All-Star,2005,NHL,,LW
jagrja01,Art Ross,2000,NHL,,
drydeke01,First Team All-Star,1977,NHL,,G
kurrija01,Second Team All-Star,1983,NHL,,RW
graharo02,Playoff MVP,1974,WHA,,
leducri01,Second Team All-Star,1976,WHA,,C
shanabr01,First Team All-Star,1999,NHL,,LW
faulkju01,All-Rookie,2011,NHL,,D
sawchte01,Second Team All-Star,1958,NHL,,G
charazd01,Second Team All-Star,2011,NHL,,D
jagrja01,Pearson,1999,NHL,,
pilotpi01,First Team All-Star,1963,NHL,,D
leclajo01,Second Team All-Star,1998,NHL,,LW
smithal02,Hatskin,1977,WHA,Best Goaltender,
westfed01,Masterton,1976,NHL,,
coffepa01,First Team All-Star,1988,NHL,,D
bennibr01,All-Rookie,1986,NHL,,D
leetcbr01,First Team All-Star,1991,NHL,,D
sykorpe01,All-Rookie,1995,NHL,,F
prongch01,Second Team All-Star,2006,NHL,,D
belfoed01,Vezina,1990,NHL,,
carbogu01,Selke,1988,NHL,,
gretzwa01,First Team All-Star,1981,NHL,,C
mullejo01,Plus-Minus,1988,NHL,,
hortoti01,First Team All-Star,1968,NHL,,D
niedesc01,First Team All-Star,2006,NHL,,D
leclajo01,Second Team All-Star,1996,NHL,,LW
johnsch01,First Team All-Star,1931,NHL,,D
sedinhe01,Art Ross,2009,NHL,,
murphla01,Second Team All-Star,1994,NHL,,D
leetcbr01,Second Team All-Star,1993,NHL,,D
mckendo01,Lady Byng,1959,NHL,,
jagrja01,Hart,1998,NHL,,
howema01,Plus-Minus,1985,NHL,,
dejorde01,Vezina,1966,NHL,shared,
lindste01,First Team All-Star,1956,NHL,,LW
gretzwa01,Plus-Minus,1983,NHL,,
macinal01,Second Team All-Star,1986,NHL,,D
desjaer01,Second Team All-Star,1999,NHL,,D
vanekth01,Plus-Minus,2006,NHL,,
macinal01,Second Team All-Star,1993,NHL,,D
thomati01,Crozier,2008,NHL,,
howego01,Second Team All-Star,1948,NHL,,RW
richama01,First Team All-Star,1946,NHL,,RW
datsypa01,Lady Byng,2006,NHL,,
weinrer01,All-Rookie,1990,NHL,,D
gretzwa01,Hart,1980,NHL,,
jagrja01,Second Team All-Star,1996,NHL,,RW
dionmi01,Hatskin,1975,WHA,Best Goaltender,
richama01,First Team All-Star,1948,NHL,,RW
arnotja01,All-Rookie,1993,NHL,,C
ovechal01,All-Rookie,2005,NHL,,F
smithbi01,Jennings,1982,NHL,shared,
peetepe01,Vezina,1982,NHL,,
mikitst01,First Team All-Star,1962,NHL,,C
burepa01,Second Team All-Star,1999,NHL,,RW
kurrija01,Lady Byng,1984,NHL,,
leyri01,Second Team All-Star,1977,WHA,,D
hossama01,Second Team All-Star,2008,NHL,,RW
ovechal01,Second Team All-Star,2010,NHL,,LW
sakicjo01,Conn Smythe,1995,NHL,,
stamkst01,Richard,2011,NHL,,
vossca01,Calder,1932,NHL,,
lemiema01,Second Team All-Star,1986,NHL,,C
gillicl01,First Team All-Star,1977,NHL,,LW
vachoro01,Second Team All-Star,1974,NHL,,G
brimsfr01,First Team All-Star,1938,NHL,,G
forsbpe01,First Team All-Star,1998,NHL,,C
gretzwa01,Lady Byng,1990,NHL,,
appssy01,Second Team All-Star,1940,NHL,,C
fitzpma01,Masterton,1991,NHL,,
lidstni01,First Team All-Star,2010,NHL,,D
hullbr01,Lady Byng,1989,NHL,,
pronoma01,First Team All-Star,1959,NHL,,D
howelha01,First Team All-Star,1966,NHL,,D
roypa01,First Team All-Star,2001,NHL,,G
chabolo01,First Team All-Star,1934,NHL,,G
potvide01,Norris,1975,NHL,,
henryca01,Calder,1953,NHL,,
stewaga01,First Team All-Star,1945,NHL,,LW
