playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
maltbki01,2001,1,DET,NHL,L,82,9,15,24,40,15.0,0.0,0.0,1.0,0.0,5.0,0.0,108.0,23.0,3.0,3.0,6.0,32.0,7.0,0.0,0.0,2.0,0.0,0.0,36.0
colvima01,1936,1,NYR,NHL,R,46,7,12,19,10,,,,,,,,,9.0,1.0,2.0,3.0,2.0,,,,,,,
perregi01,1983,1,BUF,NHL,C,73,31,59,90,32,19.0,8.0,,2.0,,7.0,1.0,165.0,,,,,,,,,,,,
mcleaki01,1995,1,VAN,NHL,G,45,0,2,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pusieje01,1935,1,MTL,NHL,D,31,0,2,2,11,,,,,,,,,,,,,,,,,,,,
currami01,1975,1,MFS,WHA,G,5,0,0,0,2,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,
myreph01,1978,1,STL,NHL,G,39,0,0,0,6,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
korolcl01,1974,1,CHI,NHL,R,80,27,32,59,27,20.0,11.0,,0.0,,9.0,2.0,164.0,8.0,3.0,5.0,8.0,8.0,,2.0,,0.0,,0.0,
ohlunma01,2003,1,VAN,NHL,D,82,14,20,34,73,14.0,5.0,4.0,0.0,0.0,3.0,1.0,129.0,7.0,1.0,4.0,5.0,13.0,-6.0,0.0,2.0,0.0,0.0,1.0,15.0
modanmi01,1990,1,MNS,NHL,R,79,28,36,64,65,2.0,9.0,15.0,0.0,0.0,2.0,2.0,232.0,23.0,8.0,12.0,20.0,16.0,-3.0,3.0,5.0,0.0,0.0,1.0,59.0
biancwa01,1975,1,PIT,NHL,L,14,1,5,6,4,-4.0,0.0,,0.0,,1.0,0.0,26.0,,,,,,,,,,,,
boothge01,1943,1,TOR,NHL,C,49,16,18,34,14,,,,,,,,,5.0,2.0,1.0,3.0,2.0,,,,,,,
davidjo01,1975,1,NYR,NHL,G,56,0,2,2,8,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
grahate01,1933,1,MTM,NHL,D,19,2,1,3,10,,,,,,,,,,,,,,,,,,,,
ranfobi01,1998,2,DET,NHL,G,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawsoda01,1973,1,VAB,WHA,R,78,50,38,88,14,,10.0,,0.0,,5.0,,,,,,,,,,,,,,
crabbjo01,2008,1,ATL,NHL,R,29,4,5,9,28,-2.0,0.0,0.0,1.0,0.0,1.0,,33.0,,,,,,,,,,,,
vasilan01,1998,1,PHO,NHL,L,1,0,0,0,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
lemieal01,1982,1,STL,NHL,C,42,9,25,34,18,-10.0,1.0,,0.0,,0.0,0.0,71.0,4.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,
brownse01,2005,2,VAN,NHL,D,12,0,0,0,8,-3.0,0.0,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,,,
terrigr01,1985,1,TOR,NHL,L,76,10,22,32,31,-5.0,0.0,,2.0,,1.0,0.0,105.0,10.0,0.0,3.0,3.0,17.0,1.0,0.0,,0.0,,0.0,9.0
emeryra01,2005,1,OTT,NHL,G,39,0,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lemieal01,1983,1,STL,NHL,C,17,4,5,9,6,0.0,1.0,,0.0,,0.0,1.0,14.0,,,,,,,,,,,,
joycebo01,1990,1,WAS,NHL,L,17,3,3,6,8,3.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,,,,,,,,,,,,
vickest01,1973,1,NYR,NHL,L,75,34,24,58,18,6.0,5.0,,0.0,,5.0,0.0,168.0,13.0,4.0,4.0,8.0,17.0,,2.0,,0.0,,0.0,
parenry01,2010,1,VAN,NHL,D,4,0,0,0,0,-3.0,0.0,0.0,0.0,0.0,0.0,,3.0,,,,,,,,,,,,
evansst01,1935,1,MTM,NHL,D,47,3,5,8,57,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,
blomqti01,1982,1,WAS,NHL,D,61,1,17,18,67,15.0,1.0,,0.0,,1.0,0.0,70.0,3.0,0.0,0.0,0.0,16.0,,0.0,,0.0,,0.0,
fontilo01,1960,1,NYR,NHL,D,53,2,3,5,100,,,,,,,,,,,,,,,,,,,,
langro01,2003,2,DET,NHL,C,6,1,4,5,0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,14.0,12.0,4.0,5.0,9.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,20.0
okposky01,2010,1,NYI,NHL,R,38,5,15,20,40,3.0,0.0,5.0,0.0,0.0,2.0,,72.0,,,,,,,,,,,,
trottbr01,1986,1,NYI,NHL,C,80,23,64,87,50,3.0,13.0,,0.0,,1.0,0.0,194.0,14.0,8.0,5.0,13.0,12.0,-6.0,3.0,,0.0,,2.0,46.0
auguspa01,1998,1,WAS,NHL,R,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
wiemeja01,2000,1,CAL,NHL,C,65,10,5,15,177,-15.0,3.0,1.0,0.0,0.0,1.0,1.0,76.0,,,,,,,,,,,,
snellro01,1974,1,WIJ,WHA,R,20,0,0,0,8,-10.0,0.0,,0.0,,0.0,,15.0,,,,,,,,,,,,
cuddist01,1972,1,WIJ,WHA,D,77,7,13,20,121,,0.0,,0.0,,,,,12.0,0.0,1.0,1.0,10.0,,0.0,,0.0,,0.0,
tsyplvl01,1997,1,LAK,NHL,L,73,18,34,52,18,15.0,2.0,4.0,0.0,0.0,1.0,0.0,113.0,4.0,0.0,1.0,1.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0
coleer01,2008,2,CAR,NHL,L,17,2,13,15,10,3.0,0.0,2.0,0.0,0.0,0.0,,33.0,18.0,0.0,5.0,5.0,22.0,-5.0,0.0,1.0,0.0,0.0,0.0,32.0
yorkmi01,2006,2,PHI,NHL,L,34,4,4,8,8,-9.0,0.0,0.0,0.0,0.0,1.0,,41.0,,,,,,,,,,,,
bournbo01,1983,1,NYI,NHL,L,78,22,34,56,75,12.0,5.0,,5.0,,2.0,2.0,140.0,8.0,1.0,1.0,2.0,7.0,0.0,0.0,,0.0,,1.0,11.0
stastpe01,1981,1,QUE,NHL,C,80,46,93,139,91,-10.0,16.0,,3.0,,3.0,0.0,227.0,12.0,7.0,11.0,18.0,12.0,,4.0,,0.0,,1.0,
spencir01,1973,1,VAB,WHA,D,19,0,1,1,6,,0.0,,0.0,,0.0,,,,,,,,,,,,,,
aaltoan01,1997,1,ANA,NHL,C,3,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
aaltoan01,1998,1,ANA,NHL,C,73,3,5,8,24,-12.0,2.0,1.0,0.0,0.0,0.0,0.0,61.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaltoan01,1999,1,ANA,NHL,C,63,7,11,18,26,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,102.0,,,,,,,,,,,,
aaltoan01,2000,1,ANA,NHL,C,12,1,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,
abbeybr01,1975,1,CIN,WHA,D,17,1,0,1,12,-3.0,0.0,,0.0,,0.0,,2.0,,,,,,,,,,,,
abbotge01,1943,1,BOS,NHL,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
abbotre01,1952,1,MTL,NHL,C,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
abdelju01,2007,1,DET,NHL,L,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,,,,,,,,,,
abdelju01,2008,1,DET,NHL,L,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,10.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
abdelju01,2009,1,DET,NHL,L,50,3,3,6,35,-11.0,0.0,0.0,0.0,0.0,0.0,,79.0,11.0,1.0,1.0,2.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
