targetid,raceid,driverid,win
56039,579,223,0
43847,829,529,0
52647,684,374,0
54081,625,199,0
13176,69,30,0
10605,255,44,0
65480,878,811,0
54579,651,304,0
51374,707,340,0
9374,275,117,0
11056,175,56,1
51264,705,360,0
57825,546,221,0
21467,449,182,1
18237,358,127,0
21410,448,105,0
48769,691,356,0
53611,670,289,0
64860,858,153,0
43425,837,593,0
20187,412,102,0
44725,808,498,0
64874,858,37,0
67811,958,825,0
50940,716,431,0
43443,837,771,0
54070,624,293,0
48695,737,364,0
56649,565,221,0
54609,651,364,0
49302,771,558,0
18730,369,162,0
17101,306,99,0
19259,380,102,1
68312,976,839,0
65940,898,814,0
51731,803,680,0
12684,103,30,0
53161,632,334,0
48288,744,453,0
5321,237,64,0
65717,887,1,0
52802,688,328,0
10622,255,97,0
3377,172,2,0
52523,679,347,0
43442,837,732,0
68246,973,826,0
44513,822,755,0
51657,802,648,0
64006,347,3,0
55863,603,230,0
64033,348,18,0
49000,766,456,0
5160,230,57,0
62425,763,553,0
18240,358,145,0
11338,189,21,0
51096,701,374,0
64181,351,2,0
64815,856,24,0
51456,708,402,0
15936,323,88,0
20976,435,173,0
22903,488,207,0
43441,837,653,0
12631,100,46,0
56597,563,270,0
44604,823,712,0
6962,295,57,0
