raceid,driverid,stop,lap,time,duration,milliseconds
873,37,1,18,20:40:26,33.042,33042
963,8,3,40,16:13:46,24.809,24809
879,817,1,9,14:16:07,22.838,22838
916,807,1,1,14:05:32,33.427,33427
907,1,1,13,14:19:10,22.226,22226
851,17,4,51,15:22:51,21.122,21122
917,815,3,47,15:04:19,30.067,30067
917,154,3,59,15:19:41,23.197,23197
876,808,1,31,15:52:12,22.445,22445
864,20,1,7,14:14:11,19.745,19745
936,1,4,46,15:17:16,17.726,17726
961,821,1,16,14:27:38,25.150,25150
964,832,2,37,15:06:04,22.938,22938
894,815,1,10,15:22:03,22.901,22901
884,824,2,16,14:28:59,20.656,20656
871,3,2,36,15:18:36,20.534,20534
952,825,3,55,15:30:33,22.122,22122
951,826,2,8,15:20:21,38.906,38906
848,18,2,30,14:56:46,20.325,20325
958,825,2,36,14:56:36,22.051,22051
963,1,1,20,15:39:17,23.689,23689
861,808,3,39,18:20:00,30.335,30335
860,3,2,31,17:52:34,23.017,23017
896,1,1,8,15:16:00,23.546,23546
861,813,3,15,17:31:11,23.974,23974
844,815,3,32,15:54:42,22.365,22365
871,37,1,1,14:06:31,29.107,29107
982,838,4,12,20:34:19,30.390,30390
917,815,1,5,14:09:55,23.467,23467
941,4,1,13,14:29:42,29.539,29539
907,824,1,40,14:54:11,24.452,24452
948,817,1,12,16:25:59,22.245,22245
871,807,1,13,14:33:14,22.152,22152
863,811,2,24,15:44:50,22.310,22310
930,1,3,51,15:22:23,21.965,21965
976,815,3,20,17:47:36,26:34.609,1594609
907,807,1,9,14:14:26,21.920,21920
976,822,1,1,17:07:00,36.262,36262
949,831,1,10,18:20:44,26.246,26246
911,825,1,11,14:25:37,23.115,23115
856,815,2,36,16:10:09,21.385,21385
941,829,2,17,14:39:33,30.421,30421
880,16,1,21,17:36:31,22.693,22693
846,4,1,17,14:25:41,25.352,25352
872,817,1,24,14:40:19,21.720,21720
957,154,2,16,13:36:36,30.882,30882
948,831,2,18,16:37:34,18:02.337,1082337
884,818,4,37,15:01:38,29.740,29740
902,4,3,41,19:14:50,24.493,24493
860,813,2,37,18:02:03,23.166,23166
863,154,3,40,16:10:56,22.763,22763
936,807,1,15,14:28:49,22.573,22573
952,835,1,11,14:22:09,23.283,23283
887,819,2,34,14:05:14,26.371,26371
908,155,1,18,14:35:28,29.507,29507
857,39,1,22,15:38:47,24.046,24046
857,815,1,1,15:05:16,22.676,22676
914,1,2,14,15:53:43,23.891,23891
970,838,3,5,14:15:57,17.295,17295
865,5,1,30,14:44:53,26.066,26066
913,154,2,22,20:47:09,29.040,29040
904,821,1,18,14:32:02,23.063,23063
869,18,2,40,14:57:48,16.831,16831
870,20,3,58,15:31:43,18.964,18964
910,3,1,9,14:19:36,22.827,22827
858,808,1,18,17:36:34,20.738,20738
939,830,2,36,21:16:29,30.844,30844
938,4,1,28,14:46:15,24.330,24330
901,817,5,44,17:26:23,34.480,34480
916,813,1,15,14:32:45,29.734,29734
962,825,1,1,20:06:28,25.816,25816
945,831,1,4,17:11:05,28.407,28407
882,818,3,43,16:19:28,20.716,20716
942,813,1,18,14:40:42,27.851,27851
977,822,1,41,14:50:11,22.387,22387
