resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
14282,580,289,75,23,0,,F,21,0.0,0,,,,,,,81
23456,972,835,4,30,16,,R,18,0.0,0,,,,0.0,,,4
11655,486,117,4,15,4,,R,23,0.0,3,,,,,,,6
7568,1,8,6,4,7,15.0,15,15,0.0,55,,,35.0,7.0,1:28.488,215.744,24
4108,211,55,22,7,9,,R,14,0.0,16,,,,,,,20
12099,501,136,54,9,4,,R,22,0.0,0,,,,,,,7
760,53,11,8,22,20,18.0,18,18,0.0,53,,,17.0,20.0,1:37.104,200.642,14
75,21,2,2,3,9,9.0,9,9,0.0,66,+1:03.073,5962124.0,21.0,7.0,1:22.519,203.080,1
5567,272,105,18,24,16,,R,13,0.0,69,,,,,,,22
20411,340,812,164,20,24,17.0,17,17,0.0,52,,,15.0,18.0,1:48.788,180.383,14
9048,390,169,39,14,25,10.0,10,10,0.0,38,,,,,,,15
16922,695,383,183,19,14,,R,17,0.0,2,,,,,,,7
12650,522,182,204,5,4,,R,11,0.0,45,,,,,,,5
18001,743,431,95,10,0,,W,27,0.0,0,,,,,,,54
8237,365,119,3,6,1,,R,16,0.0,54,,,,,,,21
1105,69,37,1,4,13,11.0,11,11,0.0,52,,,22.0,11.0,1:34.120,222.112,11
18365,759,360,170,12,10,5.0,5,5,2.0,50,+1:47.7,7394200.0,,,,,1
9714,415,118,34,8,10,,W,26,0.0,0,,,,,,,54
22053,896,813,3,16,18,12.0,12,12,0.0,60,+1:18.951,5551138.0,56.0,14.0,1:29.012,207.275,1
11090,467,152,51,23,19,11.0,11,11,0.0,74,,,,,,,13
23650,982,154,210,8,15,9.0,9,9,2.0,58,+43.282,7446826.0,54.0,11.0,1:47.637,169.402,1
7898,356,77,6,28,3,,R,25,0.0,0,,,,,,,4
19260,800,529,113,10,21,,R,29,0.0,105,,,,,,,67
6744,312,142,42,31,0,,F,34,0.0,0,,,,,,,97
23050,954,20,6,5,3,2.0,2,2,18.0,70,+5.011,5470307.0,70.0,3.0,1:16.297,205.769,1
9199,396,119,34,7,10,5.0,5,5,2.0,75,,,,,,,11
8521,372,160,49,9,0,,F,28,0.0,0,,,,,,,81
19381,806,644,105,18,9,9.0,9,9,0.0,74,,,,,,,16
17751,734,454,6,3,10,6.0,6,6,1.0,15,+1:23.8,9609100.0,,,,,1
16726,685,347,167,16,16,6.0,6,6,2.0,15,+8:42.1,8077800.0,,,,,1
19815,823,746,105,18,12,,R,18,0.0,4,,,,,,,109
15890,643,304,187,6,6,2.0,2,2,6.0,80,+8.1,6583500.0,,,,,1
20673,351,810,166,25,20,15.0,15,15,0.0,59,,,55.0,17.0,1:52.513,162.317,12
22895,944,832,5,55,10,,R,19,0.0,0,,,,0.0,,,31
22378,911,18,1,22,10,6.0,6,6,8.0,44,+54.580,5131136.0,38.0,8.0,1:53.483,222.186,1
15596,631,328,25,1,1,1.0,1,1,9.0,59,1:41:45.354,6105354.0,,,,,1
18846,781,621,87,26,23,,R,22,0.0,4,,,,,,,99
2839,153,18,22,8,17,,R,19,0.0,34,,,,,,,20
21712,880,8,208,7,7,1.0,1,1,25.0,58,1:30:03.225,5403225.0,56.0,1.0,1:29.274,213.845,1
4819,243,90,28,22,25,,R,21,0.0,39,,,,,,,25
14542,590,296,66,37,24,,R,18,0.0,31,,,,,,,47
3221,171,41,16,23,17,6.0,6,6,1.0,53,+1:09.293,5320931.0,,,,,1
6292,298,65,32,12,11,,R,19,0.0,23,,,,,,,5
2125,120,43,7,21,15,11.0,11,11,0.0,68,,,,,,,12
8715,379,118,21,17,9,6.0,6,6,1.0,64,,,,,,,11
4349,222,50,25,18,21,13.0,13,13,0.0,52,,,,,,,11
18681,774,456,87,6,14,5.0,5,5,2.0,62,,,,,,,18
16266,660,328,196,2,1,1.0,1,1,9.0,38,1:56:47.4,7007400.0,,,,,1
11985,497,175,27,25,7,,R,22,0.0,2,,,,,,,3
20905,846,22,3,11,11,9.0,9,9,2.0,77,,,76.0,8.0,1:18.584,153.008,11
12810,528,207,32,5,3,4.0,4,4,3.0,63,+1:33.12,6692980.0,,,,,1
9615,412,84,25,3,11,5.0,5,5,2.0,72,,,,,,,13
1014,65,30,6,5,11,8.0,8,8,1.0,67,,,57.0,11.0,1:27.834,179.561,49
1760,102,11,16,10,3,6.0,6,6,3.0,69,,,10.0,10.0,1:21.030,194.639,11
20575,347,807,3,10,10,13.0,13,13,0.0,66,,,61.0,11.0,1:16.836,214.305,11
13690,558,231,1,1,2,,R,13,0.0,61,,,,,,,3
11087,467,173,32,11,15,8.0,8,8,0.0,76,,,,,,,11
15989,647,320,187,20,11,,R,18,0.0,18,,,,,,,3
22059,896,824,206,22,19,18.0,18,18,0.0,58,,,57.0,19.0,1:30.171,204.611,12
9530,408,177,1,2,8,,R,22,0.0,6,,,,,,,5
16409,668,341,11,7,7,,R,7,0.0,74,,,,,,,6
18216,752,481,170,15,16,8.0,8,8,0.0,74,,,,,,,13
17050,701,380,181,26,19,,R,19,0.0,3,,,,,,,80
17787,735,403,6,10,15,11.0,11,11,0.0,81,,,,,,,15
16937,696,385,6,2,5,,R,13,0.0,33,,,,,,,80
7851,15,153,5,11,12,,R,18,0.0,43,,,34.0,15.0,1:34.049,222.279,3
16935,696,373,176,22,3,,R,11,0.0,58,,,,,,,6
7825,14,15,7,9,14,12.0,12,12,0.0,61,+1:13.009,7039346.0,54.0,9.0,1:48.816,167.831,1
