constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
18891,761,101,0.0,10,10,0
24186,524,25,22.0,5,5,0
7829,331,46,0.0,12,12,0
2484,230,1,18.0,4,4,0
5684,147,19,4.0,7,7,0
4769,284,27,21.0,4,4,0
3409,299,1,58.0,2,2,3
25293,894,10,62.0,6,6,0
20883,688,194,3.0,10,10,0
7776,329,1,77.0,1,1,4
9956,423,4,12.0,4,4,0
8366,312,40,0.0,13,13,0
9288,379,42,0.0,13,13,0
18858,758,32,3.0,4,4,0
5627,142,17,5.0,3,3,0
10962,480,27,15.0,7,7,0
9966,423,52,0.0,16,16,0
25870,48,7,12.0,6,6,0
20925,667,89,0.0,10,10,0
20896,689,183,2.0,11,11,0
9919,420,18,0.0,11,11,0
26007,906,9,139.0,2,2,1
9911,420,32,4.0,3,3,0
713,86,9,27.0,7,7,0
26293,940,15,26.0,8,8,0
8912,363,6,21.0,3,3,1
9782,410,6,13.0,5,5,0
26527,955,3,90.0,4,4,0
23016,569,58,7.0,8,8,0
10869,475,25,10.0,8,8,0
19522,730,99,0.0,7,7,0
19810,720,66,12.0,1,1,1
3314,292,17,0.0,13,13,0
1633,34,1,145.0,2,2,6
6308,107,4,105.0,3,3,1
5541,184,24,12.0,6,6,0
5174,251,6,57.0,3,3,1
23077,572,32,16.0,7,7,0
5847,128,16,0.0,10,10,0
24128,521,59,0.0,12,12,0
8700,10,9,98.5,2,2,3
22529,580,75,0.0,12,12,0
5515,182,6,64.0,1,1,3
22756,585,67,2.0,10,10,0
20860,687,170,6.0,9,9,0
25901,51,4,51.0,3,3,0
8349,311,18,3.0,8,8,0
9220,375,37,0.0,12,12,0
19585,735,177,0.0,17,17,0
25248,891,131,235.0,2,2,3
26855,981,9,212.0,3,3,1
8360,311,26,1.0,10,10,0
9326,381,44,0.0,17,17,0
19584,735,100,0.0,9,9,0
2465,228,15,0.0,9,9,0
6426,62,8,0.0,11,11,0
6464,66,3,10.0,8,8,0
10731,467,3,8.0,2,2,0
26000,906,3,58.0,6,6,0
23515,531,55,0.0,17,17,0
25091,876,208,263.0,4,4,0
10568,457,54,0.0,13,13,0
24487,354,131,202.0,4,4,0
22460,576,64,6.0,2,2,0
21552,644,86,0.0,8,8,0
25192,885,9,164.0,1,1,2
22851,560,25,6.0,2,2,0
19586,735,86,0.0,16,16,0
6070,117,6,103.0,1,1,4
9528,394,1,39.0,2,2,2
23527,532,56,6.0,5,5,0
24719,856,1,418.0,2,2,5
8673,6,1,13.0,5,5,0
11393,503,58,0.0,14,14,0
10,19,4,6.0,5,5,0
1826,78,18,0.0,10,10,0
3249,289,22,3.0,3,3,0
24696,854,4,70.0,5,5,0
22384,601,32,29.0,4,4,2
22822,588,63,0.0,14,14,0
5231,255,28,0.0,12,12,0
17820,772,118,33.0,2,2,3
10149,432,4,16.0,6,6,0
20669,694,66,19.0,3,3,1
5616,141,15,4.0,3,3,0
8686,9,3,20.5,5,5,0
24647,850,164,0.0,11,11,0
8878,361,32,3.0,10,10,0
21657,654,198,0.0,9,9,0
22496,578,75,0.0,8,8,0
22031,605,37,0.0,7,7,0
9585,397,37,1.0,12,12,0
5790,157,1,102.0,2,2,4
