driverstandingsid,raceid,driverid,points,position,positiontext,wins
43602,839,630,0.0,80,80,0
46224,795,607,2.0,15,15,0
10894,217,76,0.0,20,20,0
52694,685,390,0.0,22,22,0
48564,734,425,0.0,26,26,0
59302,509,136,0.0,26,26,0
53227,635,235,19.0,2,2,1
57185,528,172,0.0,14,14,0
58809,523,137,3.0,14,14,0
20434,420,105,6.0,2,2,0
13014,62,2,12.0,9,9,0
11014,222,35,77.0,2,2,7
67932,963,831,0.0,22,22,0
48210,742,483,0.0,33,33,0
53343,638,306,1.0,16,16,0
64536,848,67,8.0,14,14,0
12349,120,42,0.0,18,18,0
1513,85,2,28.0,9,9,0
49344,772,427,12.0,6,6,1
20913,433,160,0.0,24,24,0
48633,736,408,9.0,8,8,0
10192,240,30,10.0,1,1,1
3454,34,19,0.0,22,22,0
18511,364,88,0.0,43,43,0
55603,598,314,0.0,26,26,0
48694,737,455,0.0,38,38,0
53760,674,370,6.0,13,13,0
44387,821,615,0.0,74,74,0
47433,783,617,0.0,28,28,0
11153,180,70,0.0,21,21,0
58069,552,260,0.0,43,43,0
1448,82,11,0.0,23,23,0
7237,304,104,1.0,18,18,0
63471,723,435,0.0,24,24,0
50116,753,508,0.0,72,72,0
11652,153,21,4.0,14,14,0
50070,752,536,0.0,61,61,0
18417,362,163,2.0,18,18,0
17643,320,128,0.0,32,32,0
66477,269,85,0.0,40,40,0
59220,507,173,7.0,9,9,0
56817,569,253,0.0,30,30,0
53129,666,370,3.0,13,13,0
4412,197,73,0.0,18,18,0
62042,758,554,2.0,12,12,0
67938,963,4,42.0,10,10,0
64704,841,10,0.0,15,15,0
17656,2,3,3.5,7,7,0
56911,571,231,47.0,2,2,4
56143,582,288,2.0,13,13,0
44561,823,449,0.0,86,86,0
44855,810,630,0.0,39,39,0
51911,805,644,4.0,14,14,0
50114,753,484,0.0,42,42,0
66464,269,105,1.0,22,22,0
21363,447,156,0.0,24,24,0
54650,652,224,3.0,16,16,0
21587,453,172,6.0,4,4,0
49849,749,532,0.0,47,47,0
54442,647,357,2.0,15,15,0
52781,687,392,0.0,26,26,0
59340,510,140,0.0,36,36,0
50791,712,289,20.0,2,2,1
58050,552,238,4.0,13,13,0
54483,648,293,0.0,26,26,0
12037,137,14,37.0,5,5,1
9557,282,120,2.0,15,15,0
65869,895,20,297.0,1,1,9
58755,522,172,32.0,3,3,2
44553,823,730,0.0,58,58,0
21547,451,102,13.0,9,9,0
19778,398,119,2.0,17,17,0
