raceid,driverid,lap,position,time,milliseconds
902,828,1,17,1:53.491,113491
916,1,29,1,1:44.480,104480
30,14,39,13,1:54.694,114694
151,35,56,8,1:26.798,86798
956,8,16,2,1:11.340,71340
188,49,10,1,1:23.619,83619
931,831,28,11,1:20.642,80642
337,153,8,14,2:05.508,125508
16,67,62,8,1:14.753,74753
169,30,64,2,1:22.090,82090
182,22,56,10,1:30.092,90092
111,31,54,7,1:25.673,85673
943,3,66,1,1:21.069,81069
860,20,28,3,1:31.741,91741
224,77,47,4,1:36.201,96201
42,24,39,17,1:15.616,75616
84,11,21,10,1:26.809,86809
203,15,36,6,2:24.133,144133
182,70,49,11,1:31.837,91837
223,35,61,1,1:25.260,85260
913,820,49,18,1:56.392,116392
25,20,50,12,1:18.587,78587
212,75,7,14,1:26.424,86424
73,33,14,15,1:36.532,96532
886,818,2,7,1:21.643,81643
40,18,41,9,1:34.622,94622
899,16,42,14,1:17.475,77475
865,8,32,14,1:22.687,82687
73,40,12,15,1:37.380,97380
181,23,20,8,1:21.113,81113
867,18,6,12,1:47.369,107369
224,57,32,5,1:37.261,97261
87,23,65,8,1:14.230,74230
225,30,29,9,1:39.436,99436
82,8,33,1,1:16.792,76792
967,831,2,20,2:00.959,120959
117,44,2,10,1:19.412,79412
182,21,23,15,1:31.202,91202
169,21,16,19,1:46.950,106950
56,11,40,19,1:29.100,89100
966,839,52,20,1:25.937,85937
160,22,35,3,1:28.920,88920
60,21,56,4,1:23.043,83043
35,8,21,4,1:15.280,75280
220,76,10,4,1:14.654,74654
350,24,16,12,1:27.517,87517
842,16,11,20,1:45.594,105594
890,823,1,18,1:44.812,104812
953,831,14,16,1:39.188,99188
884,824,44,16,1:33.468,93468
166,30,52,2,1:21.439,81439
147,35,35,5,1:21.404,81404
898,814,39,10,1:43.579,103579
870,17,25,7,1:27.737,87737
11,154,40,14,1:40.267,100267
199,14,6,2,1:37.414,97414
185,48,12,20,1:25.143,85143
102,4,50,3,1:20.722,80722
59,14,77,3,1:18.869,78869
958,826,30,17,1:26.431,86431
139,18,5,12,1:16.549,76549
974,1,40,6,1:17.043,77043
875,815,20,14,1:47.906,107906
955,822,44,6,1:48.323,108323
934,815,14,8,1:40.381,100381
119,17,25,11,1:18.684,78684
908,1,41,1,1:38.232,98232
176,49,13,6,1:21.191,81191
846,2,14,14,1:21.650,81650
868,811,8,10,1:39.769,99769
950,836,17,21,1:43.054,103054
880,814,13,12,1:33.982,93982
42,21,18,13,1:16.726,76726
111,44,44,11,1:46.789,106789
852,814,3,13,1:58.381,118381
866,17,60,7,1:17.591,77591
909,807,34,5,1:24.134,84134
192,76,20,14,1:23.108,83108
163,50,1,9,1:33.163,93163
937,833,28,15,1:59.195,119195
940,826,28,13,1:40.078,100078
15,15,20,4,1:34.018,94018
941,830,41,14,1:43.988,103988
233,22,54,4,1:32.056,92056
875,154,20,8,1:44.599,104599
26,5,52,6,1:39.875,99875
844,1,50,4,1:30.417,90417
884,824,7,22,1:31.727,91727
94,2,10,18,1:39.601,99601
976,154,28,10,1:49.028,109028
60,36,28,18,1:28.670,88670
203,74,14,13,2:28.999,148999
963,1,20,1,1:44.892,104892
27,3,46,10,1:19.250,79250
18,14,12,9,1:30.203,90203
175,30,54,8,1:32.784,92784
878,814,41,15,1:42.450,102450
958,18,40,20,1:27.160,87160
175,21,28,7,1:36.708,96708
888,822,11,10,1:39.269,99269
901,817,5,4,1:48.535,108535
30,8,19,1,1:47.932,107932
216,55,25,3,1:47.717,107717
61,24,13,11,1:20.029,80029
236,77,44,6,1:53.970,113970
63,4,8,3,1:18.243,78243
906,815,33,3,1:20.744,80744
159,30,14,1,1:15.378,75378
908,815,24,13,1:41.856,101856
179,69,1,20,1:42.947,102947
88,4,25,9,1:35.596,95596
154,58,17,15,2:47.478,167478
928,8,50,4,1:43.408,103408
