constructorresultsid,raceid,constructorid,points,status
593,73,3,3.0,
13522,534,54,0.0,
12952,563,37,0.0,
13549,536,25,3.0,
3335,310,1,4.0,
3533,321,34,2.0,
14520,873,207,0.0,
792,93,1,1.0,
13972,343,1,43.0,
663,80,15,1.0,
3117,296,29,0.0,
4548,385,21,0.0,
3498,319,34,2.0,
2537,254,22,11.0,
5630,460,32,3.0,
15051,929,15,0.0,
13938,340,6,14.0,
3968,15,2,3.0,
12194,608,32,9.0,
14506,872,5,0.0,
1105,124,21,0.0,
2069,212,25,0.0,
158,33,7,4.0,
1610,171,6,10.0,
4973,415,6,10.0,
13745,517,54,0.0,
11816,653,32,0.0,
796,93,18,0.0,
10786,716,181,0.0,
10052,753,32,4.0,
2542,254,1,0.0,
3255,305,3,0.0,
5520,452,27,0.0,
15262,952,131,0.0,
6426,510,34,1.0,
1319,144,20,0.0,
3067,293,22,3.0,
186,36,1,14.0,D
1036,117,17,0.0,
13387,559,32,0.0,
15113,936,10,0.0,
5158,428,21,3.0,
2204,224,28,0.0,
3151,298,18,0.0,
11795,651,63,0.0,
6175,493,57,0.0,
149,32,5,4.0,
10580,724,176,2.0,
928,107,3,14.0,
11238,687,194,0.0,
4716,396,37,0.0,
4191,366,35,0.0,
2772,271,17,2.0,
4586,387,35,0.0,
11835,655,66,1.0,
13626,540,60,0.0,
4173,365,46,0.0,
14005,345,166,0.0,
4144,364,6,4.0,
1229,135,18,0.0,
13483,532,65,0.0,
3448,316,18,0.0,
3283,307,32,3.0,
3224,303,17,0.0,
998,114,3,15.0,
5636,460,21,0.0,
15370,962,3,0.0,
12890,589,56,0.0,
6117,490,51,0.0,
4439,379,18,0.0,
13434,529,4,0.0,
13741,517,25,4.0,
6491,514,27,0.0,
5384,443,21,0.0,
5014,418,1,6.0,
14994,916,15,0.0,
13577,537,58,0.0,
13120,574,57,0.0,
13765,518,54,0.0,
1683,177,18,0.0,
10218,741,99,0.0,
14279,853,3,0.0,
695,83,15,0.0,
3249,305,40,0.0,
246,41,7,1.0,
5910,477,57,0.0,
13835,523,204,3.0,
1912,198,24,0.0,
2703,266,27,1.0,
10592,725,34,2.0,
13882,526,4,6.0,
12400,594,34,0.0,
13464,531,6,0.0,
3227,303,33,0.0,
13685,513,56,0.0,
