film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
10,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,1,,6,4.99,63,24.99,NC-17,"Trailers,Deleted Scenes",2006-02-15T04:03:42
27,ANONYMOUS HUMAN,A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank,2006,1,,7,0.99,179,12.99,NC-17,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
42,ARTIST COLDBLOODED,A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California,2006,1,,5,2.99,170,10.99,NC-17,"Trailers,Behind the Scenes",2006-02-15T04:03:42
102,BUBBLE GROSSE,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,2006,1,,4,4.99,60,20.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
113,CALIFORNIA BIRDS,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,2006,1,,4,4.99,75,19.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
120,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006,1,,3,4.99,92,16.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,1,,3,2.99,70,22.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
176,CONGENIALITY QUEST,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,2006,1,,6,0.99,87,21.99,PG-13,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
187,CRANES RESERVOIR,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,2006,1,,5,2.99,57,12.99,NC-17,Commentaries,2006-02-15T04:03:42
197,CRUSADE HONEY,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,2006,1,,4,2.99,112,27.99,R,Commentaries,2006-02-15T04:03:42
237,DIVORCE SHINING,A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India,2006,1,,3,2.99,47,21.99,G,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
