city_id,city,country_id,last_update
1,A Corua (La Corua),87,2006-02-15T03:45:25
6,Addis Abeba,31,2006-02-15T03:45:25
20,Almirante Brown,6,2006-02-15T03:45:25
28,Aparecida de Goinia,15,2006-02-15T03:45:25
42,Aurora,103,2006-02-15T03:45:25
44,Bag,15,2006-02-15T03:45:25
57,Bat Yam,48,2006-02-15T03:45:25
68,Beni-Mellal,62,2006-02-15T03:45:25
70,Bergamo,49,2006-02-15T03:45:25
73,Bhavnagar,44,2006-02-15T03:45:25
87,Botshabelo,85,2006-02-15T03:45:25
111,Charlotte Amalie,106,2006-02-15T03:45:25
116,Chungho,92,2006-02-15T03:45:25
123,Clarksville,103,2006-02-15T03:45:25
125,Coatzacoalcos,60,2006-02-15T03:45:25
146,Donostia-San Sebastin,87,2006-02-15T03:45:25
154,El Fuerte,60,2006-02-15T03:45:25
156,Elista,80,2006-02-15T03:45:25
157,Emeishan,23,2006-02-15T03:45:25
158,Emmen,67,2006-02-15T03:45:25
161,Escobar,6,2006-02-15T03:45:25
164,Etawah,44,2006-02-15T03:45:25
167,Faaa,36,2006-02-15T03:45:25
180,Gaziantep,97,2006-02-15T03:45:25
185,Grand Prairie,103,2006-02-15T03:45:25
187,Greensboro,103,2006-02-15T03:45:25
195,Haldia,44,2006-02-15T03:45:25
198,Halle/Saale,38,2006-02-15T03:45:25
199,Hami,23,2006-02-15T03:45:25
202,Hidalgo,60,2006-02-15T03:45:25
208,Hoshiarpur,44,2006-02-15T03:45:25
214,Hunuco,74,2006-02-15T03:45:25
224,Isesaki,50,2006-02-15T03:45:25
246,Jos Azueta,60,2006-02-15T03:45:25
256,Kamakura,50,2006-02-15T03:45:25
286,Kursk,80,2006-02-15T03:45:25
294,Lapu-Lapu,75,2006-02-15T03:45:25
298,Lengshuijiang,23,2006-02-15T03:45:25
305,Lima,74,2006-02-15T03:45:25
307,Linz,9,2006-02-15T03:45:25
309,Livorno,49,2006-02-15T03:45:25
314,Lublin,76,2006-02-15T03:45:25
331,Matsue,50,2006-02-15T03:45:25
332,Meixian,23,2006-02-15T03:45:25
342,Monywa,64,2006-02-15T03:45:25
344,Mosul,47,2006-02-15T03:45:25
349,Myingyan,64,2006-02-15T03:45:25
360,Namibe,4,2006-02-15T03:45:25
373,Ocumare del Tuy,104,2006-02-15T03:45:25
376,Okayama,50,2006-02-15T03:45:25
379,Omdurman,89,2006-02-15T03:45:25
384,Osmaniye,97,2006-02-15T03:45:25
391,Ozamis,75,2006-02-15T03:45:25
404,Peoria,103,2006-02-15T03:45:25
419,Purwakarta,45,2006-02-15T03:45:25
430,Richmond Hill,20,2006-02-15T03:45:25
443,Sal,62,2006-02-15T03:45:25
455,Sanaa,107,2006-02-15T03:45:25
467,Shahr-e Kord,46,2006-02-15T03:45:25
485,So Bernardo do Campo,15,2006-02-15T03:45:25
489,Songkhla,94,2006-02-15T03:45:25
490,Sorocaba,15,2006-02-15T03:45:25
500,Stockport,102,2006-02-15T03:45:25
506,Sumy,100,2006-02-15T03:45:25
512,Szkesfehrvr,43,2006-02-15T03:45:25
514,Tabriz,46,2006-02-15T03:45:25
517,Taguig,75,2006-02-15T03:45:25
519,Talavera,75,2006-02-15T03:45:25
521,Tama,50,2006-02-15T03:45:25
525,Tangail,12,2006-02-15T03:45:25
532,Tegal,45,2006-02-15T03:45:25
543,Toulon,34,2006-02-15T03:45:25
546,Tsaotun,92,2006-02-15T03:45:25
562,Valle de la Pascua,104,2006-02-15T03:45:25
579,Xiangtan,23,2006-02-15T03:45:25
585,Yaound,19,2006-02-15T03:45:25
586,Yerevan,7,2006-02-15T03:45:25
587,Yinchuan,23,2006-02-15T03:45:25
592,Zalantun,23,2006-02-15T03:45:25
597,Zeleznogorsk,80,2006-02-15T03:45:25
