country_id,country,last_update
3,American Samoa,2006-02-15T03:44:00
5,Anguilla,2006-02-15T03:44:00
6,Argentina,2006-02-15T03:44:00
7,Armenia,2006-02-15T03:44:00
9,Austria,2006-02-15T03:44:00
10,Azerbaijan,2006-02-15T03:44:00
12,Bangladesh,2006-02-15T03:44:00
17,Bulgaria,2006-02-15T03:44:00
21,Chad,2006-02-15T03:44:00
22,Chile,2006-02-15T03:44:00
23,China,2006-02-15T03:44:00
27,Dominican Republic,2006-02-15T03:44:00
29,Egypt,2006-02-15T03:44:00
31,Ethiopia,2006-02-15T03:44:00
34,France,2006-02-15T03:44:00
39,Greece,2006-02-15T03:44:00
41,Holy See (Vatican City State),2006-02-15T03:44:00
43,Hungary,2006-02-15T03:44:00
47,Iraq,2006-02-15T03:44:00
51,Kazakstan,2006-02-15T03:44:00
52,Kenya,2006-02-15T03:44:00
55,Liechtenstein,2006-02-15T03:44:00
56,Lithuania,2006-02-15T03:44:00
57,Madagascar,2006-02-15T03:44:00
59,Malaysia,2006-02-15T03:44:00
62,Morocco,2006-02-15T03:44:00
63,Mozambique,2006-02-15T03:44:00
64,Myanmar,2006-02-15T03:44:00
65,Nauru,2006-02-15T03:44:00
66,Nepal,2006-02-15T03:44:00
73,Paraguay,2006-02-15T03:44:00
74,Peru,2006-02-15T03:44:00
76,Poland,2006-02-15T03:44:00
78,Romania,2006-02-15T03:44:00
81,Saint Vincent and the Grenadines,2006-02-15T03:44:00
84,Slovakia,2006-02-15T03:44:00
89,Sudan,2006-02-15T03:44:00
93,Tanzania,2006-02-15T03:44:00
94,Thailand,2006-02-15T03:44:00
95,Tonga,2006-02-15T03:44:00
96,Tunisia,2006-02-15T03:44:00
101,United Arab Emirates,2006-02-15T03:44:00
106,"Virgin Islands, U.S.",2006-02-15T03:44:00
107,Yemen,2006-02-15T03:44:00
