film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
11,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,1,,6,0.99,126,16.99,G,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
28,ANTHEM LUKE,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,2006,1,,5,4.99,91,16.99,PG-13,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
80,BLANKET BEVERLY,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,2006,1,,7,2.99,148,21.99,G,Trailers,2006-02-15T04:03:42
83,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,2006,1,,5,2.99,50,18.99,G,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
113,CALIFORNIA BIRDS,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,2006,1,,4,4.99,75,19.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
119,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006,1,,6,0.99,176,22.99,G,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,1,,5,4.99,112,14.99,G,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,"Trailers,Behind the Scenes",2006-02-15T04:03:42
174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,2006,1,,6,4.99,180,13.99,NC-17,Commentaries,2006-02-15T04:03:42
178,CONNECTION MICROCOSMOS,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,2006,1,,6,0.99,115,25.99,G,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
182,CONTROL ANTHEM,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,2006,1,,7,4.99,185,9.99,G,Commentaries,2006-02-15T04:03:42
185,COWBOY DOOM,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,2006,1,,3,2.99,146,10.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
202,DADDY PITTSBURGH,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,2006,1,,5,4.99,161,26.99,G,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
222,DESERT POSEIDON,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,2006,1,,4,4.99,64,27.99,R,"Trailers,Behind the Scenes",2006-02-15T04:03:42
242,DOOM DANCING,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,2006,1,,4,0.99,68,13.99,R,"Trailers,Commentaries",2006-02-15T04:03:42
247,DOWNHILL ENOUGH,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,2006,1,,3,0.99,47,19.99,G,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
253,DRIFTER COMMANDMENTS,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,2006,1,,5,4.99,61,18.99,PG-13,"Trailers,Behind the Scenes",2006-02-15T04:03:42
265,DYING MAKER,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,2006,1,,5,4.99,168,28.99,PG,Behind the Scenes,2006-02-15T04:03:42
272,EDGE KISSING,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,2006,1,,5,4.99,153,9.99,NC-17,Deleted Scenes,2006-02-15T04:03:42
279,ELIZABETH SHANE,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,2006,1,,7,4.99,152,11.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
308,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,1,,3,2.99,142,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
317,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,1,,4,0.99,148,25.99,PG,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
335,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,1,,5,0.99,133,23.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
362,GLORY TRACY,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,2006,1,,7,2.99,115,13.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
385,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
388,GUNFIGHT MOON,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,2006,1,,5,0.99,70,16.99,NC-17,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
405,HAUNTED ANTITRUST,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,2006,1,,6,4.99,76,13.99,NC-17,"Trailers,Deleted Scenes",2006-02-15T04:03:42
410,HEAVEN FREEDOM,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,2006,1,,7,2.99,48,19.99,PG,Commentaries,2006-02-15T04:03:42
