orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10248,VINET,5,1996-07-04T00:00:00,1996-08-01T00:00:00,1996-07-16T00:00:00,3,32.38,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France
10258,ERNSH,1,1996-07-17T00:00:00,1996-08-14T00:00:00,1996-07-23T00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10266,WARTH,3,1996-07-26T00:00:00,1996-09-06T00:00:00,1996-07-31T00:00:00,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10273,QUICK,3,1996-08-05T00:00:00,1996-09-02T00:00:00,1996-08-12T00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10319,TORTU,7,1996-10-02T00:00:00,1996-10-30T00:00:00,1996-10-11T00:00:00,3,64.5,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10335,HUNGO,7,1996-10-22T00:00:00,1996-11-19T00:00:00,1996-10-24T00:00:00,2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10349,SPLIR,7,1996-11-08T00:00:00,1996-12-06T00:00:00,1996-11-15T00:00:00,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10368,ERNSH,2,1996-11-29T00:00:00,1996-12-27T00:00:00,1996-12-02T00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10414,FAMIA,2,1997-01-14T00:00:00,1997-02-11T00:00:00,1997-01-17T00:00:00,3,21.48,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10440,SAVEA,4,1997-02-10T00:00:00,1997-03-10T00:00:00,1997-02-28T00:00:00,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10458,SUPRD,7,1997-02-26T00:00:00,1997-03-26T00:00:00,1997-03-04T00:00:00,3,147.06,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10460,FOLKO,8,1997-02-28T00:00:00,1997-03-28T00:00:00,1997-03-03T00:00:00,1,16.27,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
10467,MAGAA,8,1997-03-06T00:00:00,1997-04-03T00:00:00,1997-03-11T00:00:00,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10477,PRINI,5,1997-03-17T00:00:00,1997-04-14T00:00:00,1997-03-25T00:00:00,2,13.02,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal
10484,BSBEV,3,1997-03-24T00:00:00,1997-04-21T00:00:00,1997-04-01T00:00:00,3,6.88,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10508,OTTIK,1,1997-04-16T00:00:00,1997-05-14T00:00:00,1997-05-13T00:00:00,2,4.99,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10509,BLAUS,4,1997-04-17T00:00:00,1997-05-15T00:00:00,1997-04-29T00:00:00,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10517,NORTS,3,1997-04-24T00:00:00,1997-05-22T00:00:00,1997-04-29T00:00:00,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10526,WARTH,4,1997-05-05T00:00:00,1997-06-02T00:00:00,1997-05-15T00:00:00,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10528,GREAL,6,1997-05-06T00:00:00,1997-05-20T00:00:00,1997-05-09T00:00:00,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
