orderid,productid,unitprice,quantity,discount
10406,28,36.4,42,0.0
10629,64,33.25,9,0.0
10661,58,13.25,49,0.0
10691,43,46.0,40,0.0
10284,44,15.5,21,0.0
10414,33,2.0,50,0.0
10663,42,14.0,30,0.0
10528,72,34.8,9,0.0
10703,73,15.0,35,0.0
10484,40,14.7,10,0.0
11054,33,2.5,10,0.0
10895,39,18.0,45,0.0
10677,26,31.23,30,0.0
10477,39,14.4,20,0.0
10266,12,30.4,12,0.0
10728,40,18.4,6,0.0
10517,70,15.0,6,0.0
10509,28,45.6,3,0.0
10564,31,12.5,6,0.0
11025,1,18.0,10,0.0
10979,31,12.5,24,0.0
10258,5,17.0,65,0.0
10526,56,38.0,30,0.0
10671,16,17.45,10,0.0
10806,65,21.05,2,0.0
10349,54,5.9,24,0.0
10905,1,18.0,20,0.0
10535,59,55.0,15,0.0
10368,64,26.6,35,0.0
10467,24,3.6,28,0.0
10458,43,36.8,20,0.0
11046,32,32.0,15,0.0
10554,62,49.3,20,0.0
10601,13,6.0,60,0.0
10508,39,18.0,10,0.0
10895,60,34.0,100,0.0
10932,75,7.75,20,0.0
10248,42,9.8,10,0.0
10801,17,39.0,40,0.0
10775,10,31.0,6,0.0
10971,29,123.79,14,0.0
10670,67,14.0,25,0.0
10774,66,17.0,50,0.0
10558,53,32.8,18,0.0
10440,61,22.8,90,0.0
10875,47,9.5,21,0.0
10319,76,14.4,30,0.0
10998,75,7.75,30,0.0
10694,7,30.0,90,0.0
10717,54,7.45,15,0.0
11077,23,9.0,2,0.0
10335,32,25.6,6,0.0
10977,51,53.0,10,0.0
11021,26,31.23,63,0.0
10996,42,14.0,40,0.0
10273,33,2.0,20,0.0
10460,75,6.2,4,0.0
10846,74,10.0,20,0.0
10890,17,39.0,15,0.0
10559,41,9.65,12,0.0
