playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
beardda01,1981,АЛКС,OAK,AL,0,0,1,0,0,0,0,2,5,3,1,0,0,0.0,40.0,0.0,0.0,0.0,0.0,7.0,0,3,0.0,0.0,0.0
zitoba01,2000,АЛДС1,OAK,AL,1,0,1,1,0,0,0,17,7,1,0,2,5,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,1,0.0,0.0,1.0
howelja01,1988,НЛЦС,LAN,NL,0,1,2,0,0,0,0,2,1,2,0,2,1,0.0,,0.0,0.0,0.0,0.0,5.0,1,2,0.0,0.0,0.0
roberda05,1979,НЛЦС,PIT,NL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
smoltjo01,1991,Да,ATL,NL,0,0,2,2,0,0,0,43,13,2,1,1,11,0.0,1.0,0.0,0.0,1.0,0.0,56.0,0,2,0.0,0.0,1.0
clemema01,2003,НЛЦС,CHN,NL,1,0,1,1,0,0,0,23,5,3,0,2,3,0.0,3.0,0.0,0.0,1.0,0.0,29.0,0,3,0.0,0.0,1.0
stephje01,1967,Да,BOS,AL,0,0,1,0,0,0,0,6,3,2,0,1,0,0.0,9.0,0.0,1.0,0.0,0.0,10.0,0,2,0.0,1.0,0.0
waltebu01,1939,Да,CIN,NL,0,2,2,1,1,0,0,33,13,6,1,1,6,0.0,4.0,0.0,0.0,0.0,0.0,47.0,1,9,2.0,0.0,1.0
vuckope01,1982,Да,ML4,AL,0,1,2,2,0,0,0,42,16,7,2,5,4,0.0,4.0,1.0,0.0,0.0,0.0,64.0,0,9,0.0,0.0,0.0
russoma01,1943,Да,NYA,AL,1,0,1,1,1,0,0,27,7,0,0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0,1,0.0,0.0,0.0
