hofid,yearid,votedby,ballots,needed,votes,inducted,category
aaronha01h,1982,Ассоциация писателей-фантастов (BBWAA),415.0,312.0,406.0,Да,Игрок
adamsba01h,1937,Ассоциация писателей-фантастов (BBWAA),201.0,151.0,8.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1938,Ассоциация писателей-фантастов (BBWAA),262.0,197.0,11.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1939,Ассоциация писателей-фантастов (BBWAA),274.0,206.0,11.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1942,Ассоциация писателей-фантастов (BBWAA),233.0,175.0,11.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1945,Ассоциация писателей-фантастов (BBWAA),247.0,186.0,7.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1946,Голосование за выдвижение,202.0,,6.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1947,Ассоциация писателей-фантастов (BBWAA),161.0,121.0,22.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1948,Ассоциация писателей-фантастов (BBWAA),121.0,91.0,4.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1949,Ассоциация писателей-фантастов (BBWAA),153.0,115.0,5.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1950,Ассоциация писателей-фантастов (BBWAA),168.0,126.0,6.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1951,Ассоциация писателей-фантастов (BBWAA),226.0,170.0,12.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1953,Ассоциация писателей-фантастов (BBWAA),264.0,198.0,17.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1954,Ассоциация писателей-фантастов (BBWAA),252.0,189.0,13.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsba01h,1955,Ассоциация писателей-фантастов (BBWAA),251.0,189.0,24.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamsbo03h,1966,Ассоциация писателей-фантастов (BBWAA),302.0,227.0,1.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
adamssp01h,1958,Ассоциация писателей-фантастов (BBWAA),266.0,200.0,1.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
ageeto01h,1979,Ассоциация писателей-фантастов (BBWAA),432.0,324.0,0.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
akerja01h,1980,Ассоциация писателей-фантастов (BBWAA),385.0,289.0,0.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
alexado01h,1995,Ассоциация писателей-фантастов (BBWAA),460.0,345.0,0.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
alexape01h,1936,Ассоциация писателей-фантастов (BBWAA),226.0,170.0,55.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
alexape01h,1937,Ассоциация писателей-фантастов (BBWAA),201.0,151.0,125.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
alexape01h,1938,Ассоциация писателей-фантастов (BBWAA),262.0,197.0,212.0,Да,Игрок
allenbe01h,1979,Ассоциация писателей-фантастов (BBWAA),432.0,324.0,0.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1983,Ассоциация писателей-фантастов (BBWAA),374.0,281.0,14.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1986,Ассоциация писателей-фантастов (BBWAA),425.0,319.0,41.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1987,Ассоциация писателей-фантастов (BBWAA),413.0,310.0,55.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1989,Ассоциация писателей-фантастов (BBWAA),447.0,336.0,35.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1990,Ассоциация писателей-фантастов (BBWAA),444.0,333.0,58.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1991,Ассоциация писателей-фантастов (BBWAA),443.0,333.0,59.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1992,Ассоциация писателей-фантастов (BBWAA),430.0,323.0,69.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allendi01h,1995,Ассоциация писателей-фантастов (BBWAA),460.0,345.0,72.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allenjo02h,1955,Ассоциация писателей-фантастов (BBWAA),251.0,189.0,1.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
alleyge01h,1979,Ассоциация писателей-фантастов (BBWAA),432.0,324.0,0.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
allisdo01h,1936,ветераны,78.0,59.0,1.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
cummica01h,1939,Старики,,,,Да,Пионер/Исполнительный
aparilu01h,1979,Ассоциация писателей-фантастов (BBWAA),432.0,324.0,120.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
wilsoji01h,1956,Ассоциация писателей-фантастов (BBWAA),193.0,145.0,17.0,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Игрок
