id,lgid,teamid,franchid,name,park
289,NL,TRN,TRT,Трои,Стадион «Трои Балл Клуб»
263,NL,PIT,PIT,Питтсбург Пайретс,Парк ПНЦ
51,AL,CHA,CHW,"Чикаго ""Белые Соксы""",Южный парк II
193,NL,CIN,CIN,"""Цинциннати Редс""",Кросслей Филд
67,AL,DET,DET,Детройт Тайгерс,"Стадион ""Тигр"""
138,NA,FW1,KEK,Форт-Вэйн Кекионгас,Хамингтон Файлд
249,NL,PHI,PHI,Филадельфия Филлис,Бакер Боул/Шибэ Парк
210,NL,FLO,FLA,Майами Марлинс,Дельфинский стадион
32,AA,SL4,STL,Сент-Луис Браунс,Спортивный парк I
74,AL,LAA,ANA,Лос-Анджелес Энджелс из Анахайма,Стадион Энζελ
90,AL,OAK,OAK,Окленд Атлетикс,Окленд Колизей
298,PL,CHP,CHP,Чикаго Пайрэтс,
9,AA,BS2,BRS,Бостон Редс,Конгресс-стрит-Гроундс
234,NL,MON,WSN,Монреаль Экспоз,Ярри Парк
240,NL,NY1,SFG,Нью-Йорк Джайантс,Поло-Гроудс III/Поло-Гроудс IV
70,AL,KCA,KCR,Канзас Сити Роялс,Мунципальный стадион II
267,NL,SDN,SDP,Сан-Диего Падрес,Парк Петко
247,NL,PHI,PHI,Филадельфийские Блю Джейс,Шибе Парк
265,NL,PRO,PRO,Провиденс-Грейс,Улица Меч-Гроундс
71,AL,KCA,KCR,Канзас Сити Роялс,Стадион «Роялс»
314,UA,WSU,WNA,Вашингтон Нэшнлз,
115,AL,WS2,TEX,Вашингтонские сенаторы,Стадион Гриффита II
169,NL,BRO,LAD,Бруклин Супербэс,Эббетс-филд
257,NL,PHN,ATH,Филадельфия Атлетикс,Jefferson Street Grounds
212,NL,FLO,FLA,Майами Марлинс,"Стадион ""Про Плейер"""
130,NA,BR1,ECK,Бруклин Экфорды,Унион Гриндс
88,AL,OAK,OAK,Окленд Атлетикс,Колизей Network Associates
192,NL,CHN,CHC,"Чикаго ""Белые стокинги""",Западный парк I
271,NL,SFN,SFG,Сан-Франциско Джайантс,Кандлстик-парк
49,AL,CHA,CHW,"Чикаго ""Белые Соксы""",Комиски-Парк
260,NL,PIT,PIT,Питтсбург Пайретс,Парк Экспозиций/Стадион Форбса
101,AL,TBA,TBD,Тампа-Бэй Девил Рейс,Тропикана Филд
15,AA,CN3,CKK,Убийцы из Синциннати Келли,Восточный парк
207,NL,COL,COL,Колорадо Рокиз,Корас Филд
204,NL,CL4,CLV,Кливленд Спайдеры,"Национальный парк ""Лига"""
52,AL,CHA,CHW,"Чикаго ""Белые Соксы""",Южный парк II/Комизки Парк
199,NL,CIN,CIN,"""Синциннати Редс""",Лиг-Парк II в Цинциннати
46,AL,BOS,BOS,Бостон Ред Сокс,Хинтонс-авеню-граун兹
135,NA,CH2,CNA,"Чикаго ""Белые стокинги""",23-я улица Гроундс
110,AL,TOR,TOR,Торонто Блю Джейс,Skydом
39,AL,ANA,ANA,Анахайм Энджелс,Эдисон Интернэшнл Файлд
242,NL,NY1,SFG,Нью-Йорк Готамс,Пло-Гроундс I
302,PL,PTP,PBB,Питтсбургские бургои,
9,AA,BS2,BRS,Бостон Редс,Конгресс-стрит-Гроундс
303,UA,ALT,ALT,Альтона-Маунтин-Сити,
301,PL,PHP,PHQ,Филадельфия Атлетикс,
33,AA,SR2,SYS,Сиракьюс Старз,Стар Парк II
193,NL,CIN,CIN,"""Цинциннати Редс""",Кросслей Филд
164,NL,BRO,LAD,Бруклин Бридждвэйнз,Вашингтон Парк III
145,NA,PH2,PWS,Филадельфийские белые,Jefferson Street Grounds
26,AA,PH4,PHQ,Филадельфия Атлетикс,Аэротридный парк
77,AL,MIN,MIN,Миннесота Твинс,大都会体育场
25,AA,PH4,PHA,Филадельфия Атлетикс,Оукдейл Парк
62,AL,CLE,CLE,Кливленд Нэпс,Лига Парк II
80,AL,MLA,BAL,Милвоки Брюэрс,Лойд-стрит-граундс
6,AA,BR3,LAD,Бруклин Бридждвэйнз,Вашингтон-парк I
182,NL,CHN,CHC,Чикаго Колтс,Южный парк I
102,AL,TBA,TBD,Тампа-Бэй Рэйс,Тропикана Филд
152,NA,WS4,NAT,Вашингтон Нэшнлз,Национальная арена
179,NL,BSN,ATL,Бостонские голуби,Южный конец земли III
118,FL,BRF,BTT,Бруклин Тип-Топс,
72,AL,LAA,ANA,Лос-Анджелес Ангелы,Стадион Доджер
210,NL,FLO,FLA,Майами Марлинс,Дельфинский стадион
114,AL,WS1,MIN,Вашингтонские сенаторы,Стадион Гриффита II
84,AL,NYA,NYY,Нью-Йорк Янкиз,Яндей-стэдиум I
265,NL,PRO,PRO,Провиденс-Грейс,Улица Меч-Гроундс
27,AA,PT1,PIT,Питтсбург Алленаи,Экспозиционный парк I
304,UA,BLU,BLU,Балтиморские монументальные скульптуры,
100,AL,SLA,BAL,Сент-Луис Браунс,Спортивный парк IV
56,AL,CLE,CLE,Кливленд Индианз,"Стадион ""Кливленд"""
186,NL,CHN,CHC,Чикаго Кабс,Уэйр-филд
141,NA,MID,MAN,Миддлтон-Мансфилдс,Мансфилд-Клаб-Гроундс
185,NL,CHN,CHC,Чикаго Кабс,Западный парк II
196,NL,CIN,CIN,"""Синциннати Редс""","Кросли-филд/стадион ""Риверфронт"""
47,AL,CAL,ANA,Калифорнийские ангелы,Анахаим Арена
241,NL,NY1,SFG,Нью-Йорк Джайантс,Поле IV
306,UA,CHU,CPI,Чикаго/Питтсбург (Союзный лиг),
10,AA,CL3,CLV,Кливленд Блюз,Национальный парк Лиг II
