lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
1,aaronha01,,aaronha01h,1934.0,2.0,5.0,США,АЛ,Мобильный,,,,,,,Хэнк,Аарон,,Генри Луис,"Hammer, Хаммерин' Хэнк, Плохой Хэнки",180.0,72.0,r,r,4/13/1954,10/3/1976,,aaronha01,aaronha01,aaroh101,aaronha01,aaronha01
25,aberscl01,,,1921.0,8.0,28.0,США,Я,Чикаго,1973.0,6.0,23.0,США,Калифорния,Валейо,Клифф,Аберсон,,Клайффорд Александр,Киф,200.0,72.0,r,r,7/18/1947,5/9/1949,,aberscl01,aberscl01,aberc101,aberscl01,aberscl01
181,allisbi01,,,,,,США,ПА,Филадельфия,,,,,,,Билл,Аллисон,,Уильям Эндрюс,,,,,,5/21/1872,7/4/1872,,allisbi01,allisbi01,allib102,allisbi01,allisbi01
189,almanar01,,,1972.0,10.0,26.0,США,ТХ,Эл-Пасо,,,,,,,Армандо,Альманза,,Армандо,,205.0,75.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.","Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",7/29/1999,7/20/2005,,almanar01,almanar01,almaa001,almanar01,almanar01
234,amelued01,,,1959.0,4.0,13.0,США,Калифорния,Фулертон,,,,,,,Эд,Амелюнг,,Эдвард Аллен,,180.0,71.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.","Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",7/28/1984,7/7/1986,Сан-Диего Стейт,amelued01,amelued01,amele001,amelued01,amelued01
266,anderma02,,,1974.0,1.0,6.0,США,АЛ,Монтье́р,,,,,,,Марлон,Андерсон,,,,190.0,70.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",r,9/8/1998,,,anderma02,anderma02,andem003,anderma02,anderma02
294,andrewa01,,,1859.0,9.0,18.0,США,ПА,Филадельфия,1940.0,1.0,20.0,США,В,Индианаполис,Уолли,Андровы,,Уильям Уолтер,,170.0,75.0,r,r,5/22/1884,8/8/1888,,andrewa01,andrewa01,andrw102,andrewa01,andrewa01
307,antoljo01,,,1916.0,4.0,11.0,США,ПА,Хокендуаки,2002.0,6.0,25.0,США,ПА,Катасоуку,Джо,Анتولик,,Йозеф,,185.0,72.0,r,r,9/20/1944,9/26/1944,,antoljo01,antoljo01,antoj102,antoljo01,antoljo01
332,arellfr01,,,1882.0,1.0,28.0,США,Калифорния,Сан-Крус,1918.0,12.0,13.0,США,Калифорния,Сан-Хосе,Франк,Ареланес,,Франк Джулиан,,180.0,72.0,r,r,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
374,asbjoca01,,,1909.0,6.0,19.0,США,МА,Кордобо,1970.0,1.0,21.0,США,ПА,Уильямспорт,Каспер,Асбьёрнсон,"Имя изменено на ""Асби""",Роберт Энтони,,196.0,73.0,r,r,9/17/1928,8/31/1932,,asbjoca01,asbjoca01,asbjc101,asbjoca01,asbjoca01
407,augusje01,,,1952.0,7.0,24.0,США,ВИ,Кеванаи,,,,,,,Джерри,Августин,,Джеральд Ли,,183.0,72.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.","Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",9/9/1975,4/11/1984,Висконсин-Лакросс,augusje01,augusje01,auguj001,augusje01,augusje01
485,bailesw01,,,1895.0,2.0,12.0,США,Я,Джолиет,1939.0,9.0,27.0,США,Я,Джолиет,Сладкие плоды,Бейли,,Абраам Линкольн,,184.0,72.0,r,r,5/23/1919,6/11/1921,,bailesw01,bailesw01,bails101,bailesw01,bailesw01
497,bakerbo01,,,1878.0,7.0,17.0,США,Нью-Йорк,Трой,1940.0,8.0,17.0,США,Нью-Йорк,Нью-Йорк,Бок,Пекар,,Чарльз,Улыбающийся Боч,181.0,69.0,,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",4/28/1901,5/13/1901,,bakerbo01,bakerbo01,bakeb102,bakerbo01,bakerbo01
508,bakerfr03,,,1946.0,10.0,29.0,США,Мएस,Меридиан,,,,,,,Франк,Пекар,,Франк Уэттс,,178.0,74.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",r,8/9/1970,10/2/1974,,bakerfr03,bakerfr03,bakef101,bakerfr03,bakerfr03
571,bankser01,,bankser01h,1931.0,1.0,31.0,США,ТХ,Даллас,,,,,,,Эрни,Банки,,Эрнест,Господин Куб,180.0,73.0,r,r,9/17/1953,9/26/1971,,bankser01,bankser01,banke101,bankser01,bankser01
613,barklje01,,,1959.0,11.0,21.0,США,Н/Д,Гикори,,,,,,,Джефф,Барклей,,Джеффри Карвер,,185.0,75.0,B,r,9/16/1984,7/26/1985,Цитадель,barklje01,barklje01,barkj001,barklje01,barklje01
651,barrbo01,,,1856.0,12.0,,США,ДК,Вашингтон,1930.0,3.0,11.0,США,ДК,Вашингтон,Боб,Барр,,Роберт Максвелл,,192.0,73.0,r,r,6/23/1883,9/12/1891,,barrbo01,barrbo01,barrb101,barrbo01,barrbo01
680,barrofr01,,,1844.0,10.0,22.0,США,О,Хадсон,1922.0,2.0,6.0,США,МА,Фичбург,Франк,Баррозы,,Франклин Ли,,,,,,5/20/1871,10/7/1871,,barrofr01,barrofr01,barrf102,barrofr01,barrofr01
681,barryed01,,,1882.0,10.0,2.0,США,ВИ,Мэдисон,1920.0,6.0,19.0,США,МА,Монтагу,Эд,Барри,,Эдвард,Джумбо,185.0,75.0,,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",8/21/1905,10/4/1907,,barryed01,barryed01,barre101,barryed01,barryed01
683,barryja01,barryja01m,barryja01h,1887.0,4.0,26.0,США,КТ,Мериден,1961.0,4.0,23.0,США,МА,Шрёсбери,Джек,Барри,,Джон Джозеф,,158.0,69.0,r,r,7/13/1908,6/23/1919,,barryja01,barryja01,barrj104,barryja01,barryja01
695,bartlbo01,,,1920.0,2.0,11.0,США,Я,Чикаго,,,,,,,Бойд,Бартли,,Бойд Оуен,,165.0,68.0,r,r,5/30/1943,6/7/1943,,bartlbo01,bartlbo01,bartb104,bartlbo01,bartlbo01
844,beechro01,,,1884.0,5.0,10.0,США,О,Сватон,1952.0,10.0,11.0,США,О,Толедо,Рой,Бичер,,Лерой,полковник,180.0,74.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",r,9/29/1907,6/25/1908,,beechro01,beechro01,beecr101,beechro01,beechro01
859,beirnke01,,,1974.0,1.0,1.0,США,ТХ,Хьюстон,,,,,,,Кевин,Бирн,,,,210.0,76.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",r,5/17/2000,9/28/2002,,beirnke01,beirnke01,beirk001,beirnke01,beirnke01
912,benchjo01,,benchjo01h,1947.0,12.0,7.0,США,"Добро пожаловать в чат-бота-переводчика! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод.",Оклахома-Сити,,,,,,,Джонни,Плот,,Джонни Ли,Маленький генерал,197.0,73.0,r,r,8/28/1967,9/29/1983,,benchjo01,benchjo01,bencj101,benchjo01,benchjo01
997,berrayo01,berrayo01m,berrayo01h,1925.0,5.0,12.0,США,МО,Сент-Луис,,,,,,,Йоги,Бера,,Лоуренс Питер,,185.0,67.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",r,9/22/1946,5/9/1965,,berrayo01,berrayo01,berry101,berrayo01,berrayo01
1023,bessehe01,,,1911.0,8.0,16.0,США,МО,Сент-Луис,1972.0,8.0,13.0,США,Калифорния,Лос-Анджелес,Херман,Бессе,,Герман А.,,190.0,74.0,"Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.","Привет! Как твои дела? Надеюсь, у тебя прекрасный день. Я здесь, чтобы помочь тебе с переводом. Просто дай мне текст, который ты хочешь перевести, и я сделаю это для тебя.",4/19/1940,5/22/1946,,bessehe01,bessehe01,bessh101,bessehe01,bessehe01
