year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1985,NHL,WIN,PHO,CC,SM,3,DSF,80,26,47,7.0,,59,,,295,372,Winnipeg Jets,1774,24,72,356,14,83,335,13
1974,WHA,MIB,MIB,,WW,5,,78,21,53,4.0,,46,,,205,341,Michigan Stags/Baltimore Blades,1104,,52,279,12,50,278,4
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463,6,72,297,5,57,286,9
1976,NHL,NYI,NYI,CC,PT,2,SF,80,47,21,12.0,,106,,,288,193,New York Islanders,1012,10,56,240,3,47,278,16
1995,NHL,TBL,TBL,EC,AT,5,CQF,82,38,32,12.0,,88,,,238,248,Tampa Bay Lightning,1628,14,83,400,13,68,439,6
2000,NHL,BOS,BOS,EC,NE,4,,82,36,30,8.0,8,88,,,227,249,Boston Bruins,1325,18,64,390,7,65,377,8
2005,NHL,NAS,NAS,WC,CE,2,CQF,82,49,25,,8,106,6,3,259,227,Nashville Predators,1533,16,94,512,13,82,533,12
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9,99,6,6,264,239,Pittsburgh Penguins,1114,8,62,360,13,60,347,7
1981,NHL,BUF,BUF,WA,AD,3,DSF,80,39,26,15.0,,93,,,307,273,Buffalo Sabres,1425,18,63,301,10,57,281,4
1916,PCHA,PO1,PO1,,,3,,24,9,15,0.0,,18,,,114,112,Portland Rosebuds,,,,,,,,
1924,NHL,MTL,MTL,,,3,F,30,17,11,2.0,,36,,,93,56,Montreal Canadiens,406,,,,,,,
2009,NHL,LAK,LAK,WC,PC,3,CQF,82,46,27,,9,101,10,8,241,219,Los Angeles Kings,979,16,64,307,6,60,304,4
1985,NHL,CAL,CAL,CC,SM,2,F,80,40,31,9.0,,89,,,354,315,Calgary Flames,2297,18,92,372,11,101,427,16
1977,NHL,DET,DET,WA,NO,2,QF,80,32,34,14.0,,78,,,252,266,Detroit Red Wings,1534,16,59,293,7,64,296,10
1993,NHL,LAK,LAK,WC,PC,5,,84,27,45,12.0,,66,,,294,322,Los Angeles Kings,2017,14,92,444,8,90,462,19
1999,NHL,STL,STL,WC,CE,1,CQF,82,51,19,11.0,1,114,,,248,165,St. Louis Blues,1139,22,61,342,3,42,345,13
2006,NHL,DAL,DAL,WC,PC,3,CQF,82,50,25,,7,107,9,4,226,197,Dallas Stars,1133,22,79,427,6,59,377,3
1968,NHL,TOR,TOR,,ED,4,QF,76,35,26,15.0,,85,,,234,217,Toronto Maple Leafs,950,,45,278,5,46,294,11
1990,NHL,MNS,DAL,CC,NO,4,F,80,27,39,14.0,,68,,,256,266,Minnesota North Stars,1964,18,76,382,7,75,378,9
1992,NHL,OTT,OTT,WA,AD,6,,84,10,70,4.0,,24,,,202,395,Ottawa Senators,1716,26,66,448,11,115,460,7
1994,NHL,CHI,CHI,WC,CE,3,CF,48,24,19,5.0,,53,,,156,115,Chicago Blackhawks,1123,8,52,212,3,36,228,7
2001,NHL,STL,STL,WC,CE,2,CSF,82,43,27,8.0,4,98,,,227,188,St. Louis Blues,1343,26,62,356,7,56,379,5
1963,NHL,TOR,TOR,,,3,SC,70,33,25,12.0,,78,,,192,172,Toronto Maple Leafs,928,,33,244,6,30,266,7
1986,NHL,PHI,PHI,WA,PT,1,F,80,46,26,8.0,,100,,,310,245,Philadelphia Flyers,2082,14,68,355,5,71,402,22
1933,NHL,OTS,STE,,CA,5,,48,13,29,6.0,,32,,,115,143,Ottawa Senators,352,,,,,,,
1975,WHA,CAC,CAC,,CW,3,AVSF,80,41,35,4.0,,86,,,307,282,Calgary Cowboys,1064,,59,271,13,70,297,15
1932,NHL,BOS,BOS,,AM,1,SF,48,25,15,8.0,,58,,,124,88,Boston Bruins,517,,,,,,,
1984,NHL,DET,DET,CC,NO,3,DSF,80,27,41,12.0,,66,,,313,357,Detroit Red Wings,1741,6,73,324,15,89,339,10
1921,PCHA,VML,VMR,,,2,F,24,12,12,0.0,,24,,,77,68,Vancouver Millionaires,,,,,,,,
1972,NHL,BOS,BOS,,ED,2,QF,78,51,22,5.0,,107,,,330,235,Boston Bruins,1097,4,67,241,5,43,275,15
1937,NHL,MTL,MTL,,CA,3,QF,48,18,17,13.0,,49,,,123,128,Montreal Canadiens,342,,,,,,,
1978,NHL,BUF,BUF,WA,AD,2,PRE,80,36,28,16.0,,88,,,280,263,Buffalo Sabres,1026,16,55,267,4,55,258,9
1928,NHL,CHI,CHI,,AM,5,,44,7,29,8.0,,22,,,33,85,Chicago Black Hawks,363,,,,,,,
1972,WHA,ALB,EDM,,WW,5,,78,38,37,3.0,,79,,,269,256,Alberta Oilers,843,2,48,248,7,56,252,13
1922,NHL,OTS,STE,,,1,SC,24,14,9,1.0,,29,,,77,54,Ottawa Senators,195,,,,,,,
2001,NHL,CHI,CHI,WC,CE,3,CQF,82,41,27,13.0,1,96,,,216,207,Chicago Blackhawks,1234,10,54,302,2,63,340,4
1931,NHL,CHI,CHI,,AM,2,QF,48,18,19,11.0,,47,,,86,101,Chicago Black Hawks,469,,,,,,,
1978,WHA,NEW,CAR,,,4,AVSF,80,37,34,9.0,,83,,,298,287,New England Whalers,1090,4,53,259,6,63,262,15
1940,NHL,NYR,NYR,,,4,QF,48,21,19,8.0,,50,,,143,125,New York Rangers,356,,,,,,,
1953,NHL,BOS,BOS,,,4,SF,70,32,28,10.0,,74,,,177,181,Boston Bruins,693,,,,,,,
1976,NHL,MNS,DAL,CC,SM,2,PRE,80,23,39,18.0,,64,,,240,310,Minnesota North Stars,774,10,59,339,11,57,211,9
2005,NHL,ATL,WPG,EC,SE,3,,82,41,33,,8,90,5,5,281,275,Atlanta Thrashers,1344,26,100,527,10,102,492,13
1926,NHL,TRS,TOR,,CA,5,,44,15,24,5.0,,35,,,79,94,Toronto St. Patricks,546,,,,,,,
2008,NHL,MTL,MTL,EC,NE,2,CQF,82,41,30,,11,93,7,7,249,247,Montreal Canadiens,1229,6,72,374,11,65,370,10
1987,NHL,NYI,NYI,WA,PT,1,DSF,80,39,31,10.0,,88,,,308,267,New York Islanders,1732,20,87,387,8,94,416,8
2010,NHL,PIT,PIT,EC,AT,2,CQF,82,49,25,,8,106,10,3,238,199,Pittsburgh Penguins,1388,16,49,311,6,45,324,13
1927,NHL,OTS,STE,,CA,3,QF,44,20,14,10.0,,50,,,78,57,Ottawa Senators,483,,,,,,,
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1936,NHL,MTM,MTM,,CA,2,SF,48,22,17,9.0,,53,,,126,110,Montreal Maroons,381,,,,,,,
1998,NHL,PHO,PHO,WC,PC,2,CQF,82,39,31,12.0,,90,,,205,197,Phoenix Coyotes,1412,12,41,342,5,45,348,8
1959,NHL,MTL,MTL,,,1,SC,70,40,18,12.0,,92,,,255,178,Montreal Canadiens,756,,,,,,,
1974,WHA,CHC,CHC,,EW,3,,78,30,47,1.0,,61,,,261,312,Chicago Cougars,1086,,46,237,11,58,282,6
1956,NHL,DET,DET,,,1,SF,70,38,20,12.0,,88,,,198,157,Detroit Red Wings,656,,,,,,,
1977,NHL,BUF,BUF,WA,AD,2,QF,80,44,19,17.0,,105,,,288,215,Buffalo Sabres,800,12,52,234,3,31,218,7
1971,NHL,TOR,TOR,,ED,4,QF,78,33,31,14.0,,80,,,209,208,Toronto Maple Leafs,887,10,48,252,7,60,266,4
1975,WHA,NEW,CAR,,EW,3,AVSF,80,33,40,7.0,,73,,,255,290,New England Whalers,1012,,46,259,4,56,271,15
1999,NHL,NJD,NJD,EC,AT,2,SC,82,45,24,8.0,5,103,,,251,203,New Jersey Devils,1313,22,55,274,9,39,313,9
2005,NHL,FLO,FLO,EC,SE,4,,82,37,34,,11,85,4,5,240,257,Florida Panthers,1279,24,63,411,12,91,514,5
2000,NHL,COL,COL,WC,NW,1,SC,82,52,16,10.0,4,118,,,270,192,Colorado Avalanche,1138,16,80,363,11,59,342,11
1989,NHL,EDM,EDM,CC,SM,2,SC,80,38,28,14.0,,90,,,315,283,Edmonton Oilers,2046,22,84,407,6,82,417,22
2007,NHL,PHI,PHI,EC,AT,4,CF,82,42,29,,11,95,3,6,248,233,Philadelphia Flyers,1471,14,84,385,6,65,388,13
1942,NHL,BOS,BOS,,,2,F,50,24,17,9.0,,57,,,195,176,Boston Bruins,354,,,,,,,
1975,WHA,PHR,PHR,,WW,2,AVPRE,80,39,35,6.0,,84,,,302,287,Phoenix Roadrunners,1292,,57,276,3,89,330,8
2000,NHL,CHI,CHI,WC,CE,4,,82,29,40,8.0,5,71,,,210,246,Chicago Blackhawks,1001,24,41,318,12,52,323,15
1924,WCHL,REG,POR,,,6,,28,8,20,0.0,,16,,,82,123,Regina Capitals,,,,,,,,
1941,NHL,MTL,MTL,,,6,QF,48,18,27,3.0,,39,,,134,173,Montreal Canadiens,482,,,,,,,
1994,NHL,STL,STL,WC,CE,2,CQF,48,28,15,5.0,,61,,,178,135,St. Louis Blues,1077,16,36,220,2,46,233,7
2006,NHL,COL,COL,WC,NW,4,,82,44,31,,7,95,5,4,272,251,Colorado Avalanche,884,20,79,374,9,70,353,7
1938,NHL,MTL,MTL,,,6,QF,48,15,24,9.0,,39,,,115,146,Montreal Canadiens,288,,,,,,,
1942,NHL,NYR,NYR,,,6,,50,11,31,8.0,,30,,,161,253,New York Rangers,352,,,,,,,
1986,NHL,LAK,LAK,CC,SM,4,DSF,80,31,41,8.0,,70,,,318,341,Los Angeles Kings,2038,18,97,389,16,92,346,9
