year,lgid,tmid,oppid,w,l,t,otl
1990,NHL,MNS,BOS,0,1,2.0,
2001,NHL,FLO,LAK,1,1,0.0,0
1993,NHL,ANA,WAS,0,2,0.0,
1995,NHL,HAR,TOR,2,0,0.0,
1936,NHL,TOR,NYA,5,3,0.0,
1998,NHL,COL,TBL,1,1,0.0,
1993,NHL,NYI,CAL,1,1,0.0,
1997,NHL,DET,TOR,4,2,0.0,
1976,NHL,VAN,CLE,1,2,1.0,
1985,NHL,STL,PIT,1,2,0.0,
1997,NHL,VAN,SJS,2,1,2.0,
2011,NHL,EDM,STL,1,3,,0
2000,NHL,MIN,SJS,1,3,0.0,0
1995,NHL,LAK,VAN,0,2,3.0,
2003,NHL,CAR,EDM,1,0,0.0,0
1989,NHL,QUE,NYI,2,1,0.0,
2011,NHL,COL,WAS,1,0,,0
1979,NHL,EDM,NYR,1,3,0.0,
1993,NHL,DET,NYI,1,1,0.0,
1999,NHL,SJS,NYI,1,0,0.0,1
1992,NHL,CHI,MNS,6,1,0.0,
2003,NHL,LAK,BUF,0,2,0.0,0
2002,NHL,FLO,BOS,1,1,1.0,1
2000,NHL,CAL,SJS,1,1,2.0,0
1996,NHL,DET,CHI,1,3,2.0,
1999,NHL,NYI,CHI,0,1,1.0,0
1995,NHL,BUF,TOR,1,0,1.0,
1961,NHL,NYR,CHI,6,7,1.0,
1976,NHL,WAS,ATF,1,3,0.0,
1995,NHL,TBL,DET,0,2,0.0,
1981,NHL,PHI,NYI,1,6,1.0,
1974,NHL,NYR,WAS,2,1,1.0,
2007,NHL,NYI,COL,0,0,,1
1992,NHL,MNS,TBL,5,1,1.0,
1981,NHL,LAK,HAR,0,2,1.0,
1948,NHL,CHI,DET,3,9,0.0,
2007,NHL,NJD,TBL,3,1,,0
1926,NHL,DTC,BOS,1,5,0.0,
2003,NHL,BUF,DET,0,1,0.0,0
1981,NHL,BOS,VAN,2,1,0.0,
2010,NHL,VAN,TBL,0,0,,1
2005,NHL,DAL,CAL,3,1,,0
1937,NHL,NYA,DET,2,2,2.0,
1996,NHL,TOR,CHI,3,2,0.0,
1994,NHL,WIN,EDM,1,2,1.0,
1974,WHA,TOT,EDO,3,3,0.0,
1970,NHL,TOR,BUF,5,1,0.0,
1998,NHL,MTL,CAR,1,3,0.0,
1967,NHL,BOS,PIT,2,2,0.0,
2008,NHL,TBL,CAL,1,0,,0
1994,NHL,DET,CAL,1,3,0.0,
1975,WHA,EDO,SDM,3,1,0.0,
2009,NHL,ATL,PHO,0,0,,1
2002,NHL,CBS,CAL,3,0,0.0,1
1978,NHL,VAN,STL,4,1,3.0,
1988,NHL,BOS,CHI,3,0,0.0,
2005,NHL,CBS,NAS,3,5,,0
1976,NHL,LAK,MTL,0,4,2.0,
2001,NHL,WAS,OTT,1,2,1.0,0
1982,NHL,TOR,DET,4,4,0.0,
2003,NHL,TBL,NYR,3,1,0.0,0
1964,NHL,BOS,MTL,3,10,1.0,
1989,NHL,LAK,EDM,2,4,2.0,
1977,WHA,WIJ,EDO,7,5,0.0,
2009,NHL,MTL,SJS,0,1,,0
2011,NHL,TBL,DET,0,1,,0
1978,NHL,LAK,CHI,3,1,0.0,
2007,NHL,TBL,OTT,2,1,,1
1994,NHL,DAL,EDM,2,1,1.0,
1993,NHL,DAL,CAL,3,0,1.0,
1974,NHL,BOS,VAN,3,1,0.0,
2000,NHL,NYR,BUF,1,3,0.0,0
1995,NHL,WAS,CHI,1,1,0.0,
2002,NHL,LAK,VAN,1,2,1.0,0
