playerid,award,year,lgid,note,pos
drillgo01,First Team All-Star,1938,NHL,,RW
neelyca01,Second Team All-Star,1989,NHL,,RW
shuttst01,Second Team All-Star,1979,NHL,,LW
whitebi01,Second Team All-Star,1971,NHL,,D
kennete01,Second Team All-Star,1950,NHL,tie,C
brindro01,Selke,2005,NHL,,
bossymi01,First Team All-Star,1985,NHL,,RW
laflegu01,Art Ross,1977,NHL,,
leclajo01,Second Team All-Star,1998,NHL,,LW
maddejo01,Selke,2000,NHL,,
johnsch01,First Team All-Star,1932,NHL,,D
ovechal01,Richard,2007,NHL,,
stamkst01,Second Team All-Star,2011,NHL,,C
shoreed01,First Team All-Star,1937,NHL,,D
primejo01,Lady Byng,1931,NHL,,
siebeba01,First Team All-Star,1935,NHL,,D
iginlja01,Art Ross,2001,NHL,,
robinla01,Norris,1979,NHL,,
crawfja01,Second Team All-Star,1942,NHL,,D
sandede01,Calder,1967,NHL,,
stewaja01,First Team All-Star,1948,NHL,,D
conacch01,First Team All-Star,1934,NHL,,RW
karlser01,First Team All-Star,2011,NHL,,D
turcoma01,Crozier,2002,NHL,,
larocmi01,Vezina,1980,NHL,shared,
ovechal01,First Team All-Star,2005,NHL,,LW
moogan01,Jennings,1989,NHL,shared,
bennibr01,All-Rookie,1986,NHL,,D
carlyra01,Norris,1980,NHL,,
bergfni01,All-Rookie,2009,NHL,,F
quackbi01,First Team All-Star,1950,NHL,,D
chelich01,First Team All-Star,1988,NHL,,D
bossymi01,First Team All-Star,1983,NHL,,RW
iginlja01,All-Rookie,1996,NHL,,F
lidstni01,Conn Smythe,2001,NHL,,
smithga01,Vezina,1971,NHL,shared,
visnolu01,Second Team All-Star,2010,NHL,,D
bauerbo01,Lady Byng,1939,NHL,,
hawerda01,Second Team All-Star,1984,NHL,,C
wilsodo01,Second Team All-Star,1984,NHL,,D
laflegu01,First Team All-Star,1978,NHL,,RW
brindro01,Selke,2006,NHL,,
mccabbr01,Second Team All-Star,2003,NHL,,D
turgesy01,All-Rookie,1983,NHL,,LW
gretzwa01,Art Ross,1989,NHL,,
orrbo01,First Team All-Star,1970,NHL,,D
bossymi01,Lady Byng,1985,NHL,,
parenbe01,First Team All-Star,1974,NHL,,G
quackbi01,Lady Byng,1948,NHL,,
barryma01,First Team All-Star,1936,NHL,,C
harvedo01,Norris,1959,NHL,,
vickest01,Second Team All-Star,1974,NHL,,LW
gretzwa01,Pearson,1983,NHL,,
dionnma01,First Team All-Star,1979,NHL,,C
nasluma01,Lady Byng,1987,NHL,,
plantja01,Vezina,1961,NHL,,
sawchte01,First Team All-Star,1952,NHL,,G
chabolo01,First Team All-Star,1934,NHL,,G
gretzwa01,Hart,1982,NHL,,
jacksbu01,Art Ross,1931,NHL,,
iafraal01,Second Team All-Star,1992,NHL,,D
lacroan01,Hunter,1972,WHA,Scoring,
jonsske01,All-Rookie,1994,NHL,,D
messima01,Pearson,1989,NHL,,
chelich01,Messier,2006,NHL,,
kaspest01,Selke,1981,NHL,,
shanabr01,Second Team All-Star,2001,NHL,,LW
kovalil01,Richard,2003,NHL,shared,
herrode01,Jennings,1981,NHL,shared,
cookbi01,Art Ross,1926,NHL,,
thomati01,First Team All-Star,2008,NHL,,G
robitlu01,First Team All-Star,1989,NHL,,LW
nilssul01,Playoff MVP,1975,WHA,,
malkiev01,First Team All-Star,2007,NHL,,C
mcdonla01,Masterton,1982,NHL,,
conacch01,Second Team All-Star,1932,NHL,,RW
mahovfr01,Calder,1957,NHL,,
lachel01,Second Team All-Star,1943,NHL,,C
heatlda01,All-Rookie,2001,NHL,,F
howego01,Hart,1959,NHL,,
graharo02,Hatskin,1974,WHA,Best Goaltender,
tayloda01,King Clancy,1990,NHL,,
messima01,Conn Smythe,1983,NHL,,
lindbpe01,First Team All-Star,1984,NHL,,G
charazd01,Second Team All-Star,2011,NHL,,D
smithsi01,Second Team All-Star,1951,NHL,,LW
huselkr01,All-Rookie,2001,NHL,,F
hextabr01,Second Team All-Star,1942,NHL,,RW
careyji01,Vezina,1995,NHL,,
blincru01,Calder,1933,NHL,,
brodema01,Vezina,2002,NHL,,
heatlda01,First Team All-Star,2006,NHL,,RW
lemiema01,Pearson,1987,NHL,,
selante01,Second Team All-Star,1997,NHL,,RW
esposph01,Pearson,1970,NHL,,
coffepa01,Second Team All-Star,1983,NHL,,D
blaketo01,Art Ross,1938,NHL,,
pilotpi01,Second Team All-Star,1960,NHL,,D
forsbpe01,First Team All-Star,1997,NHL,,C
plettwi01,Calder,1976,NHL,,
delveal01,Second Team All-Star,1952,NHL,,C
tardima01,Second Team All-Star,1974,WHA,,LW
kariypa01,Lady Byng,1995,NHL,,
ratelje01,Lady Byng,1975,NHL,,
antonmi01,Second Team All-Star,1976,WHA,,LW
roussbo01,Calder,1961,NHL,,
jacksbu01,First Team All-Star,1931,NHL,,LW
salmibo01,Second Team All-Star,1978,NHL,,D
howego01,First Team All-Star,1965,NHL,,RW
shoreed01,Hart,1934,NHL,,
