playerid,year,stint,tmid,w,l,sa,ga
hardijo01,2007,1,MIN,2,2,14,6
bernijo01,2011,1,LAK,0,1,2,2
tellqmi01,2007,1,PHO,0,2,16,4
bryzgil01,2009,1,PHO,8,5,62,17
dubiewa01,2006,1,NYI,2,0,6,1
conklty01,2006,1,CBS,1,1,5,2
gerbema01,2010,1,EDM,1,0,4,1
labarja01,2010,1,PHO,1,1,5,2
luongro01,2005,1,FLO,4,4,27,7
thibajo01,2005,1,PIT,1,1,12,3
markkju01,2005,1,EDM,1,3,16,8
niittan01,2005,1,PHI,3,4,24,10
sanfocu01,2005,1,STL,3,5,25,10
bryzgil01,2010,1,PHO,4,5,32,11
divisre01,2005,1,STL,0,1,3,2
khabini01,2010,1,EDM,1,3,18,4
brustba01,2006,1,LAK,1,1,5,1
danisya01,2009,1,NJD,0,1,3,3
hedbejo01,2009,1,ATL,4,2,21,5
aebisda01,2005,1,COL,2,1,10,2
macdojo01,2010,1,DET,1,2,9,2
johnsch02,2009,1,NYR,0,1,5,2
brodema01,2007,1,NJD,8,4,43,11
fernama01,2008,1,BOS,0,2,9,4
sabouda01,2007,1,PIT,4,1,26,6
conklty01,2011,1,DET,1,0,3,0
leighmi01,2009,1,CAR,1,0,3,0
leclapa01,2006,1,CBS,1,1,15,4
clemmsc01,2005,1,NJD,1,1,7,3
niemian02,2011,1,SJS,8,4,40,9
vokouto01,2009,1,FLO,4,9,49,19
lalimpa01,2007,1,CHI,3,0,9,2
raycran01,2009,1,VAN,2,1,12,6
osgooch01,2008,1,DET,4,2,21,6
quickjo01,2009,1,LAK,8,6,51,17
emeryra01,2005,1,OTT,0,2,5,2
priceca01,2011,1,MTL,5,8,40,14
luongro01,2008,1,VAN,3,4,29,8
marksja02,2011,1,FLO,0,1,3,1
turcoma01,2005,1,DAL,8,1,24,6
kiprumi01,2007,1,CAL,3,3,17,6
garonma01,2010,1,CBS,1,3,12,4
schaeno01,2005,1,SJS,1,0,4,1
prusema01,2005,1,CBS,1,0,8,1
leclapa01,2007,1,CBS,3,4,23,10
rolosdw01,2005,2,EDM,1,3,12,7
gerbema01,2007,1,OTT,2,2,16,5
wardca01,2010,1,CAR,5,4,25,6
kiprumi01,2006,1,CAL,3,4,16,7
lalimpa01,2009,1,BUF,0,2,13,5
bryzgil01,2011,1,PHI,3,5,25,13
tellqmi01,2008,1,PHO,1,0,8,1
backsni01,2006,1,MIN,3,5,32,15
mclenja01,2005,1,FLO,0,1,4,2
gigueje01,2009,2,TOR,1,2,8,4
kolesvi01,2005,1,COL,1,0,7,0
fleurma01,2009,1,PIT,6,2,23,6
masonst01,2009,1,CBS,0,7,28,12
toskave01,2007,1,TOR,2,3,15,6
elliobr01,2008,1,OTT,2,2,16,6
kiprumi01,2008,1,CAL,3,2,14,3
smithmi02,2006,1,DAL,1,0,3,0
wardca01,2007,1,CAR,1,3,11,6
labarja01,2005,1,LAK,2,0,5,0
backsni01,2010,1,MIN,1,4,17,8
lehtoka01,2008,1,ATL,4,1,22,5
huetcr01,2009,1,CHI,3,4,38,13
legacma01,2007,1,STL,2,3,17,4
fleurma01,2008,1,PIT,3,4,22,6
howarji01,2009,1,DET,5,7,54,17
pavelon01,2011,1,WPG,3,3,20,8
khabini01,2008,1,CHI,2,5,19,9
hedbejo01,2005,1,DAL,4,0,17,3
enrotjh01,2011,1,BUF,2,3,22,8
