coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
smithfl01c,1974,BUF,NHL,1,,80,49,16,15,17,10,7,0
gainebo01c,2005,MTL,NHL,2,,41,23,15,3,6,2,4,0
murraan01c,2005,LAK,NHL,1,,70,37,28,5,,,,
pilouru01c,1961,CHI,NHL,1,,70,31,26,13,12,6,6,0
wilsoro02c,2000,WAS,NHL,1,,82,41,31,10,6,2,4,0
blaketo01c,1959,MTL,NHL,1,,70,40,18,12,8,8,0,0
nykolmi01c,1981,TOR,NHL,1,,80,20,44,16,,,,
gardihe01c,1925,CAT,WCHL,1,,30,10,17,3,,,,
francem01c,1973,NYR,NHL,2,,37,22,10,5,13,7,6,0
renneto01c,2010,EDM,NHL,1,,82,25,45,12,,,,
suttebr01c,2001,CHI,NHL,1,,82,41,28,13,5,1,4,0
muldope01c,1916,SEA,PCHA,1,,24,16,8,0,4,3,1,0
keenami01c,2001,FLO,NHL,2,,56,16,32,8,,,,
bowmasc01c,1994,DET,NHL,1,,48,33,11,4,18,12,6,0
richato01c,2011,CBS,NHL,2,,41,18,21,2,,,,
blairwr01c,1968,MNS,NHL,3,,31,9,14,8,,,,
pulfobo01c,1972,LAK,NHL,1,,78,31,36,11,,,,
ridpabr01c,1912,TBS,NHA,1,,20,9,11,0,,,,
staplpa01c,1973,CHC,WHA,1,,78,38,35,5,18,8,10,0
irvindi01c,1948,MTL,NHL,1,,60,28,23,9,7,3,4,0
bowmasc01c,1985,BUF,NHL,2,,37,18,18,1,,,,
bowmasc01c,1978,MTL,NHL,1,,80,52,17,11,16,12,4,0
sathegl01c,1978,EDO,WHA,1,,80,48,30,2,13,6,7,0
gardnji01c,1912,NWR,PCHA,1,,13,4,9,0,,,,
leyri01c,1990,HAR,NHL,1,,80,31,38,11,6,2,4,0
bergemi03c,1986,QUE,NHL,1,,80,31,39,10,13,7,6,0
chambda01c,1991,QUE,NHL,1,,18,3,14,1,,,,
juliecl01c,2003,MTL,NHL,1,,82,41,34,7,11,4,7,0
mcvieto01c,1991,NJD,NHL,1,,80,38,31,11,7,3,4,0
mccambo01c,1988,VAN,NHL,1,,80,33,39,8,7,3,4,0
macneal01c,1979,ATF,NHL,1,,80,35,32,13,4,1,3,0
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
wilsola01c,1976,DET,NHL,2,,36,3,29,4,,,,
satorte01c,1988,BUF,NHL,1,,80,38,35,7,5,1,4,0
bassejo01c,1977,BIR,WHA,2,interim,3,0,3,0,,,,
dudleri01c,1991,BUF,NHL,1,,28,9,15,4,,,,
mcvieto01c,1978,WIJ,WHA,2,,19,11,8,0,10,8,2,0
carbogu01c,2007,MTL,NHL,1,,82,47,25,10,12,5,7,0
yeomi01c,2011,MIN,NHL,1,,82,35,36,11,,,,
lindste01c,1979,DET,NHL,2,,9,2,7,0,,,,
bouchge01c,1933,OTS,NHL,1,,48,13,29,6,,,,
glovefr01c,1969,OAK,NHL,1,,76,22,40,14,4,0,4,0
babcomi01c,2005,DET,NHL,1,,82,58,16,8,6,2,4,0
tippeda01c,2005,DAL,NHL,1,,82,53,23,6,5,1,4,0
malonda01c,1988,WIN,NHL,1,,52,18,25,9,,,,
hitchke01c,2002,PHI,NHL,1,,82,45,24,13,13,6,7,0
harribi01c,1973,TOT,WHA,1,,78,41,33,4,12,7,5,0
oreilte01c,1986,BOS,NHL,2,,67,34,27,6,4,0,4,0
abelsi01c,1957,DET,NHL,2,,33,16,12,5,4,0,4,0
lapoiro01c,1988,QUE,NHL,1,,33,11,20,2,,,,
risebdo01c,1990,CAL,NHL,1,,80,46,26,8,7,3,4,0
dandule01c,1921,MTL,NHL,2,,17,10,6,1,,,,
mauripa01c,2007,TOR,NHL,1,,82,36,35,11,,,,
carlyra01c,2011,AND,NHL,1,,24,7,13,4,,,,
suttebr01c,1997,CAL,NHL,1,,82,26,41,15,,,,
murrate01c,1991,WAS,NHL,1,,80,45,27,8,7,3,4,0
savarde01c,2007,CHI,NHL,1,,82,40,34,8,,,,
gordosc01c,2008,NYI,NHL,1,,82,26,47,9,,,,
sonmogl01c,1979,MNS,NHL,1,,80,36,28,16,15,8,7,0
brophjo01c,1978,BIR,WHA,1,,80,32,42,6,,,,
ruffli01c,1997,BUF,NHL,1,,82,36,29,17,15,10,5,0
gardihe01c,1928,CHI,NHL,1,,32,5,23,4,,,,
adamsja01c,1944,DET,NHL,1,,50,31,14,5,14,7,7,0
mactacr01c,2000,EDM,NHL,1,,82,39,31,12,6,2,4,0
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
bouchfr01c,1939,NYR,NHL,1,,48,27,11,10,12,8,4,0
boudrbr01c,2010,WAS,NHL,1,,82,48,23,11,9,4,5,0
crawfma01c,2007,LAK,NHL,1,,82,32,43,7,,,,
adamsja01c,1937,DET,NHL,1,,48,12,25,11,,,,
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
macdopa01c,1973,MNS,NHL,2,,61,20,30,11,,,,
martija02c,2002,OTT,NHL,1,,82,52,22,8,18,11,7,0
stasivi01c,1970,PHI,NHL,1,,78,28,33,17,4,0,4,0
esposph01c,1988,NYR,NHL,2,,2,0,2,0,4,0,4,0
renneto01c,2005,NYR,NHL,1,,82,44,26,12,4,0,4,0
bowmasc01c,1973,MTL,NHL,1,,78,45,24,9,6,2,4,0
patricr01c,1996,PIT,NHL,2,,20,7,10,3,5,1,4,0
glovefr01c,1968,OAK,NHL,1,,76,29,36,11,7,3,4,0
quinnmi01c,1913,QU1,NHA,1,,20,12,8,0,,,,
rossar01c,1922,HAM,NHL,1,,24,6,18,0,,,,
tortojo01c,2005,TBL,NHL,1,,82,43,33,6,5,1,4,0
glovefr01c,1972,CLF,NHL,2,,66,14,39,13,,,,
cleghod01c,1926,PIP,NHL,1,,44,15,26,3,,,,
macledo02c,2003,CBS,NHL,1,,37,9,24,4,,,,
baunbo01c,1975,TOT,WHA,1,,55,15,35,5,,,,
keenami01c,2002,FLO,NHL,1,,82,24,45,13,,,,
gottsjo01c,1944,CHI,NHL,2,,49,13,29,7,,,,
renneto01c,2006,NYR,NHL,1,,82,42,30,10,10,6,4,0
ryanro01c,1974,NEW,WHA,1,,73,40,28,5,,,,
macdopa01c,1981,LAK,NHL,1,,42,13,24,5,,,,
