year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2000,CF,M,NJD,NHL,PIT,NHL,4,1,0,17,7,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
2006,CQF,B,NJD,NHL,TBL,NHL,4,2,0,19,14,
1999,CQF,D,NJD,NHL,FLO,NHL,4,0,0,12,6,
1998,CQF,A,PIT,NHL,NJD,NHL,4,3,0,21,18,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1996,CF,N,DET,NHL,COL,NHL,4,2,0,16,12,
1994,CQF,D,NJD,NHL,BOS,NHL,4,1,0,14,5,
1979,Pre,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1989,DF,K,CHI,NHL,STL,NHL,4,3,0,28,22,
1975,QF,,HOU,WHA,SDM,WHA,4,2,0,26,19,
2005,CSF,L,ANA,NHL,COL,NHL,4,0,0,16,4,
1984,DF,L,EDM,NHL,WIN,NHL,4,0,0,22,11,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
1981,DF,L,VAN,NHL,LAK,NHL,4,1,0,19,14,
1944,SF,B,DET,NHL,BOS,NHL,4,3,0,22,22,
1979,Pre,F,MNS,NHL,TOR,NHL,3,0,0,17,8,
1947,SF,A,TOR,NHL,BOS,NHL,4,1,0,20,13,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
1963,SF,B,DET,NHL,CHI,NHL,4,3,0,24,18,
1993,CQF,C,NJD,NHL,BUF,NHL,4,3,0,14,14,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2009,CQF,C,BOS,NHL,BUF,NHL,4,2,0,16,15,
1976,DF,,QUN,WHA,IND,WHA,4,1,0,25,14,
1974,SF,,HOU,WHA,SDM,WHA,4,0,0,17,5,
1992,DSF,D,NYI,NHL,WAS,NHL,4,2,0,23,22,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1994,CF,M,NJD,NHL,PHI,NHL,4,2,0,20,14,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
2008,CQF,H,CHI,NHL,CAL,NHL,4,2,0,21,16,
1981,DSF,A,QUE,NHL,MTL,NHL,3,2,0,11,16,
2000,CSF,K,COL,NHL,LAK,NHL,4,3,0,17,10,
2010,CQF,C,BOS,NHL,MTL,NHL,4,3,0,17,17,
2005,SCF,O,CAR,NHL,EDM,NHL,4,3,0,19,16,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
1953,SF,B,MTL,NHL,BOS,NHL,4,0,0,16,4,
1982,DF,I,BOS,NHL,BUF,NHL,4,3,0,33,23,
1991,CF,N,CHI,NHL,EDM,NHL,4,0,0,21,8,
1985,DF,I,MTL,NHL,HAR,NHL,4,3,0,16,13,
1977,Pre,B,BUF,NHL,NYR,NHL,2,1,0,11,6,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
1976,Pre,C,LAK,NHL,ATF,NHL,2,1,0,11,7,
2006,CSF,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1973,DSF,,HOU,WHA,WIJ,WHA,4,0,0,23,9,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1934,SF,D,MTM,NHL,NYR,NHL,1,0,1,5,4,TG
2002,CSF,I,OTT,NHL,PHI,NHL,4,2,0,17,10,
1975,ACF,,WIJ,WHA,HOU,WHA,4,0,0,24,11,
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
1979,Pre,C,MTL,NHL,HAR,NHL,3,0,0,18,8,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
1938,SF,D,TOR,NHL,DET,NHL,2,1,0,10,8,
2003,CQF,E,DET,NHL,NAS,NHL,4,2,0,12,9,
1974,ACF,,HOU,WHA,QUN,WHA,4,0,0,20,7,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
1985,DSF,E,TOR,NHL,CHI,NHL,3,0,0,18,9,
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
1983,DF,J,NYI,NHL,WAS,NHL,4,1,0,20,13,
2001,CSF,L,COL,NHL,SJS,NHL,4,3,0,25,21,
