playerid,year,ppa,sha
crossdo01,1990,21,
kennede01,1988,,2
hardyma01,1988,5,
ciccadi01,1988,10,1
ledyagr01,1988,6,
dineego01,1988,2,
deblolu01,1990,,1
klimape01,1989,11,
libaig01,1988,6,
macivno01,1988,19,
frasecu01,1987,2,
thibagi01,1989,2,
poulida02,1989,1,1
mcbeawa01,1988,1,
ramagro01,1987,19,2
wilsoca01,1987,9,3
rousebo01,1988,,1
brookbo01,1989,1,2
gingrga01,1987,9,
courtru01,1988,2,
murphla01,1990,19,
larsore01,1988,14,
tantito01,1989,9,
hullbr01,1987,10,
petitmi01,1987,9,1
sheehne01,1987,1,
charbjo01,1988,1,
wilsoca01,1990,4,
ledyagr01,1987,5,
bradlbr01,1990,10,
laughcr01,1987,3,
paslagr01,1990,3,1
tuckejo01,1990,1,
pavesji01,1987,1,
kontoch01,1987,6,
manthmo01,1988,9,
wellsja01,1989,3,2
courtge01,1987,7,
smaildo01,1990,1,1
goulemi01,1989,15,1
ferrara01,1990,5,
momesse01,1990,1,
robergo01,1987,3,
jonssto01,1988,24,
cullejo01,1990,29,
konrost01,1988,1,1
lawtobr01,1989,1,
bullami01,1988,13,
krushmi01,1990,3,
hunteda01,1988,,1
chrisda01,1989,7,
mckegto01,1989,3,
duguaro01,1987,2,
zezelpe01,1988,17,
frycemi01,1988,3,
cunnera01,1989,4,
butchga01,1990,3,2
adamsgr01,1989,1,
vaiveri01,1988,15,
stastpe01,1989,23,
quinnda01,1990,18,
mcintjo01,1990,,2
zezelpe01,1990,5,1
sanipev01,1989,2,
manthmo01,1987,15,1
linseke01,1989,8,
brownje02,1989,24,
bassebo01,1988,,1
lawtobr01,1988,4,
proppbr01,1989,9,
mckegto01,1990,7,
carsoji01,1989,5,
broteaa01,1990,1,
pederba01,1989,7,1
tantito01,1990,5,
carsoli01,1987,1,1
mcdonhu01,1989,1,
erickbr01,1987,6,
gartnmi01,1988,9,
iafraal01,1990,11,1
maclebr01,1988,8,
nylunga01,1988,1,
lawlepa01,1987,3,
simpscr01,1987,10,1
