year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1995,NHL,STL,15,17,9.0,,17,17,7.0,,,,,,5,5,1,,5,7,2,,6,5,2,,5,3,3.0,,5.0,4.0,4.0,,5,7,2,,1,3,2,
1980,NHL,NYR,17,13,10.0,,13,23,4.0,,,,,,3,7,1,,3,7,3,,7,6,1,,6,4,3.0,,5.0,7.0,1.0,,4,4,5,,2,1,0,
1951,NHL,MTL,22,8,5.0,,12,18,5.0,,,,,,4,5,1,,4,5,2,,8,5,1,,8,3,2.0,,5.0,4.0,2.0,,5,4,2,,,,,
1973,WHA,WIJ,26,11,2.0,,8,28,3.0,,,,,,4,5,1,,5,8,2,,8,5,1,,7,4,0.0,,5.0,8.0,1.0,,5,7,0,,0,2,0,
1993,NHL,EDM,17,22,3.0,,8,23,11.0,,,,,,2,10,1,,2,9,2,,7,5,2,,2,7,3.0,,4.0,7.0,2.0,,5,5,2,,3,2,2,
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8,4,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1994,NHL,NYI,10,11,3.0,,5,17,2.0,,,,,,,,,,,,,,,,,,3,2,1.0,,5.0,6.0,2.0,,2,10,1,,5,9,1,
2002,NHL,PHO,17,16,6.0,2,14,19,5.0,3,,,,,4,7,0,1,4,5,4,0,5,4,2,2,6,5,1.0,1,6.0,5.0,1.0,0,5,9,1,1,1,0,2,0
1995,NHL,CAL,18,18,5.0,,16,19,6.0,,,,,,1,7,3,,3,8,2,,7,6,2,,7,2,2.0,,6.0,5.0,2.0,,7,6,0,,3,3,0,
2003,NHL,ATL,18,17,4.0,2,15,20,4.0,2,,,,,5,3,2,1,7,6,1,0,7,7,0,1,2,9,3.0,0,5.0,7.0,0.0,0,6,4,2,2,1,1,0,0
1946,NHL,TOR,20,8,2.0,,11,11,8.0,,,,,,3,0,2,,6,4,1,,9,2,1,,6,5,2.0,,2.0,5.0,3.0,,5,3,1,,,,,
2002,NHL,TOR,24,13,4.0,0,20,15,3.0,3,,,,,3,6,2,0,8,5,0,0,8,3,2,1,8,6,0.0,0,9.0,3.0,0.0,0,6,4,3,2,2,1,0,0
1911,NHA,MOC,4,5,0.0,,4,5,0.0,,,,,,,,,,,,,,,,,,5,4,0.0,,2.0,6.0,0.0,,1,0,0,,,,,
1924,WCHL,REG,6,9,0.0,,2,11,0.0,,,,,,,,,,,,,,2,5,0,,6,6,0.0,,0.0,8.0,0.0,,0,1,0,,,,,
1921,PCHA,SEA,8,4,0.0,,4,7,1.0,,,,,,,,,,,,,,4,3,1,,3,6,0.0,,5.0,2.0,0.0,,,,,,,,,
1962,NHL,CHI,17,9,9.0,,15,12,8.0,,,,,,4,3,3,,6,3,3,,7,4,3,,7,4,2.0,,6.0,3.0,3.0,,2,4,3,,,,,
1934,NHL,MTL,11,11,2.0,,8,12,4.0,,,,,,,,,,1,4,0,,4,4,3,,5,6,1.0,,6.0,3.0,1.0,,3,6,1,,,,,
1952,NHL,NYR,11,14,10.0,,6,23,6.0,,,,,,1,6,2,,2,6,4,,2,6,5,,5,7,1.0,,4.0,5.0,3.0,,3,7,1,,,,,
1993,NHL,PIT,25,9,8.0,,19,18,5.0,,,,,,7,4,1,,5,3,5,,6,4,2,,6,3,3.0,,7.0,6.0,1.0,,9,5,1,,4,2,0,
1995,NHL,NYR,22,10,9.0,,19,17,5.0,,,,,,7,3,1,,7,5,2,,11,3,3,,5,0,4.0,,5.0,6.0,1.0,,4,4,3,,2,6,0,
2009,NHL,DAL,23,11,,7,14,20,,7,,,,,6,3,,5,6,5,,2,6,3,,4,6,9,,0,4.0,1.0,,1,6,8,,2,3,2,,0
2005,NHL,PHO,19,18,,4,19,21,,1,,,,,5,8,,1,8,4,,1,7,6,,0,6,7,,1,1.0,3.0,,1,8,6,,0,3,5,,1
2011,NHL,NJD,24,13,,4,24,15,,2,,,,,4,4,,1,8,6,,0,9,5,,0,6,4,,2,8.0,4.0,,1,10,5,,2,3,0,,0
2002,NHL,NYI,18,18,5.0,0,17,16,6.0,2,,,,,3,6,1,0,5,7,2,0,8,3,2,0,8,4,0.0,2,5.0,4.0,3.0,0,5,8,2,0,1,2,1,0
1988,NHL,NYR,21,17,2.0,,16,18,6.0,,,,,,8,2,1,,6,6,2,,6,6,2,,8,2,3.0,,5.0,7.0,0.0,,4,10,0,,0,2,0,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9,3,1.0,,7.0,2.0,4.0,,6,8,0,,0,0,1,
1936,NHL,DET,14,5,5.0,,11,9,4.0,,,,,,,,,,3,3,2,,6,2,2,,9,2,1.0,,3.0,3.0,4.0,,4,4,0,,,,,
1933,NHL,NYA,7,12,5.0,,8,11,5.0,,,,,,,,,,1,3,3,,2,8,1,,6,4,3.0,,4.0,3.0,3.0,,2,5,0,,,,,
1976,WHA,EDO,24,15,1.0,,10,28,3.0,,,,,,4,5,0,,6,9,0,,6,6,1,,5,8,1.0,,4.0,7.0,0.0,,7,7,1,,2,1,1,
2006,NHL,DET,29,4,,8,21,15,,5,,,,,6,4,,1,7,2,,3,11,3,,1,8,5,,1,8.0,2.0,,2,7,3,,4,3,0,,1
1969,NHL,TOR,18,13,7.0,,11,21,6.0,,,,,,3,3,1,,5,7,2,,5,6,2,,6,3,3.0,,5.0,5.0,3.0,,5,6,2,,0,4,0,
1994,NHL,BOS,15,7,2.0,,12,11,1.0,,,,,,,,,,,,,,,,,,3,2,0.0,,7.0,4.0,2.0,,7,6,0,,8,6,1,
1922,WCHL,CAT,8,5,0.0,,4,13,0.0,,,,,,,,,,,,,,2,3,0,,4,6,0.0,,6.0,5.0,0.0,,0,4,0,,,,,
1918,NHL,MTL,7,2,0.0,,3,6,0.0,,,,,,,,,,,,,,2,1,0,,5,4,0.0,,3.0,3.0,0.0,,,,,,,,,
1981,NHL,NYI,33,3,4.0,,21,13,6.0,,,,,,8,1,2,,6,5,2,,7,5,1,,9,2,1.0,,12.0,1.0,1.0,,11,1,2,,1,1,1,
