playerid,year,stint,tmid,s,g,gdg
gilbeto01,2008,1,EDM,1,0,0
horcosh01,2005,1,EDM,1,0,0
muellpe01,2008,1,PHO,6,3,0
ryanbo01,2009,1,AND,2,0,0
hanzama01,2007,1,PHO,1,0,0
coleer01,2005,1,CAR,3,1,1
rachuka01,2007,1,NJD,1,0,0
peverri01,2008,1,NAS,4,1,1
brindro01,2007,1,CAR,1,1,1
eliaspa01,2009,1,NJD,5,2,2
erikslo01,2008,1,DAL,5,1,0
hagmani01,2006,1,DAL,1,0,0
stlouma01,2009,1,TBL,3,0,0
malhoma01,2006,1,CBS,2,1,1
wisnija01,2011,1,CBS,1,2,0
stalbvi01,2010,1,CHI,2,2,2
huselkr01,2007,1,CAL,5,4,2
okposky01,2009,1,NYI,4,0,0
sundima01,2006,1,TOR,11,6,1
sharppa01,2009,1,CHI,10,2,2
nummepe01,2006,1,MIN,7,6,1
savarma01,2005,1,ATL,3,1,0
crosbsi01,2007,1,PIT,7,2,2
zubovse01,2008,1,DAL,2,0,0
eberljo01,2011,1,EDM,3,12,0
ruututu01,2008,1,CAR,6,3,1
vrbatra01,2005,1,CAR,2,1,1
eratma01,2009,1,NAS,11,5,3
nasluma02,2007,1,VAN,5,1,0
kovalal01,2009,1,OTT,9,5,2
nielsfr01,2010,1,NYI,8,5,2
kovalil01,2006,1,ATL,4,1,0
ruzicst01,2006,1,PHI,1,0,0
hartima01,2005,1,CBS,2,1,0
mitchto01,2007,1,SJS,2,0,0
langeja01,2006,1,NJD,5,3,1
weighdo01,2005,2,CAR,1,1,1
royde01,2009,1,BUF,5,1,0
sharppa01,2008,1,CHI,4,1,0
carteje01,2011,1,CBS,0,2,0
jokinol01,2009,1,CAL,9,5,1
hamilje01,2007,1,CAR,4,2,0
deshada01,2010,1,MTL,2,1,0
staalma01,2010,1,NYR,1,0,0
glenccu01,2009,1,CAL,1,0,0
kaletpa01,2009,1,BUF,1,0,0
holmsto01,2005,1,DET,2,1,1
belesma01,2009,1,AND,1,0,0
brylise01,2005,1,NJD,3,1,1
anisiar01,2009,1,NYR,2,0,0
vanekth01,2010,1,BUF,6,5,1
pruchpe01,2005,1,NYR,5,2,2
legwada01,2010,1,NAS,3,0,0
santomi01,2010,1,FLO,11,4,1
paveljo01,2010,1,SJS,9,2,1
walzwe01,2006,1,MIN,1,0,0
malkiev01,2010,1,PIT,3,1,0
lecavvi01,2009,1,TBL,8,1,1
ribeimi01,2006,1,DAL,9,4,2
fedotru01,2005,1,TBL,1,0,0
chimeja01,2006,1,CBS,4,1,1
eliaspa01,2010,1,NJD,3,0,0
tlustji01,2007,1,TOR,1,0,0
huselkr01,2010,1,CBS,4,1,0
staffdr01,2007,1,BUF,4,1,1
selante01,2009,1,AND,7,2,2
thomabi01,2005,1,PHO,1,0,0
handzmi01,2005,1,PHI,4,2,1
perryco01,2007,1,AND,7,4,3
spurgja01,2011,1,MIN,0,1,0
roenije01,2007,1,SJS,5,4,3
webersh01,2009,1,NAS,1,0,0
okposky01,2008,1,NYI,4,0,0
koltsko01,2005,1,PIT,1,0,0
kolniju01,2006,1,FLO,1,0,0
koistvi01,2008,1,NAS,4,3,1
schenbr01,2011,1,PHI,0,1,0
raymoma01,2007,1,VAN,3,1,1
potito01,2006,1,NYI,2,0,0
brierda01,2005,1,BUF,4,2,1
giroucl01,2009,1,PHI,5,3,2
ennisty01,2010,1,BUF,4,3,2
lapiema01,2009,1,MTL,3,1,1
fleisto01,2007,1,WAS,1,0,0
marlepa01,2011,1,SJS,0,1,0
