playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
bakerbi02,1909,1,MOS,NHA,2,120,0,2,0,,0,26,,,,,,,,,,
wamslri01,1984,1,STL,NHL,40,2319,23,12,5,3,0,126,1094,2,120,0,2,,0,0,7,56
knickri01,1993,1,LAK,NHL,4,174,1,2,0,2,0,9,71,,,,,,,,,
myreph01,1980,2,COR,NHL,10,580,3,6,1,0,0,33,,,,,,,,,,
masonch02,2000,1,NAS,NHL,1,59,0,1,0,0,0,2,20,,,,,,,,,
wakeler01,1976,1,SDM,WHA,46,2506,22,18,3,2,3,129,1242,3,160,2,1,,0,0,9,75
roachjo01,1932,1,DET,NHL,48,2970,25,15,8,,10,93,,4,240,2,2,0,,1,8,
moogan01,1987,1,BOS,NHL,6,360,4,2,0,1,1,17,181,7,354,1,4,,0,0,25,166
stcrori01,1982,2,TOR,NHL,17,920,4,9,2,0,0,58,499,1,1,0,0,,0,0,1,
rollial01,1952,1,CHI,NHL,70,4200,27,28,15,,6,175,,7,425,3,4,,,0,18,
nichobi01,1916,1,TBS,NHA,10,598,5,5,0,,0,40,,,,,,,,,,
kiprumi01,2003,1,CAL,NHL,38,2301,24,10,4,4,4,65,966,26,1655,15,11,,2,5,51,710
malarcl01,1988,1,WAS,NHL,42,2428,16,18,7,1,1,141,1145,,,,,,,,,
youngwe01,1990,1,PIT,NHL,18,773,4,6,2,0,0,52,428,,,,,,,,,
tabarri01,1998,1,WAS,NHL,23,1193,4,12,3,3,2,50,530,,,,,,,,,
couturi01,1974,1,CHC,WHA,1,60,0,1,0,0,0,5,36,,,,,,,,,
roachjo01,1930,1,NYR,NHL,44,2760,19,16,9,,7,87,,4,240,2,2,0,,1,4,
fowlehe01,1921,1,VA2,PCHA,24,1488,11,12,1,,1,70,,,,,,,,,,
simmoga01,1974,1,CLF,NHL,34,2029,10,21,3,2,2,124,,,,,,,,,,
garrejo01,1976,1,BIR,WHA,65,3803,24,34,4,4,4,224,2212,,,,,,,,,
moogan01,1996,1,DAL,NHL,48,2738,28,13,5,0,3,98,1121,7,449,3,4,,0,0,21,214
