playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
wisembr01,,,Brian,Wiseman,,Brian,,68,175,L,10812,5769,wisembr01,1996,1996,,,C,1971,7,13,Canada,ON,Chatham,,,,,,
goulemi01,,goulemi01h,Michel,Goulet,,Michel,,73,195,L,P199802,1985,goulemi01,1979,1993,1978,1978,L,1960,4,21,Canada,QC,Peribonca,,,,,,
duponje01,,,Jerome,Dupont,,Jerome Robert,J.D.,75,190,L,12515,7992,duponje01,1981,1986,,,D,1962,2,21,Canada,ON,Ottawa,,,,,,
chychje01,,,Jeff,Chychrun,,Jeffrey,,76,215,R,10258,986,chychje01,1986,1993,,,D,1966,5,3,Canada,QC,LaSalle,,,,,,
lakefr01,,,Fred,Lake,,Frederick Edgar,,67,175,R,,,,,,,,D,1882,,,Canada,SK,Moosomin,1937,11,28,Canada,QC,Aylmer
tilleto01,,,Tom,Tilley,,Thomas Robert,,72,190,R,11636,5402,tilleto01,1988,1993,,,D,1965,3,28,Canada,ON,Trenton,,,,,,
nigrofr01,,,Frank,Nigro,,Frank,,69,182,R,13851,3972,nigrofr01,1982,1983,,,R,1960,2,11,Canada,ON,Richmond Hill,,,,,,
cimetro01,,,Rob,Cimetta,,Robert,,72,190,L,10267,1000,cimetro01,1988,1991,,,L,1970,2,15,Canada,ON,Toronto,,,,,,
buchami01,,,Mike,Buchanan,,Michael Murray,,73,185,L,12139,11450,buchami01,1951,1951,,,D,1932,3,1,Canada,ON,Sault Ste. Marie,,,,,,
haywari01,,,Rick,Hayward,,Rick Douglas,,72,180,L,12888,2212,haywari01,1990,1990,,,D,1966,2,25,USA,OH,Toledo,,,,,,
,,gibsoja02h,Jack,Gibson,,John Liddell MacDonald,Doc,72,185,,B197601,,gibsoja01,,,,,D,1880,9,10,Canada,ON,Glen Allen,1955,10,7,,,
,,pickaal01h,Allan,Pickard,,Allan W.,,,,,B195804,,,,,,,,1895,1,2,Canada,ON,Exeter,1975,4,7,,,
backljo01,,,Johan,Backlund,,,,74,198,R,,76080,backljo01,2009,2009,,,G,1981,7,24,Sweden,,Skelleftea,,,,,,
bouchph01,,,Philippe,Boucher,,Philippe,,75,221,R,10142,501,bouchph01,1992,2008,,,D,1973,3,24,Canada,QC,St. Apollinaire,,,,,,
johnsra01,,,Randy,Johnston,,Randy John,,72,190,L,13128,7485,johnsra01,1979,1979,,,D,1958,6,2,Canada,ON,Brampton,,,,,,
fowleto01,,,Tom,Fowler,,Thomas,,71,165,L,12637,13217,fowleto01,1946,1946,,,L,1924,5,18,Canada,MB,Winnipeg,,,,,,
wallipe01,,,Peter,Wallin,,Peter,,69,170,R,14628,6600,wallipe01,1980,1981,,,R,1957,4,30,Sweden,,Stockholm,,,,,,
salmibo01,,salmibo01h,Borje,Salming,,Anders Borje,BJ,73,193,L,P199602,4742,salmibo01,1973,1989,,,D,1951,4,17,Sweden,,Kiruna,,,,,,
waitefr01,,,Frank,Waite,,Frank Edward,Deacon,71,150,L,14621,21917,waitefr01,1930,1930,,,C,1905,4,9,Canada,SK,Fort Qu'Appelle,1989,7,18,,,
mossda01,,,David,Moss,,,,75,200,L,20397,56760,mossda01,2006,2011,,,L,1981,12,28,USA,MI,Livonia,,,,,,
robinla01,robinla01c,robinla01h,Larry,Robinson,,Larry Clark,Big Bird,76,225,L,P199502,4612,robinla01,1972,1991,,,D,1951,6,2,Canada,ON,Winchester,,,,,,
healepa01,,,Paul,Healey,,Paul,Heater,74,198,R,11538,18623,healepa01,1996,2005,,,R,1975,3,20,Canada,AB,Edmonton,,,,,,
leducri01,,,Rich,LeDuc,,Richard Henri,,71,170,L,13349,3066,leducri01,1972,1980,1974,1978,C,1951,8,24,Canada,QC,Ile Perot,,,,,,
mccorde01,,,Dennis,McCord,,Dennis Frederick,,70,190,L,13604,8637,mccorde01,1973,1973,,,D,1952,7,28,Canada,ON,Chatham,2005,2,7,,,
ogrodjo01,,,John,Ogrodnick,,John Alexander,,72,204,L,11224,4063,ogrodjo01,1979,1992,,,L,1959,6,20,Canada,ON,Ottawa,,,,,,
vilgrcl01,,,Claude,Vilgrain,,Claude,,73,205,R,11700,5578,vilgrcl01,1987,1993,,,R,1963,3,1,Haiti,,Port-Au-Prince,,,,,,
kennemi01,,,Mike,Kennedy,,Michael,,73,195,R,10773,2685,kennemi01,1994,1998,,,R,1972,4,13,Canada,ON,Toronto,,,,,,
turnbra01,,,Randy,Turnbull,,Randy Layne,,72,185,R,14586,7991,turnbra01,1981,1981,,,D,1962,2,7,Canada,AB,Red Deer,,,,,,
johnsbo01,,,Bob,Johnson,,Robert Martin,,73,185,L,,6659,johnsbo01,1972,1974,1975,1975,G,1948,11,12,USA,MI,Farminton,,,,,,
cupolbi01,,,Bill,Cupolo,,William Donald,,68,170,R,12387,12753,cupolbi01,1944,1944,,,R,1924,1,8,Canada,ON,Niagara Falls,2005,12,7,Canada,ON,Niagara Falls
plantal01,,,Alex,Plante,,,,76,225,R,,81719,plantal01,2009,2011,,,D,1989,5,9,Canada,MB,Brandon,,,,,,
bossymi01,,bossymi01h,Mike,Bossy,,Michael Jean,Boss,72,186,R,P199101,487,bossymi01,1977,1986,,,R,1957,1,22,Canada,QC,Montreal,,,,,,
gagnesi01,,,Simon,Gagne,,Simon,,72,195,L,16752,29376,gagnesi01,1999,2011,,,L,1980,2,29,Canada,QC,Ste. Foy,,,,,,
savaran01,savaran01c,,Andre,Savard,,Andre,Sam,73,185,L,14229,4788,savaran01,1973,1984,,,C,1953,2,9,Canada,QC,Temiscamingue,,,,,,
vlkja01,,,Jaroslav,Vlk,,,,,,,,,vlkja01,,,1978,1978,,,,,,,,,,,,,
crawfbo02,,,Bobby,Crawford,,Robert,,68,180,L,12361,16968,crawfbo02,1980,1982,,,R,1960,5,27,USA,NY,Long Island,,,,,,
whitmde01,,,Derek,Whitmore,,,,70,190,,,,whitmde01,2011,2011,,,L,1984,12,17,,,,,,,,,
slateji01,,,Jim,Slater,,,,72,195,L,20515,63188,slateji01,2005,2011,,,C,1982,12,9,USA,MI,Petoskey,,,,,,
savarje01,,,Jean,Savard,,Jean,,71,172,R,14230,7405,savarje01,1977,1979,,,C,1957,4,26,Canada,QC,Verdun,,,,,,
coopeda01,,,David,Cooper,,David,,74,204,L,10290,10741,coopeda01,1996,2000,,,D,1973,11,2,Canada,ON,Ottawa,,,,,,
meechde01,,,Derek,Meech,,,,71,197,L,20767,54301,meechde01,2006,2011,,,D,1984,4,21,Canada,MB,Winnipeg,,,,,,
