playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
andrell01,1921,TRS,NHL,F,5,2,0,2,3
noblere01,1917,TOA,NHL,L,5,2,1,3,0
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
marshja02,1913,TBS,NHA,D,3,1,0,1,2
harrism01,1920,VML,PCHA,L,5,2,1,3,6
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
noblere01,1925,MTM,NHL,D,4,0,0,0,4
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
cookll01,1920,VML,PCHA,D,5,2,0,2,20
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
halljo01,1918,MTL,NHL,D,5,0,0,0,6
adamsja01,1920,VML,PCHA,C,5,2,1,3,6
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
gerared01,1920,OTS,NHL,D,5,0,0,0,44
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
stewane01,1925,MTM,NHL,C,4,6,1,7,14
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
