name,country,province,population,longitude,latitude
Тхимпху,БВ,Бутан,20000.0,90.0,27.0
Габороне,РБ,Ботсвана,,25.6,-24.5
Возвращение,D,Баден Вуртемберг,107782.0,,
Лесан,ТДж,Сычуань,341128.0,,
Роатан,HCA,&lt; &lt; Ислас де ла Баия &gt; &gt;,,,
Пенанг,ТЗА,Пулау Пинанг,219376.0,,
Дурадос,КР,Мато Гроссо-ду-Сул,153165.0,,
Бахавалпур,ПК,Пакистан,180263.0,,
Квебек,КН,Квебек,167517.0,-71.3833,46.8
Маруа,КАМ,Северная крайность,143000.0,,
Новокузнец,Р,Кемеровская область,572000.0,,
Текирдаг,ТR,Текирдаг,,,
Ньютаун Сент-Боуэллс,ГБ,Границы,,,
Харрисбург,США,Пенсильвания,53264.0,-76.7667,40.2
"""Ле-Мэнс""",F,Платежи за обучение в Луаре,145502.0,,
Кота Бахару,ТЗА,Келантан,219713.0,,
Сирнак,ТR,Сирнак,,,
Джинджецхен,ТДж,Цзянси,281183.0,,
Новосибирск,Р,Новосибирская область,1369000.0,,
Сурабая,РИ,Индонезия,2483871.0,112.717,-7.21667
Frankfort,США,Кентукки,25973.0,-84.5,38.1
Кефлавик,ИУ,Италия,6600.0,-22.5,64.0
Кричума,КР,Санта-Катарина,159033.0,,
Матала,МПК,Мапуту,337239.0,,
Честерфилд,ГБ,Дербишир,101200.0,,
Дуйсбург,D,Нордрхейн Вестфален,536106.0,,
Фукусима,J,Фукусима,,,
Meerut,СИН,Уттар-Прадеш,753778.0,,
Даньян,ТДж,Цзянсу,169603.0,,
Рибейрао Пирес,КР,Сан-Паулу,100335.0,,
Клермонт Ферран,F,Овернь,136181.0,3.4,45.5
Сьюдад Боливар,YV,Боливар,225340.0,,
Трухильо,YV,Трухильо,,,
Сьюдад Виктория,МЕКС,Тамаулипас,194996.0,-99.1,23.4
Яунде,КАМ,Центр,750000.0,12.0,3.5
Квилимы,РЭ,Буэнос-Айрес,509445.0,,
Курган,Р,Курганская область,363000.0,,
Виндхук,ДН,Намибия,,17.2,-22.3
Марсель,F,Прованс Коте dAzur,800550.0,5.2,43.2
Ла-Риоджа,РЭ,Ла-Риоджа,103727.0,-67.0,-29.3
Дордрехт,Нл,Зуид Холланд,213963.0,,
Чанчжоу,ТДж,Цзянсу,531470.0,,
Ларедо,США,Техас,122899.0,-99.45,27.5333
Жамбил,KAZ,Жамбил,,,
Мариго,СМАРТ,Сент-Мартин,5700.0,-63.1,18.1
Сент-Джордж,РГ,Гренада,30000.0,-61.4,12.4
Маракайбо,YV,Зулия,1249670.0,-71.6,10.65
Джинчжоу,ТДж,Ляонирование,569518.0,,
Нова Фрибурго,КР,Рио-де-Жанейро,169218.0,,
Лом,РТ,Того,,1.1,6.1
Дюссельдорф,D,Нордрхейн Вестфален,572638.0,6.8,51.2
Ричмонд,США,Вирджиния,202798.0,-77.3333,37.5
Итанагар,СИН,Аруначал-Прадеш,,93.4,27.1
Карамай,ТДж,Синьцзян Уйгур,197602.0,,
Тиран,AL,Австралия,192000.0,19.8,41.3
Сантандер,E,Кантабрия,194822.0,,
Болзано,I,Трентино Альто Адиге,100380.0,11.5,46.0
Арараквара,КР,Сан-Паулу,163831.0,,
Аль Кадариф,СУД,Шаркия,189384.0,,
Чанша,ТДж,Хунан,1330000.0,113.5,28.1
Даман,СИН,Даман и Диу,,,
Самаринда,РИ,Индонезия,407339.0,,
Хабли,СИН,Карнатака,648298.0,,
Оффенбах - главный,D,Гессен,116482.0,,
Пасуруан,РИ,Индонезия,152409.0,,
Непиан,КН,Онтарио,107627.0,,
Сантьяго-де-Компостелла,E,Галисия,,,
Адо Экити,ВАН,Нигерия,317000.0,,
Херсон,UA,Херсонска,361000.0,,
Эль-Уксур,ЕТ,Кена,148000.0,,
Джинкси,ТДж,Ляонирование,357052.0,,
Лянюнганг,ТДж,Цзянсу,354139.0,,
Рейвенна,I,Эмилия Романья,136724.0,,
Элазиг,ТR,Элазиг,222800.0,,
Веспрем,Н,Веспрем,,,
Пингингшан,ТДж,Хэнан,410775.0,,
Фарем,ГБ,Гэмпшир,101000.0,,
Пуэрто-Каррено,CO,Вичада,,,
Эль-Порвенир,ПА,Комарка де Сан-Блас,,,
Синпо,Норк,Северная Корея,158000.0,,
Тхэджон,ОК,Южная Корея,1272143.0,,
Уджайн,СИН,Мадхья Прадеш,362633.0,,
Ватикан,V,Святейший Престол,392.0,12.3,41.5
Дорчестер,ГБ,Дорсет,,,
Сент-Хелен,ГБ,Мерсисайд,180200.0,,
Маминирование,ТДж,Гуандун,178683.0,,
Ван,ТR,Ван,194600.0,,
Петропавловский Камчатский,Р,Камчатская область,210000.0,,
Шеффилд,ГБ,Южный Йоркшир,530100.0,,
Биль,CH,БУДЬ,53308.0,,
Би,АНГ,Би,,,
Мейсиан,ТДж,Гуандун,132156.0,,
Итаквакечетуба,КР,Сан-Паулу,228533.0,,
Табора,ЕАТ,Табора,,,
Хакодат,J,Хоккайдо,287691.0,140.7,41.8
Энн Арбор,США,Мичиган,109608.0,,
Даан,ТДж,Джилин,138963.0,,
Сан-Луис,КР,Маранхао,781068.0,-44.1,-2.3
Хами,ТДж,Синьцзян Уйгур,161315.0,,
Вакра,Q,Катар,23682.0,50.7,25.2
Шолнок,Н,Шолнок,,,
Занджан,IR,Занджан,280691.0,,
Джамбул,KAZ,Жамбил,130600.0,,
Ангарск,Р,Иркутская область,267000.0,,
Бенони,RSA,Гаутенг,114000.0,,
Иньямбане,МПК,Иньямбане,,,
Пунтарены,ЧР,Пунтарены,92400.0,-84.8,10.0
Утсономия,J,Точиги,,,
Освобождение,CZ,Североцеский,160000.0,,
Зигонг,ТДж,Сычуань,393184.0,,
Челтенхем,ГБ,Глостершир,106700.0,,
Чандигарх,СИН,Чандигарх,510565.0,76.5,30.5
Бида,ВАН,Нигерия,111000.0,,
Гальмстад,И,Хэлланд,77601.0,13.0,56.4
Уанкавелика,ПЭ,Уанкавелика,,,
Майами,США,Флорида,358648.0,-80.1,25.4
Лоуэлл,США,Массачусетс,103439.0,-71.3167,42.65
Аруша,ЕАТ,Аруша,134708.0,,
Эльбасан,AL,Австралия,53000.0,20.1,41.1
Чаоян,ТДж,Ляонирование,222394.0,,
Уппсала,И,Уппсала,183472.0,17.4,59.5
Гэри,США,Индианаa,116646.0,,
Ираклион,ГР,Крити,102398.0,,
Сукиан,ТДж,Цзянсу,105021.0,,
Голливуд,США,Флорида,121720.0,,
Турбо,CO,Антиокия,127045.0,,
Хартум,СУД,Аль-Хартум,924505.0,32.55,15.6167
Героика Ногалес,МЕКС,Сонора,105873.0,,
Остерсунд,И,Джамтланд,56662.0,14.3,63.2
Леуварден,Нл,Фризленд,,,
Златуст,Р,Челябинская область,203000.0,,
Берн,CH,БУДЬ,134393.0,7.3,46.6
Валенсия,E,Валенсия,764293.0,-0.383333,39.4667
