country,name,percentage
WD,Индейцы-карибы,100.0
ТМ,Русский,9.8
MD,Украинский,13.8
И ДОЛЖНОСТНЫЕ ЛИЦА,Испанский,61.0
Юзеф,Казак,4.1
КАМ,Африка,13.0
ЧР,Китайцы,1.0
ARM,Азербайджан,3.0
BZ,Майя,11.0
АМСА,Тонга,4.0
Р,Татар,3.8
Парень,Европейские китайцы,2.0
KGZ,Киргиз,52.4
KOS,Албанец,88.0
HELX,Африканское происхождение,50.0
MD,Молдавский/румынский,64.5
ES,Индейцы,5.0
ДЖА,Афро-европейская,15.1
ЛВ,Белорусский,4.5
ГНБ,Европейская,1.0
РСС,Банда,27.0
К,Вьетнам,5.0
SGP,Индейцы,6.4
SLB,Китайцы,0.3
КАМ,Камерун,31.0
БРИН,Арабский,10.0
ПР,Азиатский,0.4
МСП,Индустани,37.0
Газа,Палестинский арабский,99.4
LAO,Лао Тён,22.0
БГ,Болгарский,85.3
БРУ,Малай,64.0
БВИР,Черный,83.4
WL,Африка,90.3
ХОНКС,Филиппины,1.6
KGZ,узбекский,12.9
Р,Белорусский,0.8
UA,Украинский,73.0
НКА,Европейская,34.1
ЭАК,Лухия,14.0
DZ,Араб-бербер,99.0
MS,Креольский,27.0
БРИН,Бахрейн,63.0
ТТ,Китайцы,1.0
ТА,Китайцы,14.0
МПК,Евро-африканская,0.2
ИРК,Курдский,15.0
ГБ,Шотландский,9.6
SK,Украинский,0.3
РВА,Тва,1.0
JOR,черкесский,1.0
ЕТ,Восточный Хамитик,99.0
XMAS,Малай,10.0
IR,Туркмен,2.0
E,Скандинавские страны Средиземноморья,100.0
ФЛ,Алеманский,95.0
RO,Румынский,89.1
ПДТ,Европейцы,100.0
КР,Африка,44.0
AFG,Таджик,25.0
ДЖА,Афро-китайский,1.2
TN,Еврейский,1.0
БВ,Непал,35.0
К,Кхмерский,90.0
ЗАХОД,Еврейский,17.0
ЕАС,Арабский,1.0
УРБ,Европейская,4.0
AUS,Белый,95.0
БОЛ,Кечуа,30.0
Р,Молдавский,0.7
ОМТС,Награда,100.0
AL,Албанец,95.0
A,словенский,0.2
ОПП,Сербский,82.9
B,Флеминг,55.0
AZ,Армянский,2.3
Н,Сербский,2.0
Новой Зеландии,маори,8.9
SN,Фулани,17.0
CV,Европейская,1.0
ЗРЕ,Мангбету-Азанде,45.0
MK,Турецкий,4.0
KAZ,Казак,41.9
ЛТ,Литовский,80.1
ОПП,Венгерский,3.9
КАМ,Северо-западный Банту,8.0
ЭТО,Оромо,40.0
LAO,Лао Сун Хмонг Яо,9.0
Кл,Тамильский,18.0
AFG,Пуштун,38.0
Q,Индейцы,18.0
ЭВ,Эстонский,61.5
РИМ,Маур,30.0
MK,Македонский,65.0
Нл,Датч,96.0
СИР,Арабский,90.3
БГ,Рома,2.6
GH,Африка,99.8
KWT,Кувейт,45.0
PL,Украинский,0.6
РЧ,Европейская,5.0
ТТ,Восточная Индия,40.0
ЕАС,Багису,5.0
RCH,Индейцы,3.0
Новой Зеландии,Тихоокеанские острова,2.9
ФАЛК,,31.5
МЬЯ,Берман,68.0
ЕАС,Ачоли,4.0
Н,Венгерский,89.9
CI,Сенуфу,15.0
Клянусь!,Русский,13.2
PL,Польский,97.6
ЛТ,Белорусский,1.5
Н,Словацкий,0.8
SLO,Хорватский,3.0
JOR,Армянский,1.0
SN,Европейский ливанец,1.0
КАМ,Восточная Нигритская,7.0
БЕРМ,Белый,34.1
МНП,Албанец,5.0
АНГ,Баконго,13.0
ПА,Индейцы,6.0
SGP,Малай,14.9
Н,Немецкий,2.6
БОЛ,Аймара,25.0
SLB,Европейская,0.8
PY,Индейцы,5.0
SN,Сержант,17.0
МЕКС,Индейцы,30.0
МЬЯ,Индейцы,2.0
КР,Китайцы,14.0
ЕАС,Карамойонг,12.0
Ил,Еврейский,82.0
ВАФА,Полинезийский,100.0
CI,Баул,23.0
ГБ,Ирландский,2.4
ЭАК,Камба,11.0
МЭТ,Еврейский,0.2
KAZ,Татар,2.0
БВИР,Смешанные,5.4
БД,Бенгальский,98.0
КН,Азиатский,11.5
КАМ,Экваториальный банту,19.0
HR,словенский,0.5
РММ,Пёль,17.0
РН,Гурманш,1.2
MD,Еврейский,1.5
RO,Рома,1.6
SVAX,Норвежский,55.4
НИК,Индейцы,5.0
WS,Европейцы,0.4
Q,Иран,10.0
ОПП,Хорватский,1.1
Кейм,Смешанные,40.0
АМСА,Белый,2.0
HELX,Китайцы,25.0
ХОНКС,Китайцы,95.0
РГ,Африка,100.0
PL,Немецкий,1.3
АНГ,Европейская,1.0
РБ,Кгалагади,4.0
ЭТО,Журчание,2.0
SK,Рома,1.5
МСП,Креольский,31.0
ФШМ,Полинезийский,100.0
SN,Диола,9.0
РММ,Вольтаический,12.0
ПА,Вест-Индская,14.0
БиГ,Сербский,40.0
ЕАС,Баганда,17.0
NAU,Тихоокеанские острова,26.0
Кл,Ведда,1.0
ГБ,Уэльский,1.9
VN,Китайцы,3.0
KAZ,Немецкий,4.7
Юзеф,Каракалпак,2.1
NAU,Китайцы,8.0
D,Польский,0.4
UA,Русский,22.0
D,Греческий,0.4
ИРК,Ассирийская,5.0
ГЭ,Армянский,8.1
БиГ,Хорватский,22.0
Бен,Африка,99.0
TN,Европейская,1.0
РБ,Бэтсвана,95.0
РСС,Мбум,4.0
СУА,Метисы - индейцы - испанский,56.0
HCA,Индейцы,7.0
CZ,Венгерский,0.2
МЬЯ,Шан,9.0
RCH,Европейская европейско-индийская,95.0
РП,Китайцы,1.5
IR,Лур,2.0
РН,Туарег,8.0
ЕАС,Басого,8.0
ГБГ,Норманско-французский,100.0
ЛТ,Польский,7.7
CI,Бете,18.0
