river,country,province
Теннесси,США,Северная Каролина
Меконг,К,Камбоджа
Индус,СИН,Джамму и Кашмир
Тейсс,Н,Хадду Бихар
Рейн,CH,Шшш
Миссисипи,США,Айова
Волга,Р,Самарская область
Эннс,A,Зальцбург
Замбези,МПК,Маника
Янгце,ТДж,Цинхай
Донау,Н,Пистолет
Иордания,СИР,Сирия
Вольта,BF,Буркина-Фасо
Санга,КАМ,Эст
Рио Магдалена,CO,Бойяка
Волга,Р,Республика Татарстан
Брахмапутра,СИН,Ассам
Миссури,США,Северная Дакота
Янгце,ТДж,Анхуи
Иртыш,Р,Тюменская область
Южная Морава,KOS,Косово
Амур,Р,Амурская область
Аргун,Р,Читинская область
Касаи,ЗРЕ,Шаба/Катанга
Драу,I,Трентино Альто Адиге
Темба,ГБ,Беркшир
Клараэльв,Н,Хедмарк
Днестр,UA,Odeska
Одер,PL,Легкие
Драу,SLO,Словения
Западная Двина,ЛВ,Латвия
Днепр,UA,Киевска
Вейксель,PL,Килецкий
Парана,КР,Гоиас
Сирдарья,Юзеф,Наманган
Меконг,VN,Вьетнам
Амазонки,ПЭ,Куско
Волга,Р,Тверская область
Эльба,D,Гамбург
Темба,ГБ,Оксфордшир
Габариты,СИН,Бихар
Темба,ГБ,Большой Лондон
Куанго,АНГ,Маланье
Амазонки,КР,Амазонки
Санага,КАМ,Центр
Нил,ЕТ,Сохаг
Одер,D,Бранденбург
Лаген,Н,Хедмарк
Нил,ЕТ,Эль-Кахира
Ломами,ЗРЕ,Верхний Заир
Лимпопо,RSA,Лимпопо
Салуэн,МЬЯ,Шан
Касаи,АНГ,Лунда Сул
Po,I,Пьемонт
Куанго,ЗРЕ,Бандунду
Западная Двина,Клянусь!,Беларусь
Бахр-эль-Джебель/Альберт-Нил,СУД,Бахр-эль-Газаль
Драу,A,Каринтия
Синий Нил,ЭТО,Эфиопия
Иллер,A,Ворарльберг
Шабель,СП,Сомали
Арувими,ЗРЕ,Верхний Заир
Одер,D,Мекленбург Ворпоммерн
Река Аллегени,США,Нью-Йорк
Евфрат,СИР,Сирия
Реус,CH,LU
Сирдарья,KAZ,Онгтустик Казакстан
Ориноко,CO,Вичада
Эльба,CZ,Праха
Рейн,A,Ворарльберг
Вейксель,PL,Бельский
Сохранить,HR,Хорватия
Гётаэльв,И,Готеборг ох Бохус
Миссисипи,США,Миннесота
Парагвай,БОЛ,Боливия
Морава,ОПП,Сербия
Эльба,D,Мекленбург Ворпоммерн
Драу,Н,Баранья
Рейн,Нл,Гелдерленд
Aare,CH,БУДЬ
Карасу,ТR,Эрзинкан
Днепр,UA,Днепропетровская
Черный кусок,AL,Австралия
Фульда,D,Гессен
Гломма,Н,Хедмарк
Рио Сан-Хуан,ЧР,Алахуэла
Гломма,Н,Остров
Миссисипи,США,Луизиана
Амазонки,КР,Пункт
Кимижоки,SF,Микели
Уругвай,РЭ,Миссионес
Убанги,ЗРЕ,Уравнение
Нигер,RG,Гвинея
Ольт,RO,Харгита
Замбези,Z,Западный
Нил,ЕТ,Эль-Минья
Вейксель,PL,Седлекки
Вааль,RSA,Северный мыс
Интенсивность,D,Байерн
Тейсс,UA,Черновецкая
Аллер,D,Нидераксен
Акагера,ЕАТ,Мванза
Индус,ТДж,Тибет
Гудзон Ривер,США,Нью-Йорк
Гудзон Ривер,США,Нью-Джерси
Нарын,Юзеф,Тоскент
Парана,РЭ,Корьенты
Волга,Р,Ярославская область
Бусира,ЗРЕ,Уравнение
Рио-Негро,КР,Рорайма
Тшуапа,ЗРЕ,Восточная Касаи
Уэсер,D,Нидераксен
Сирдарья,TAD,Худжан
Индус,ПК,Пакистан
Колорадо,США,Колорадо
Пьэндш,TAD,Кулоб
Парана,РЭ,Энтр-Риос
Заир,ЗРЕ,Верхний Заир
Эбро,E,Риоджа
Ольт,RO,Ковасна
Река Святого Лоуренса,КН,Квебек
Вейксель,PL,Варецский
Евфрат,ИРК,Аль Басра
Рааб,A,Штирия
Пьэндш,TAD,Бадахшони Куни
Нарва,ЭВ,Литва
Меконг,ТДж,Юннан
Амур,Р,Хабаровский крей
Лех,D,Байерн
Бани,CI,Кот-д &apos; Ивуар
Нельсон Ривер,КН,Манитоба
Нил,ЕТ,Кафр-эш-Шейх
Ориноко,YV,Гуарико
Aare,CH,Вот так.
Рио Сан-Хуан,ЧР,Эредия
Амазонки,ПЭ,Укаяли
Габариты,БД,Бангладеш
Одер,CZ,Североморавский
Интенсивность,CH,ГР
Днестр,UA,Виннитская
Донау,D,Байерн
Урал,KAZ,Атырау
Хванхо,ТДж,Нэй Монголь
Сена,F,Иль де Франция
Вольта,GH,Гана
Рио Магдалена,CO,Норт-де-Сантандер
Салуэн,ТДж,Тибет
Тигр,ИРК,Ад Тамим
Заир,ЗРЕ,Уравнение
Карун,IR,Хузестан
Черный кусок,MK,Чешская Республика
Аргун,ТДж,Хейлонгцзян
Прайт,UA,Черновецкая
Куило,АНГ,Моксико
Иравадди,МЬЯ,Соревнование
Янгце,ТДж,Хунан
Луар,F,Платежи за обучение в Луаре
Днестр,UA,Ивано Франкивска
Донау,A,Вена
Тобол,Р,Курганская область
Парана,РЭ,Буэнос-Айрес
Пибор,СУД,Aali a Nil
Изир,F,Рон-Алпес
Сальзах,D,Байерн
Тейсс,ОПП,Сербия
Сенегал,РММ,Мали
Миссисипи,США,Иллинойс
Джениссдж,Р,Республика Хакассия
Евфрат,ИРК,Аль-Мутанна
Эльба,D,Саксен
Саскачеванская река,КН,Манитоба
Днепр,UA,Полтавска
