country,name,percentage
РММ,Кристиан,1.0
ГНБ,Кристиан,5.0
ДК,Римская католическая,2.0
ТУКА,Баптист,40.0
ЭТО,Христианская православная,35.0
Парень,Индуистский,33.0
МАРТ,Индуистский,5.0
RG,Мусульмане,85.0
L,Римская католическая,97.0
AFG,Мусульмане,99.0
СИН,Буддисты,0.7
РИ,Буддисты,1.0
CY,Мусульмане,18.0
Бен,Кристиан,15.0
ПНГ,Пресвитерианец,8.0
ТУКА,Церковь Божья,12.0
ВИРГ,Римская католическая,34.0
ТВЧ,Церковь Тувалу,97.0
МЬЯ,Мусульмане,4.0
БГ,Еврейский,0.8
F,Римская католическая,90.0
БВИР,Протестанты,86.0
KAZ,Христианская православная,44.0
БУ,Римская католическая,15.0
ТВЧ,Адвентист седьмого дня,1.4
МЭТ,Еврейский,0.2
ТТ,Мусульмане,6.0
ФГУ,Римская католическая,100.0
DZ,Кристиан,0.5
TAD,Мусульмане,85.0
CY,Христианская православная,78.0
ЭАК,Протестанты,38.0
IR,Мусульмане,99.0
БЕРМ,Римская католическая,15.0
ОПП,Христианская православная,85.0
МВт,Римская католическая,20.0
НЬЮ,Экалесия Ниуэ,61.0
ИРК,Кристиан,3.0
ДСО,Мусульмане,94.0
I,Римская католическая,98.0
MK,Христианская православная,67.0
SK,Римская католическая,60.3
ХОНКС,Кристиан,10.0
NEP,Индуистский,90.0
ZW,Кристиан,25.0
МК,Римская католическая,95.0
AZ,Мусульмане,93.4
ТЛ,Римская католическая,98.0
ОК,Конфуцианство,3.0
ГНБ,Мусульмане,30.0
МПГ,Мусульмане,4.0
ЗРЕ,Римская католическая,50.0
CZ,Римская католическая,39.2
США,Протестанты,56.0
ОК,Кристиан,48.6
МАКХ,Буддисты,45.0
И ДОЛЖНОСТНЫЕ ЛИЦА,Римская католическая,100.0
М,Римская католическая,98.0
ТА,Индуистский,0.1
CI,Кристиан,12.0
BZ,Протестанты,30.0
ИУ,Римская католическая,3.0
МАРТ,Римская католическая,95.0
ВАН,Мусульмане,50.0
РИ,Протестанты,6.0
COCO,Мусульмане,80.0
HR,Христианская православная,11.1
Новой Зеландии,Методист,5.0
ARU,Римская католическая,80.8
BS,Англиканский,20.0
Нл,Римская католическая,34.0
G,Кристиан,55.0
ПА,Римская католическая,85.0
E,Римская католическая,99.0
RCH,Протестанты,11.0
ПА,Протестанты,15.0
BZ,Римская католическая,62.0
ТМ,Мусульмане,87.0
BS,Баптист,32.0
ОК,Буддисты,47.4
ТУКА,Англиканский,18.0
РММ,Мусульмане,90.0
J,Буддисты,84.0
РП,Буддисты,3.0
BS,Церковь Божья,6.0
ОК,Чондогио,0.2
WL,Римская католическая,90.0
ПЭ,Римская католическая,100.0
Z,Мусульмане,1.0
Н,Римская католическая,1.0
НЬЮ,Мормон,10.0
SY,Римская католическая,90.0
БД,Мусульмане,83.0
ПНГ,Адвентист седьмого дня,1.0
США,Еврейский,2.0
DZ,Мусульмане,99.0
Новой Зеландии,Римская католическая,15.0
ТВЧ,Бахаи,1.0
IRL,Англиканский,3.0
РП,Римская католическая,83.0
A,Римская католическая,85.0
BS,Протестанты,12.0
БД,Индуистский,16.0
МЕКС,Римская католическая,89.0
ТА,Буддисты,95.0
АМСА,Христианский конгрегационалист,50.0
Новой Зеландии,Протестанты,3.0
БУ,Адвентист седьмого дня,6.2
ВАГ,Мусульмане,90.0
ЛБ,Кристиан,10.0
НИК,Римская католическая,95.0
Кл,Мусульмане,8.0
SF,Протестанты,89.0
КИР,Римская католическая,52.6
Н,Протестанты,87.8
F,Еврейский,1.0
JOR,Кристиан,8.0
РЭ,Еврейский,2.0
ЕАС,Римская католическая,33.0
MS,Кристиан,28.3
AXA,Англиканский,29.0
КАМ,Кристиан,33.0
ФПОЛ,Протестанты,54.0
ГБЦ,Еврейский,2.0
Клянусь!,Христианская православная,60.0
РСС,Римская католическая,25.0
ПР,Римская католическая,85.0
ГЭ,Христианская православная,75.0
Новой Зеландии,Пресвитерианец,18.0
ДОМ,Римская католическая,95.0
TCH,Мусульмане,50.0
WD,Протестанты,15.0
РП,Протестанты,9.0
ГЭ,Армянский апостол,8.0
ФШМ,Протестанты,47.0
БЕРМ,Англиканский,23.0
КИР,Мормон,6.0
TCH,Кристиан,25.0
ФСО,Кристиан,52.0
ТЛ,Мусульмане,1.0
КР,Римская католическая,70.0
БГ,Христианская православная,85.0
ARU,Протестанты,9.0
РИ,Индуистский,2.0
Кейм,Римская католическая,11.0
ТА,Кристиан,0.5
ЭАК,Римская католическая,28.0
BF,Кристиан,10.0
НКА,Протестанты,30.0
РБ,Кристиан,50.0
КБК,Кристиан,50.0
ДЖА,Римская католическая,5.0
МАКХ,Протестанты,1.0
IRL,Римская католическая,93.0
СПМИ,Римская католическая,99.0
ВАГ,Кристиан,9.0
ПР,Протестанты,15.0
BS,Методист,6.0
Нл,Протестанты,25.0
ЕТ,Мусульмане,94.0
ЗАХОД,Еврейский,17.0
L,Еврейский,3.0
F,Протестанты,2.0
Ру,Римская католическая,66.0
РЧ,Римская католическая,80.0
HR,Мусульмане,1.2
NEP,Мусульмане,3.0
SK,Христианская православная,4.1
ГЭ,Мусульмане,11.0
ЕС,Римская католическая,95.0
ФШМ,Римская католическая,50.0
KAZ,Протестанты,2.0
