name,code,capital,province,area,population
Австрия,A,Вена,Вена,83850.0,8023244
Австралия,AL,Тиран,Австралия,28750.0,3249136
Армения,ARM,Ереван,Армения,29800.0,3463574
Азербайджан,AZ,Баку,Азербайджан,86600.0,7676953
Бельгия,B,Брюссель,Брабант,30510.0,10170241
Австралия,БГ,София,Австралия,110910.0,8612757
Босния и Герцеговина,БиГ,Сараево,Босния и Герцеговина,51233.0,2656240
Беларусь,Клянусь!,Минск,Беларусь,207600.0,10415973
Швейцария,CH,Берн,БУДЬ,41290.0,7207060
Чешская Республика,CZ,Прага,Праха,78703.0,10321120
Германия,D,Берлин,Берлин,356910.0,83536115
Испания,E,Мадрид,Мадрид,504750.0,39181114
Литва,ЭВ,Таллинн,Литва,45100.0,1459428
Франция,F,Париж,Иль де Франция,547030.0,58317450
Соединенное Королевство,ГБ,Лондон,Большой Лондон,244820.0,58489975
Грузия,ГЭ,Тбилиси,Грузия,69700.0,5219810
Греция,ГР,Афины,Аттики,131940.0,10538594
Венгрия,Н,Будапешт,Будапешт (муниципалитет),93030.0,10002541
Хорватия,HR,Загреб,Хорватия,56538.0,5004112
Италия,I,Рим,Лацио,301230.0,57460274
Иран,IR,Тегеран,Тегеран,1648000.0,66094264
Ирак,ИРК,Багдад,Багдад,437072.0,21422292
Казахстан,KAZ,Алматы,Алма-Ата (муниципалитет),2717300.0,16916463
Косово,KOS,Приштина,Косово,10887.0,1804838
Литва,ЛТ,Вильнюс,Литва,65200.0,3646041
Латвия,ЛВ,Рига,Латвия,64100.0,2468982
Молдова,MD,Кишинев,Молдова,33700.0,4463847
Чешская Республика,MK,Скопье,Чешская Республика,25333.0,2104035
Монголия,МПГ,Улан-Батор,Монголия,1565000.0,2496617
Норвегия,Н,Осло,Осло,324220.0,4383807
Северная Корея,Норк,Пхеньян,Северная Корея,120540.0,23904124
Польша,PL,Варшава,Варецский,312683.0,38642565
Россия,Р,Москва,Москва,17075200.0,148178487
Румыния,RO,Бухарест,Букурести,237500.0,21657162
Франция,И,Стокгольм,Стокгольм,449964.0,8900954
Словакия,SK,Братислава,Словакия,48845.0,5374362
Сирия,СИР,Дамаск,Сирия,185180.0,15608648
Суринам,МСП,Парамарибо,Суринам,163270.0,436418
Остров Св. Елены,HELX,Джеймстаун,Остров Св. Елены,413.0,7637
Доминика,WD,Розау,Доминика,746.0,82926
Виргинские острова,ВИРГ,Шарлотта Амали,Виргинские острова,352.0,97120
Сент-Винсент и Гренадины,WV,Кингстаун,Сент-Винсент и Гренадины,389.0,118344
Лаос,LAO,Вьентьян,Лаос,236800.0,4975772
Таиланд,ТА,Бангкок,Таиланд,514000.0,58851357
Узбекистан,Юзеф,Ташкент,Тоскент,447400.0,23418381
Свазиленд,УР,Мбабан,Свазиленд,17360.0,998730
Никарагуа,НИК,Манагуа,Никарагуа,129494.0,4272352
Судан,СУД,Хартум,Аль-Хартум,2505810.0,31547543
Доминиканская Республика,ДОМ,Санто-Доминго,Доминиканская Республика,48730.0,8088881
Французская Гвиана,ФГУ,Кайенн,Французская Гвиана,91000.0,151187
Фолклендские острова,ФАЛК,Стэнли,Фолклендские острова,12173.0,3140
Джибути,ДСО,Джибути,Джибути,22000.0,427642
Черногория,МНП,Подгорица,Черногория,14026.0,672180
Марокко,МЭТ,Рабат,Марокко,446550.0,29779156
Вануату,БУ,Порт-Вила,Вануату,14760.0,177504
Непал,NEP,Катманду,Непал,140800.0,22094033
Гондурас,HCA,Тегусигальпа,Франциско Моразан,112090.0,5605193
Бахрейн,БРИН,Манама,Бахрейн,620.0,590042
Бенин,Бен,Порто-Ново,Бенин,112620.0,5709529
Индией,СИН,Дели,Дели,3287590.0,952107694
Гвинея,RG,Конакри,Гвинея,245860.0,7411981
Воссоединение,ВРЕМЯ,Сент-Денис,Воссоединение,2510.0,679198
Мавритания,РИМ,Нуакшот,Мавритания,1030700.0,2336048
Япония,J,Токио,Токио,377835.0,125449703
Китай,ТДж,Пекин,Пекин (муниципальный),9596960.0,1210004956
Мали,РММ,Бамако,Мали,1240000.0,9653261
Чили,ДЖА,Кингстон,Чили,10991.0,2595275
Чили,RCH,Сантьяго,Чили,756950.0,14333258
Италия,ИУ,Рейкьявик,Италия,103000.0,270292
Венесуэла,YV,Каракас,Федеральный департамент,912050.0,21983188
Турция,ТR,Анкара,Анкара,780580.0,62484478
Монако,МК,Монако,Монако,1.9,31719
Афганистан,AFG,Кабул,Афганистан,647500.0,22664136
Ангола,АНГ,Луанда,Луанда,1246700.0,10342899
Австралия,AUS,Канберра,Австралийская столичная территория,7686850.0,18260863
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Буркина-Фасо,BF,Уагадугу,Буркина-Фасо,274200.0,10623323
Бутан,БВ,Тхимпху,Бутан,47000.0,1822625
Бурунди,БИ,Бужумбура,Бурунди,27830.0,5943057
Боливия,БОЛ,Ла-Пас,Боливия,1098580.0,7165257
Бразилия,КР,Бразилиа,Федеральный департамент,8511960.0,162661214
Куба,C,Гавана,Сьюдад-де-ла-Хабана,110860.0,10951334
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Канада,КН,Оттава,Онтарио,9976140.0,28820671
Кот-д &apos; Ивуар,CI,Ямусукро,Кот-д &apos; Ивуар,322460.0,14762445
Шри-Ланка,Кл,Коломбо,Шри-Ланка,65610.0,18553074
Колумбия,CO,Богота,"Санта-Фе де Богота, округ Колумбия",1138910.0,36813161
Коста-Рика,ЧР,Сан-Хосе,Сан-Хосе,51100.0,3463083
Дания,ДК,Копенгаген,Дания,43070.0,5249632
Алжир,DZ,Алгье,Алжир,2381740.0,29183032
Кения,ЭАК,Найроби,Найроби,582650.0,28176686
Танзания,ЕАТ,Дар-эс-Салам,Дарессалам,945090.0,29058470
Уганда,ЕАС,Кампала,Уганда,236040.0,20158176
Эквадор,ЕС,Кито,Эквадор,283560.0,11466291
Эритрея,ЧП,Асмэра,Эритрея,121320.0,3427883
Сальвадор,ES,Сан-Сальвадор,Сальвадор,21040.0,5828987
Египет,ЕТ,Каир,Эль-Кахира,1001450.0,63575107
Эфиопия,ЭТО,Аддис-Абеба,Эфиопия,1127130.0,57171662
Габон,G,Либревиль,Габон,267670.0,1172798
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Гана,GH,Аккра,Гана,238540.0,17698271
Гвинея-Бисау,ГНБ,Бисау,Гвинея-Бисау,36120.0,1151330
Израиль,Ил,Иерусалим,Центральный,20770.0,5421995
Италия,IRL,Дублин,Италия,70280.0,3566833
Бруней,БРУ,Бандар Сери Бегаван,Бруней,5770.0,299939
Сектор Газа,Газа,,,360.0,813332
Гонконг,ХОНКС,Гонконг,Гонконг,1092.0,7055071
Иордания,JOR,Амман,Иордания,89213.0,4212152
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Кыргызстан,KGZ,Бишкек,Кыргызстан,198500.0,4529648
Кувейт,KWT,Кувейт,Кувейт,17820.0,1950047
Макао,МАКХ,Макао,Макао,16.0,496837
Малайзия,ТЗА,Куала-Лумпур,Федералы Куала-Лумпура,329750.0,19962893
Мьянма,МЬЯ,Рангун,Янгон,678500.0,45975625
Оман,РОУ,Маскат,Оман,212460.0,2186548
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Катар,Q,Доха,Катар,11000.0,547761
Индонезия,РИ,Джакарта,Индонезия,1919440.0,206611600
Ливан,RL,Бейрут,Ливан,10400.0,3776317
Саудовская Аравия,С.А.,Эр-Рияд,Саудовская Аравия,1960580.0,19409058
Таджикистан,TAD,Душанбе,Душанбе (шум),143100.0,5916373
Туркменистан,ТМ,Ашхабад,Ахал,488100.0,4149283
Барбадос,УРБ,Бриджтаун,Барбадос,430.0,257030
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Кипр,CY,Никосия,Кипр,9251.0,744609
Белиз,BZ,Бельмопан,Белиз,22960.0,219296
Новая Каледония,НКА,Нумеа,Новая Каледония,19060.0,227436
Майотта,Мэйо,Мамуцу,Майотта,374.0,223765
Сент-Люсия,WL,Кастри,Сент-Люсия,620.0,157862
Остров Рождества,XMAS,Летающая рыбная бухта,Остров Рождества,135.0,1402
Уругвай,Ру,Монтевидео,Уругвай,176220.0,3238952
