qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3719,353,22,3,9,10,1:38.257,1:37.511,1:36.998
102,22,20,5,15,14,1:27.442,1:27.412,
7108,967,13,3,19,13,1:12.432,1:12.521,
2628,258,104,29,9,9,1:12.444,,
959,62,3,3,10,19,1:13.506,,
2903,269,100,33,20,22,1:24.192,,
4581,842,15,205,21,20,1:38.791,,
6256,917,822,3,77,4,1:10.832,1:10.421,1:10.305
3831,111,44,7,20,10,1:23.460,,
2949,271,94,18,23,16,1:39.548,,
2754,264,77,6,28,3,1:24.980,,
1967,214,56,6,6,5,1:14.860,,
5868,900,13,3,19,9,1:31.228,1:44.242,1:48.079
2342,246,87,1,7,13,1:20.527,,
6478,934,828,15,9,15,1:34.643,1:34.868,
2019,216,71,21,1,13,1:43.361,,
140,24,6,3,8,12,1:17.638,1:18.062,
6453,933,154,208,8,10,1:11.821,1:09.920,
6094,909,818,5,25,13,1:18.496,1:18.285,
1606,175,55,15,11,16,1:33.910,,
2945,271,81,29,10,12,1:39.030,,
6633,943,832,5,55,11,1:20.960,1:20.942,
6490,936,826,9,26,7,1:23.587,1:23.597,1:23.332
2666,259,110,17,15,21,1:25.234,,
4157,93,46,18,20,17,1:26.899,,
5076,864,818,5,17,15,1:24.362,1:23.265,
1415,104,2,17,18,17,1:22.301,,
1041,66,15,7,8,13,1:28.549,1:27.973,
4647,845,5,205,20,15,1:25.874,1:25.403,
4967,860,18,1,3,2,1:26.832,1:25.663,1:25.074
1848,208,79,18,20,18,1:18.557,,
1921,212,14,1,10,3,1:17.521,,
3279,15,10,7,10,14,1:31.550,,
2654,259,79,25,3,9,1:23.322,,
4570,842,3,131,8,9,1:37.316,1:36.388,1:36.809
2184,240,87,1,7,9,1:21.779,,
3660,350,811,164,21,23,1:26.847,,
4368,105,44,7,17,8,1:34.975,,
5867,900,826,5,26,8,1:33.777,1:44.331,1:47.368
4572,842,30,131,7,11,1:36.904,1:37.035,
2263,243,95,1,7,10,1:23.927,,
1677,191,75,18,22,22,1:35.301,,
3803,110,14,1,5,2,1:13.818,,
1462,140,22,6,2,2,1:31.749,,
1247,82,15,7,16,9,1:15.532,,
2315,245,87,1,7,10,1:29.641,,
1455,125,37,19,17,17,1:38.374,,
5763,895,821,15,12,14,1:32.673,1:32.063,
5766,895,16,10,15,17,1:32.890,,
5235,871,1,1,4,8,1:49.605,1:48.563,1:48.394
5519,883,815,1,6,12,1:34.310,1:33.914,
3944,117,8,1,6,4,1:15.533,,
3289,16,15,7,9,4,1:24.621,1:20.635,1:20.097
6083,909,822,3,77,2,1:18.215,1:17.353,1:16.759
446,39,22,11,8,12,1:22.502,1:22.097,
2351,246,92,30,16,22,1:23.647,,
4220,96,46,18,20,20,,,
6504,937,1,131,44,1,1:48.908,1:48.024,1:47.197
4551,841,813,3,12,15,1:26.298,1:26.768,
2565,255,85,30,17,20,1:46.097,,
5364,876,808,207,21,19,1:28.756,,
18,18,7,5,14,18,1:27.446,,
6839,955,20,6,5,4,1:45.062,1:44.461,1:43.966
6480,934,4,1,14,17,1:34.959,,
4883,856,67,5,18,13,1:39.352,1:38.508,
2862,268,57,1,7,7,1:25.528,,
1380,89,21,4,6,2,1:34.401,,
6845,955,1,131,44,10,1:44.259,1:43.526,2:01.954
5914,902,20,9,1,11,1:35.549,1:34.985,
5291,873,811,3,19,17,1:49.809,,
6145,911,821,15,21,20,2:13.414,,
5712,893,4,6,3,7,1:45.115,1:44.153,1:43.938
5437,879,5,207,20,20,1:17.086,,
5502,882,822,3,17,17,1:37.769,,
1339,87,4,4,5,1,1:11.988,,
325,33,22,11,17,17,1:18.882,,
5885,901,4,6,14,4,1:58.889,2:01.356,2:00.175
6981,961,832,5,55,16,1:23.661,1:23.496,
329,34,1,1,22,1,1:35.566,1:34.947,1:36.303
1103,69,2,2,16,9,1:31.811,1:30.470,1:31.513
3031,3,15,7,9,6,1:36.308,1:35.645,1:36.835
2630,258,49,15,30,11,1:12.686,,
3799,108,42,19,15,18,1:31.723,,
2008,216,21,17,12,2,1:41.896,,
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500
5263,872,813,3,18,12,1:25.103,1:24.820,
1856,209,30,6,5,4,1:25.773,,
2775,264,106,33,19,24,1:29.299,,
7044,964,832,5,55,14,1:32.789,1:32.685,
137,24,22,11,17,9,1:18.256,1:18.020,1:20.848
2369,247,96,15,29,16,1:33.166,,
5270,872,808,207,21,19,1:26.887,,
1933,212,71,21,1,15,1:20.089,,
2127,228,65,15,14,14,1:29.541,,
2105,227,50,29,17,13,1:21.367,,
4817,852,814,10,15,18,2:07.758,,
7276,975,840,3,18,17,1:14.209,,
4575,842,814,10,15,14,1:38.045,1:37.370,
1494,156,56,19,18,14,1:13.189,,
6557,939,832,5,55,14,1:46.465,1:46.894,
895,59,13,6,6,21,,,
6541,938,829,209,28,18,1:27.731,,
