raceid,driverid,lap,position,time,milliseconds
948,817,16,4,1:32.520,92520
354,24,45,16,1:17.637,77637
202,21,32,8,1:22.683,82683
63,3,49,15,1:19.972,79972
227,77,19,16,1:23.112,83112
17,5,44,11,1:42.665,102665
169,14,64,3,1:21.817,81817
905,824,29,14,1:56.584,116584
952,832,61,6,1:30.223,90223
26,12,12,6,1:35.621,95621
156,49,2,15,1:18.197,78197
130,56,61,11,1:21.485,81485
198,21,10,10,1:21.293,81293
909,820,45,18,1:24.842,84842
941,829,26,16,1:46.858,106858
353,807,24,8,1:59.181,119181
61,13,42,6,1:18.491,78491
13,4,9,7,1:26.473,86473
343,22,30,16,1:32.640,92640
351,9,30,3,1:53.619,113619
970,828,36,15,1:41.024,101024
870,5,49,19,1:30.101,90101
842,17,8,10,1:47.346,107346
945,817,34,6,1:46.813,106813
235,79,25,13,1:28.431,88431
55,30,26,6,1:32.251,92251
238,55,39,3,1:26.069,86069
9,10,11,16,1:37.654,97654
848,813,24,17,1:46.714,106714
172,50,26,4,1:17.483,77483
134,37,65,10,1:17.624,77624
866,811,1,15,1:34.225,94225
916,18,47,9,1:44.927,104927
892,13,31,4,1:27.999,87999
9,10,41,14,1:36.714,96714
127,17,24,15,1:27.914,87914
960,20,26,9,1:55.418,115418
60,31,49,6,1:23.780,83780
968,807,24,6,1:47.797,107797
865,8,30,14,1:23.425,83425
156,37,8,18,1:18.266,78266
861,17,45,5,1:42.230,102230
861,813,5,5,2:24.173,144173
46,20,4,18,1:25.643,85643
70,29,35,17,1:15.205,75205
343,812,25,24,1:35.855,95855
351,5,50,14,1:53.336,113336
56,4,34,2,1:25.599,85599
214,56,2,3,1:20.461,80461
884,815,66,9,1:31.557,91557
938,817,22,8,1:29.843,89843
177,70,2,11,1:34.557,94557
127,14,55,6,1:27.765,87765
354,9,29,11,1:18.183,78183
236,22,7,16,2:02.919,122919
238,57,33,8,1:27.015,87015
74,15,5,4,1:25.343,85343
77,33,39,16,1:33.425,93425
225,71,70,1,1:23.590,83590
343,807,21,16,1:32.949,92949
221,56,4,11,1:22.412,82412
227,30,2,4,1:24.417,84417
110,15,52,6,1:25.725,85725
977,839,60,8,1:08.819,68819
25,9,14,5,1:17.926,77926
932,18,8,18,1:22.291,82291
931,831,11,11,1:21.571,81571
15,21,32,11,1:33.577,93577
108,4,50,7,1:30.237,90237
105,11,17,4,1:34.002,94002
857,815,26,11,1:32.044,92044
870,819,56,21,1:28.913,88913
136,13,52,4,1:18.458,78458
8,8,42,8,1:27.538,87538
56,18,55,7,1:26.528,86528
78,23,37,9,1:16.678,76678
33,13,63,9,1:18.802,78802
861,817,53,13,1:42.986,102986
75,33,45,14,1:22.601,82601
933,822,67,5,1:12.674,72674
100,30,57,1,1:19.908,79908
856,816,26,19,1:48.187,108187
94,17,31,14,1:20.657,80657
859,4,9,4,1:18.678,78678
88,4,34,5,1:32.678,92678
235,44,47,9,1:22.917,82917
130,49,1,10,1:35.430,95430
877,155,11,9,2:40.541,160541
198,14,3,4,1:19.153,79153
64,35,5,18,1:19.459,79459
161,65,28,17,1:54.711,114711
932,13,1,13,1:33.643,93643
113,42,10,6,1:11.289,71289
917,821,61,14,1:15.441,75441
216,22,30,9,1:51.405,111405
137,66,37,12,1:52.674,112674
352,20,40,1,1:35.941,95941
178,65,10,12,1:27.231,87231
58,13,13,4,1:17.894,77894
5,2,59,7,1:25.346,85346
17,4,14,17,1:43.213,103213
163,30,24,1,1:29.817,89817
945,815,33,5,1:46.826,106826
7,17,4,3,1:29.355,89355
342,3,8,8,1:21.474,81474
201,74,12,19,1:50.314,110314
351,155,13,10,1:54.221,114221
344,812,60,18,1:25.952,85952
84,39,13,19,1:30.890,90890
232,64,1,8,1:28.265,88265
228,79,15,15,1:31.089,91089
881,8,47,8,1:43.337,103337
936,18,24,12,1:29.508,89508
225,49,13,6,1:38.219,98219
87,22,68,6,1:14.298,74298
65,14,43,7,1:33.692,93692
