resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
3035,162,18,3,10,10,17.0,17,17,0.0,61,,,,,,,5
71,21,17,9,10,7,5.0,5,5,4.0,66,+35.938,5934989.0,19.0,8.0,1:22.564,202.969,1
1813,104,8,1,6,7,,R,19,0.0,13,,,11.0,13.0,1:23.365,250.162,5
13306,545,250,34,8,2,13.0,13,13,0.0,76,,,,,,,12
5264,261,104,29,9,21,,R,16,0.0,35,,,,,,,5
9148,394,170,22,19,6,6.0,6,6,1.0,63,,,,,,,12
14893,602,296,66,37,24,,R,24,0.0,1,,,,,,,6
23554,977,807,4,27,11,13.0,13,13,0.0,70,,,64.0,14.0,1:09.043,225.146,11
18017,744,441,172,16,27,10.0,10,10,0.0,40,,,,,,,13
13073,537,224,56,14,10,4.0,4,4,3.0,45,+36.88,5317780.0,,,,,1
1941,111,31,3,3,4,7.0,7,7,2.0,62,+45.271,5337329.0,,,,,1
4682,238,71,3,5,1,2.0,2,2,6.0,70,+19.966,6042881.0,,,,,1
23396,969,828,15,9,14,,R,18,0.0,21,,,18.0,19.0,1:32.052,207.391,9
15744,637,280,200,26,17,4.0,4,4,3.0,67,,,,,,,11
21651,877,818,5,17,17,12.0,12,12,0.0,55,+34.906,6393573.0,53.0,13.0,1:46.113,188.425,1
12281,508,230,51,22,22,,R,17,0.0,21,,,,,,,3
23094,956,830,9,33,8,2.0,2,2,18.0,71,+5.719,5263826.0,69.0,5.0,1:09.618,223.700,1
697,50,4,1,1,2,,R,21,0.0,41,,,25.0,2.0,1:28.511,185.590,3
11049,465,173,32,11,1,,R,25,0.0,12,,,,,,,94
2564,141,54,19,19,21,8.0,8,8,0.0,57,,,,,,,11
3913,202,15,20,12,16,,R,18,0.0,28,,,,,,,5
7969,358,112,33,30,17,,R,19,0.0,38,,,,,,,5
460,40,21,4,3,4,4.0,4,4,5.0,77,,,54.0,5.0,1:16.254,157.683,11
8665,377,165,44,32,23,,R,18,0.0,26,,,,,,,6
19396,807,579,131,2,2,3.0,3,3,4.0,79,,,,,,,11
3292,174,55,20,14,18,11.0,11,11,0.0,55,,,,,,,11
7353,330,114,39,18,0,,F,27,0.0,0,,,,,,,81
20809,842,30,131,7,11,9.0,9,9,2.0,56,+1:24.896,5944728.0,45.0,11.0,1:42.491,194.698,1
20320,728,310,176,15,0,,W,21,0.0,0,,,,,,,3
3788,197,21,22,5,4,2.0,2,2,6.0,69,+16.662,6073962.0,,,,,1
14981,606,328,25,3,8,2.0,2,2,6.0,40,+13.5,6249100.0,,,,,1
729,52,14,9,14,9,9.0,9,9,0.0,70,,,22.0,13.0,1:14.195,209.076,11
3920,203,49,3,2,9,4.0,4,4,3.0,44,+32.243,6259650.0,,,,,1
5032,252,69,18,24,18,14.0,14,14,0.0,68,,,,,,,13
21867,887,17,9,2,4,2.0,2,2,18.0,52,+0.765,5580221.0,52.0,1.0,1:33.401,227.059,1
5479,269,81,29,10,16,9.0,9,9,0.0,70,,,,,,,11
8911,385,158,21,18,25,,R,16,0.0,60,,,,,,,83
20379,339,153,5,17,14,9.0,9,9,2.0,56,+1:10.602,5699014.0,44.0,13.0,1:39.489,200.572,1
20596,348,22,3,9,12,10.0,10,10,1.0,69,,,68.0,3.0,1:22.811,190.452,11
22808,940,826,9,26,20,13.0,13,13,0.0,52,,,36.0,10.0,1:38.366,212.524,11
5174,258,83,32,11,24,8.0,8,8,0.0,79,,,,,,,14
1925,110,22,6,2,1,,R,11,0.0,47,,,,,,,69
17935,741,428,170,52,21,,R,23,0.0,6,,,,,,,5
15490,626,280,83,24,26,,R,24,0.0,7,,,,,,,3
12305,509,158,45,31,17,12.0,12,12,0.0,57,,,,,,,13
9595,411,157,21,17,18,11.0,11,11,0.0,76,,,,,,,14
2141,121,17,19,14,11,7.0,7,7,2.0,52,,,,,,,11
2164,122,50,18,19,19,10.0,10,10,0.0,69,,,,,,,14
12303,509,163,4,16,1,10.0,10,10,0.0,58,,,,,,,12
20849,844,20,9,1,1,1.0,1,1,25.0,58,1:30:17.558,5417558.0,50.0,3.0,1:29.937,213.669,1
11433,479,192,56,20,20,7.0,7,7,0.0,51,,,,,,,12
23060,954,826,5,26,15,12.0,12,12,0.0,69,,,50.0,11.0,1:16.942,204.044,11
2554,140,14,1,3,3,,R,18,0.0,7,,,,,,,37
1229,75,13,15,12,10,11.0,11,11,0.0,63,,,51.0,10.0,1:16.802,216.884,46
20644,350,22,3,9,10,10.0,10,10,1.0,53,+1:04.213,4648785.0,48.0,14.0,1:25.239,244.662,1
22638,931,1,131,44,1,3.0,3,3,15.0,78,+6.053,6564473.0,42.0,3.0,1:18.676,152.692,1
15712,635,327,25,6,12,,R,18,0.0,29,,,,,,,3
11864,493,216,21,30,24,,R,19,0.0,27,,,,,,,25
21610,875,819,206,25,24,19.0,19,19,0.0,53,,,52.0,16.0,1:44.462,193.505,12
18335,757,561,121,49,32,,R,23,0.0,115,,,,,,,3
22799,940,8,6,7,6,4.0,4,4,12.0,53,,,32.0,4.0,1:38.035,213.242,1
7135,324,122,41,16,23,,R,19,0.0,13,,,,,,,23
19173,797,651,105,46,16,8.0,8,8,0.0,79,,,,,,,45
21005,850,813,3,12,13,14.0,14,14,0.0,59,,,50.0,15.0,1:37.568,189.947,11
5945,286,79,25,3,21,,R,25,0.0,12,,,,,,,20
10593,449,95,32,12,7,,R,18,0.0,13,,,,,,,20
