constructorresultsid,raceid,constructorid,points,status
341,50,6,9.0,
723,86,15,3.0,
12065,621,82,0.0,
2003,206,25,0.0,
745,88,15,0.0,
10391,736,34,3.0,
253,42,4,4.0,
14694,888,206,0.0,
1570,167,15,1.0,
1736,182,22,0.0,
90,26,7,2.0,
1882,195,25,0.0,
10033,750,66,0.0,
3443,316,1,9.0,
14927,910,206,0.0,
2794,272,31,0.0,
3116,296,27,2.0,
15105,936,9,33.0,
1560,166,22,0.0,
1815,189,3,0.0,
13702,512,59,0.0,
13084,572,67,0.0,
4270,370,1,0.0,
13092,572,59,0.0,
5542,454,25,0.0,
3787,334,34,0.0,
291,45,8,0.0,
5860,474,56,0.0,
1995,206,1,14.0,
2459,247,18,0.0,
1439,155,17,0.0,
5882,476,4,1.0,
2530,253,1,0.0,
2512,251,30,0.0,
12541,603,57,0.0,
5366,442,54,0.0,
4482,381,45,0.0,
14908,909,131,40.0,
11781,650,37,0.0,
13020,568,25,6.0,
1370,149,1,5.0,
2205,225,3,10.0,
6346,504,45,0.0,
3748,332,45,0.0,
4161,364,44,0.0,
10896,699,172,9.0,
1696,178,21,0.0,
2951,284,18,0.0,
14285,854,1,28.0,
14828,901,206,0.0,
4913,410,49,0.0,
2366,240,6,6.0,
4381,376,42,0.0,
10334,730,170,9.0,
5029,419,25,5.0,
9894,757,107,8.0,
13701,512,6,0.0,
1121,126,3,8.0,
13755,517,61,0.0,
1535,164,22,4.0,
2930,283,29,3.0,
13843,523,54,0.0,
11304,671,191,2.0,
12848,586,32,0.0,
3389,313,6,4.0,
14769,896,15,0.0,
1482,159,21,0.0,
5294,437,6,0.0,
13825,521,59,0.0,
3893,8,9,18.0,
12062,621,34,1.0,
2696,265,32,0.0,
11879,636,180,4.0,
3864,5,9,11.0,
11763,648,66,0.0,
6434,510,45,0.0,
10750,712,170,1.0,
14574,878,6,27.0,
12949,563,70,0.0,
3573,323,27,0.0,
2704,266,18,0.0,
9616,767,32,0.0,
2180,222,18,0.0,
11251,689,11,3.0,
4748,398,18,0.0,
5409,445,32,3.0,
2899,280,15,0.0,
4811,402,18,0.0,
3569,323,22,6.0,
2956,285,15,3.0,
3017,289,37,0.0,
4304,372,6,8.0,
13389,527,32,9.0,
417,57,4,11.0,
2197,224,1,2.0,
2745,269,29,0.0,
12365,591,26,0.0,
4181,365,42,0.0,
3920,10,4,0.0,
13330,556,6,6.0,
3801,335,41,0.0,
13700,512,57,0.0,
12051,620,6,4.0,
11928,640,85,0.0,
2933,283,33,0.0,
5584,457,6,6.0,
4050,359,34,0.0,
13356,557,34,0.0,
6361,505,54,0.0,
13569,537,6,0.0,
6604,522,3,11.0,
3352,311,3,12.0,
5546,454,51,0.0,
11308,671,187,0.0,
