constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
8417,314,26,1.0,11,11,0
5072,243,25,0.0,8,8,0
26457,949,209,0.0,11,11,0
26124,917,15,0.0,10,10,0
24604,847,5,12.0,7,7,0
11332,499,4,9.0,2,2,1
8850,359,39,1.0,10,10,0
20382,701,176,0.0,10,10,0
26184,930,10,11.0,8,8,0
8838,359,32,0.0,12,12,0
6447,64,13,0.0,10,10,0
19883,726,54,0.0,12,12,0
23629,537,55,0.0,18,18,0
6032,113,15,8.0,7,7,0
9256,377,37,2.0,8,8,0
4731,281,18,7.0,7,7,0
23050,571,3,0.0,17,17,0
23226,548,67,1.0,10,10,0
10826,472,27,4.0,8,8,0
24616,848,5,16.0,7,7,0
19027,746,6,6.0,2,2,0
99,27,5,8.0,9,9,0
24317,343,1,172.0,1,1,3
20350,699,185,0.0,10,10,0
19054,749,167,3.0,5,5,0
25181,884,9,131.0,1,1,2
1626,174,18,0.0,10,10,0
24749,858,166,0.0,12,12,0
26844,980,131,392.0,1,1,7
8685,9,4,13.0,7,7,0
25134,879,164,0.0,12,12,0
22897,563,204,3.0,6,6,0
750,89,16,38.0,6,6,0
25404,216,6,71.0,1,1,3
25583,262,22,57.0,1,1,5
23395,558,56,11.0,9,9,0
25206,886,1,37.0,6,6,0
26628,963,10,124.0,4,4,0
6166,92,18,0.0,10,10,0
24097,519,3,14.0,5,5,0
20979,671,180,29.0,1,1,3
11288,497,3,95.0,1,1,4
10025,425,45,0.0,11,11,0
1638,34,6,156.0,1,1,7
7750,327,35,0.0,14,14,0
20901,689,172,0.0,16,16,0
25891,50,3,28.0,4,4,0
20899,689,170,6.0,9,9,0
26077,913,3,187.0,3,3,0
6407,61,1,65.0,3,3,0
21309,658,182,7.0,4,4,0
9374,384,48,3.0,9,9,0
2183,203,22,32.0,4,4,0
24748,858,205,0.0,10,10,0
11240,494,25,10.0,9,9,0
2110,196,25,0.0,11,11,0
3340,294,27,0.0,11,11,0
26484,952,210,22.0,6,6,0
7702,325,3,18.0,3,3,1
3410,299,22,51.0,3,3,0
5944,137,4,15.0,4,4,0
22877,561,63,0.0,13,13,0
24554,843,4,32.0,4,4,0
25961,902,208,0.0,8,8,0
24440,351,10,60.0,6,6,0
26724,968,9,468.0,2,2,2
22947,565,57,2.0,10,10,0
7635,321,45,0.0,12,12,0
2551,236,25,5.0,8,8,0
10521,454,55,1.0,7,7,0
23405,558,4,0.0,17,17,0
8491,318,42,0.0,19,19,0
26537,956,9,168.0,3,3,1
2580,239,3,175.0,1,1,12
1551,167,17,11.0,6,6,0
10678,464,27,0.0,12,12,0
11162,490,54,0.0,14,14,0
3475,303,33,1.0,12,12,0
2203,205,6,127.0,2,2,6
4747,282,29,1.0,10,10,0
9931,421,45,0.0,8,8,0
6252,101,15,18.0,6,6,0
10770,469,51,0.0,12,12,0
9420,386,45,0.0,16,16,0
10776,469,53,0.0,17,17,0
26068,912,5,19.0,7,7,0
5719,150,21,1.0,9,9,0
22348,599,32,26.0,4,4,2
6294,105,7,9.0,8,8,0
8948,364,44,0.0,20,20,0
24136,521,32,37.0,4,4,0
20672,694,188,1.0,9,9,0
2496,231,25,5.0,8,8,0
9645,401,34,10.0,7,7,0
22962,566,63,2.0,11,11,0
9013,368,1,128.0,1,1,9
5073,243,27,1.0,7,7,0
19890,726,66,35.0,2,2,2
9445,388,49,0.0,6,6,0
7908,335,42,0.0,18,18,0
10409,448,32,45.0,2,2,0
1565,168,15,6.0,7,7,0
8422,315,33,1.0,13,13,0
9043,369,3,54.0,3,3,1
9621,400,3,122.0,1,1,8
24990,870,164,0.0,12,12,0
19330,739,95,2.0,3,3,0
5041,240,25,0.0,5,5,0
25048,873,206,0.0,10,10,0
25295,894,5,31.0,8,8,0
23303,553,34,23.0,5,5,0
23648,538,55,0.0,18,18,0
11020,482,3,58.0,4,4,1
5514,181,16,0.0,10,10,0
26157,927,208,0.0,8,8,0
