targetid,raceid,driverid,win
57537,538,202,0
57065,574,229,0
21301,445,156,0
12321,119,22,0
19103,376,77,0
55776,601,323,0
55634,599,222,1
57781,544,238,0
55906,604,199,1
12792,107,32,0
22429,477,206,0
53886,677,280,0
66149,261,55,0
63797,339,153,0
57882,548,230,0
11657,153,60,0
65738,888,13,0
22369,475,195,0
50906,715,405,0
29875,17,20,1
45237,815,501,0
58424,559,172,0
49859,749,373,0
58729,521,173,0
15976,324,95,0
10777,213,30,1
56666,565,238,0
44954,812,699,0
49671,746,477,0
48966,698,401,0
18970,371,78,0
55320,591,280,0
10479,251,56,0
3114,160,37,0
44345,821,640,0
53994,622,327,0
44516,822,692,0
51833,804,619,0
22426,477,152,0
57602,539,208,0
5239,233,50,0
17153,307,103,0
43438,837,658,0
16285,332,127,0
9609,284,69,0
68074,966,815,0
65781,891,20,1
49875,750,356,1
7066,299,77,0
18258,358,77,0
46985,776,579,1
54311,631,289,0
54475,648,306,0
6791,289,79,0
45277,815,691,0
16270,331,101,0
51111,701,340,0
43348,836,498,0
3319,169,64,0
43300,835,772,0
22556,480,203,0
17871,7,18,1
19862,401,169,0
12093,140,37,0
64889,859,2,0
56124,581,197,0
58085,553,250,0
63667,727,449,0
10714,210,44,0
56830,569,239,0
17642,320,129,0
23314,497,118,0
47129,779,520,0
48556,734,341,0
49959,751,341,0
47226,781,606,0
10208,241,63,0
43329,836,619,0
57274,531,197,0
11922,132,66,0
55268,619,292,0
65863,894,817,0
44207,818,612,0
