raceid,driverid,stop,lap,time,duration,milliseconds
956,1,2,28,14:38:16,16.983,16983
842,814,1,11,16:23:16,22.773,22773
866,814,1,13,14:20:45,21.489,21489
905,818,1,26,14:40:32,25.444,25444
876,818,2,33,15:55:26,21.658,21658
850,18,1,24,14:43:15,20.952,20952
900,813,1,29,17:57:57,22.847,22847
869,39,1,22,14:34:43,19.535,19535
971,20,2,33,18:59:27,24.314,24314
949,838,2,25,18:45:55,24.682,24682
879,818,2,20,14:33:06,21.302,21302
937,8,1,11,14:28:44,22.578,22578
939,828,2,28,21:01:10,29.857,29857
917,13,3,50,15:07:25,26.918,26918
872,8,1,17,14:29:28,21.730,21730
862,1,1,10,15:21:13,20.903,20903
902,155,2,35,19:05:19,26.628,26628
884,820,2,30,14:50:58,21.582,21582
863,155,2,31,15:56:31,25.590,25590
909,821,3,50,15:15:08,19.779,19779
974,838,1,43,14:58:56,24.768,24768
964,1,2,33,14:58:11,22.732,22732
895,3,3,24,15:44:05,22.771,22771
964,4,1,9,14:19:03,22.786,22786
893,3,1,15,20:32:27,29.212,29212
931,1,1,38,14:53:49,24.181,24181
842,5,2,34,17:04:41,23.336,23336
914,18,3,31,16:26:40,28.547,28547
958,837,1,29,14:46:44,24.254,24254
948,1,1,16,16:32:16,21.940,21940
880,822,3,40,18:07:27,24.060,24060
890,4,1,12,14:21:21,21.599,21599
903,8,1,10,15:21:45,22.994,22994
844,20,2,25,15:42:31,20.112,20112
856,17,2,33,16:04:22,20.800,20800
885,823,1,1,14:04:55,35.100,35100
960,835,3,22,15:07:20,23.333,23333
953,1,1,31,14:54:06,26.315,26315
959,817,2,33,14:48:12,18.738,18738
914,824,2,13,15:52:24,25.116,25116
892,823,1,18,14:31:18,26.302,26302
916,3,2,34,15:05:43,24.513,24513
855,17,2,19,15:35:57,21.369,21369
974,840,2,67,15:33:42,25.248,25248
976,807,3,22,17:53:35,21:53.641,1313641
843,813,2,25,15:48:09,22.062,22062
936,817,4,46,15:17:22,18.758,18758
959,18,2,31,14:46:05,19.124,19124
958,830,1,16,14:26:36,22.389,22389
942,807,2,27,14:56:58,27.360,27360
843,16,2,30,15:56:26,21.058,21058
851,22,3,37,15:02:51,20.580,20580
854,816,1,16,20:36:22,31.763,31763
887,807,2,25,13:50:08,26.256,26256
886,3,3,57,15:19:14,21.459,21459
914,815,2,11,15:48:20,24.971,24971
908,155,2,29,14:54:55,29.540,29540
863,4,2,23,15:42:48,23.449,23449
955,828,1,16,17:34:12,21.083,21083
973,832,1,13,14:22:36,22.432,22432
859,5,2,31,14:45:14,22.013,22013
879,10,1,14,14:23:56,23.251,23251
862,17,3,34,16:03:03,20.471,20471
848,4,2,29,14:54:36,20.551,20551
917,4,2,28,14:39:32,23.134,23134
844,24,3,35,16:02:57,25.125,25125
951,13,2,46,16:25:17,30.065,30065
864,808,1,10,14:19:03,24.856,24856
856,813,2,22,15:45:44,13.984,13984
862,3,2,34,16:02:40,20.645,20645
881,821,1,7,16:17:55,24.397,24397
898,820,1,5,13:15:49,18.737,18737
937,154,1,9,14:24:43,23.717,23717
887,814,3,42,14:18:34,33.401,33401
962,831,1,1,20:06:44,25.057,25057
884,16,4,49,15:19:07,22.931,22931
907,807,1,9,14:14:26,21.920,21920
875,155,1,1,15:06:00,33.003,33003
894,822,1,8,15:18:36,23.912,23912
868,807,2,35,14:01:25,25.444,25444
871,20,1,21,14:48:56,20.811,20811
861,20,2,15,17:30:43,24.057,24057
899,813,1,23,14:34:24,23.600,23600
858,811,2,20,17:40:33,20.330,20330
861,13,4,38,18:18:08,26.934,26934
872,814,1,21,14:35:39,22.190,22190
959,836,2,26,14:39:43,19.626,19626
881,807,2,21,16:42:39,21.699,21699
856,813,3,28,15:56:30,22.035,22035
845,39,1,14,14:25:56,24.843,24843
