id,lgid,teamid,franchid,name,park
115,AL,WS2,TEX,Сенаторы Вашингтона,Стадион Griffith II
241,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля IV
35,AA,TL2,TLM,Толедо Маумес,Парк &lt; &lt; Сперанза &gt; &gt;
126,FL,PTF,PBS,Питтсбургские повстанцы,
38,AL,ANA,ANA,Анахеймские ангелы,Анахаймский стадион Ангелов
147,,RC1,ROK,Рокфордские лесные города,Сельскохозяйственное общество
98,AL,SEA,SEA,Морские пехотинцы Сиэтла,Поле Safeco
62,AL,CLE,CLE,Кливленд Напс,&lt; &lt; Парк II Лиги &gt; &gt;
293,NL,WOR,WOR,Вихревые рубиновые ножки,Вихревый парк для вождения
82,AL,NYA,NYY,Нью-Йорк Янкиз,Поло Земля IV
39,AL,ANA,ANA,Анахеймские ангелы,Международная организация &lt; &lt; Эдисон &gt; &gt;
193,NL,CIN,CIN,Красные ножки Цинциннати,Кросли Филд
179,NL,BSN,ATL,Бостонские голуби,South End Groups III
79,AL,ML4,MIL,Милуоки Брюэрс,Окружной стадион
23,AA,NY4,NYP,Города Нью-Йорка,Сент-Джордж Крикет Земля
300,PL,NYP,NYI,Нью-Йорк Гиганты,
220,NL,IN1,IBL,Индианаполис Блюз,Парк Саут-стрит
190,NL,CHN,CHC,Белые чулки Чикаго,Озерный парк I/Лейк Фронт Парк II
182,NL,CHN,CHC,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;
154,,WS6,WNT,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Олимпийские игры
60,AL,CLE,CLE,Индейцы Кливленда,Прогрессивная область
170,NL,BRO,LAD,Бруклинский супербас,Вашингтон Парк III
40,AL,BAL,BAL,Балтимор Ориолс,Памятный стадион
285,NL,SLN,STL,Сент-Луис Идеалос,Поле Робисон
206,NL,CN1,CNR,Красные Цинциннати,Банк-стрит
43,AL,BOS,BOS,Бостонские американцы,Земля Хантингтон-авеню
183,NL,CHN,CHC,Чикагские кольты,Вестсайдский парк I
302,PL,PTP,PBB,Питтсбургские бургеры,
186,NL,CHN,CHC,Чикаго Кабс,Филд Уригли
167,NL,BRO,LAD,Бруклинские комнаты,Восточный парк
230,NL,MIL,MIL,Милуоки Брюэрс,Окружной стадион
148,,SL1,SLR,Красные чулки Сент-Луиса,Красный бейсбольный парк &lt; &lt; Красный чулок &gt; &gt;
268,NL,SDN,SDP,Сан-Диего Падрес,Стадион Qualcomm
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
117,FL,BLF,BLT,Балтиморские террапины,
284,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV/Башский стадион II
240,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля III/Поло Земля IV
226,NL,LS1,LGR,Луисвилл Грейс,Бейсбольный парк Луизвилла
127,FL,SLF,SLI,&lt; &lt; Сент-Луис Терьерс &gt; &gt;,
211,NL,FLO,FLA,Флорида Марлинс,Стадион Джо Робби
69,AL,KCA,KCR,Канзас-Сити Роялс,Стадион Кауффмана
75,AL,LAA,ANA,Лос-Анджелесские ангелы Анахейма,Анахаймский стадион Ангела
52,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt; / парк &lt; &lt; Комиски &gt; &gt;
159,NL,BFN,BUF,Баффало Бизонс,Олимпийский парк I
47,AL,CAL,ANA,Калифорнийские ангелы,Анахаймский стадион
215,NL,HAR,HAR,Хартфорд Тёмный Блюз,Союзные земли (Бруклин)
76,AL,MIN,MIN,Близнецы из Миннесоты,Хьюберт Хэмфри Метродом
119,FL,BUF,BFL,Буффало Блюз,
36,AA,WS7,WST,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Атлетический парк
216,NL,HOU,HOU,Хьюстон Астрос,Астродом
92,AL,PHA,OAK,Филадельфия Атлетика,Колумбийский парк
195,NL,CIN,CIN,Красные Цинциннати,Кросли Филд
286,NL,SR1,SYR,Звезды Сиракуз,Парк Ньюэлла
283,NL,SLN,STL,Кардиналы Сент-Луиса,Парк IV для спортсменов
264,NL,PIT,PIT,Питтсбургские пираты,Три речного стадиона
311,UA,SLU,SLM,Сент-Луис Марунс,
218,NL,HOU,HOU,Хьюстон Астрос,Мини-парк &quot; Горничная &quot;
135,,CH2,CNA,Белые чулки Чикаго,23-я улица
160,NL,BFN,BUF,Баффало Бизонс,Парк Риверсайд
303,UA,ALT,ALT,Горный город Альтоона,
72,AL,LAA,ANA,Лос-Анджелесские ангелы,Стадион Dodger
132,,BR2,BRA,Бруклинские Атлантики,Союзные земли
214,NL,HAR,HAR,Хартфорд Тёмный Блюз,Hartford Ball Club Groups
136,,CL1,CFC,Кливлендские лесные города,Национальная ассоциация &lt; &lt; Земля &gt; &gt;
222,NL,IN3,IND,Индианаполис Хусье,Атлетический парк II
229,NL,MIA,FLA,Майами Марлинс,Парк Марлинс
11,AA,CL5,CBK,Колумб Бакейс,Парк отдыха I
65,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Парк &quot; Комерика &quot;
78,AL,MIN,MIN,Близнецы из Миннесоты,Целевая группа на местах
245,NL,NYN,NYM,Нью-Йорк Метс,Поло Земля IV
233,NL,ML2,MLG,Милуоки Грейс,Парк II &lt; &lt; Эклипс &gt; &gt;
196,NL,CIN,CIN,Красные Цинциннати,Crosley Field/Riverfront Stadium
310,UA,PHU,PHK,Критерии Филадельфии,
270,NL,SFN,SFG,Сан-Франциско Гиганты,Парк AT&T
292,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Стадион R.F.K.
68,AL,KC1,OAK,Канзас-Сити Атлетика,Муниципальный стадион I
