lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
15,abbotky01,,,1968,2,18,США,МЭТ,Ньюберипорт,,,,,,,Кайл,Эбботт,,Лоуренс Кайл,,200,76,L,L,9/10/1991,8/24/1996,Кэл Сент-Лонг-Бич,abbotky01,abbotky01,abbok001,abbotky01,abbotky01
52,adamsbo04,,,1952,1,6,США,ПА,Питтсбург,,,,,,,Боб,Адамс,,Роберт Мелвин,,200,74,Р,Р,7/10/1977,9/29/1977,ОАКЛА,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
72,adamswi02,,,1972,10,8,США,НМ,Гэллап,,,,,,,Вилли,Адамс,,Уильям Эдвард,,215,79,Р,Р,6/11/1996,8/14/1997,Стэнфорд,adamswi02,adamswi02,adamw001,adamswi02,adamswi02
74,adamsmi01,,,1947,9,13,США,КА,Сан-Диего,,,,,,,Майк,Адамсон,,Джон Майкл,,185,74,Р,Р,7/1/1967,5/7/1969,,adamsmi01,adamsmi01,adamm101,adamsmi01,adamsmi01
98,ahearpa01,,,1969,12,10,США,КА,Сан-Франциско,,,,,,,Пэт,Ахерне,,Патрик Говард,,195,75,Р,Р,6/14/1995,6/30/1995,Пеппердин,ahearpa01,ahearpa01,aheap001,ahearpa01,ahearpa01
118,albrija01,,,1921,6,30,США,ФЛ,Санкт-Петербург,1991.0,7.0,22.0,США,КА,Сан-Диего,Джек,Отлично.,,Гарольд Джон,,175,69,Р,Р,5/19/1947,7/27/1947,,albrija01,albrija01,albrj101,albrija01,albrija01
126,aldremi01,,,1961,1,29,США,КА,Кармель,,,,,,,Майк,Альдрите,,Майкл Питер,,180,71,L,L,5/28/1986,9/29/1996,Стэнфорд,aldremi01,aldremi01,aldrm001,aldremi01,aldremi01
154,allendu01,,,1972,8,9,США,Хорошо.,Город Оклахома,,,,,,,Дасти,Аллен,,,,215,76,Р,Р,7/1/2000,10/1/2000,,allendu01,allendu01,alled001,allendu01,allendu01
165,allenki01,,,1953,4,5,США,КА,Фонтана,,,,,,,Ким,Аллен,,Ким Брайант,,175,71,Р,Р,9/2/1980,9/29/1981,Кэл Риверсайд,allenki01,allenki01,allek101,allenki01,allenki01
218,alvarga01,,,1974,3,6,Мексика,26,Навохоа,,,,,,,Гейб,Альварес,,,,185,73,Р,Р,6/22/1998,9/30/2000,,alvarga01,alvarga01,alvag001,alvarga01,alvarga01
229,amalfjo01,amalfjo01m,,1934,1,23,США,КА,Сан Педро,,,,,,,Джоуи,Амалитано,,Джон Иосиф,,175,71,Р,Р,5/3/1954,6/27/1967,,amalfjo01,amalfjo01,amalj101,amalfjo01,amalfjo01
230,amarari01,,,1962,4,1,США,КА,Визалия,,,,,,,Богатый,Амарал,,Ричард Луис,,175,72,Р,Р,5/27/1991,6/14/2000,ОАКЛА,amarari01,amarari01,amarr001,amarari01,amarari01
232,amaroru02,,,1965,2,12,США,ПА,Филадельфия,,,,,,,Рубен,Амаро,,Рубен (Дж.),,170,70,B,Р,6/8/1991,9/27/1998,Стэнфорд,amaroru02,amaroru02,amarr002,amaroru02,amaroru02
234,amelued01,,,1959,4,13,США,КА,Фуллертон,,,,,,,Эд,Амелунг,,Эдвард Аллен,,180,71,L,L,7/28/1984,7/7/1986,Сан-Диего,amelued01,amelued01,amele001,amelued01,amelued01
246,anderbr01,,anderbr01h,1964,1,18,США,MD,Серебряная весна,,,,,,,Брэди,Андерсон,,Брэди Кевин,,170,73,L,L,4/4/1988,5/20/2002,Кэл Ирвин,anderbr01,anderbr01,andeb001,anderbr01,anderbr01
288,andrejo02,,,1949,2,9,США,КА,Монтерей-парк,,,,,,,Джон,Эндрюс,,Джон Ричард,,175,70,L,L,4/8/1973,9/19/1973,,andrejo02,andrejo02,andrj101,andrejo02,andrejo02
312,apodabo01,,,1950,1,31,США,КА,Лос-Анджелес,,,,,,,Боб,Аподака,,Роберт Джон,,170,71,Р,Р,9/18/1973,9/18/1977,,apodabo01,apodabo01,apodb101,apodabo01,apodabo01
328,ardelda01,,,1941,5,27,США,WA,Сиэтл,,,,,,,Дэн,Арделл,,Дэниел Миерс,,190,74,L,L,9/14/1961,9/27/1961,USC,ardelda01,ardelda01,arded101,ardelda01,ardelda01
332,arellfr01,,,1882,1,28,США,КА,Санта-Круз,1918.0,12.0,13.0,США,КА,Сан-Хосе,Фрэнк,Арельяны,,Фрэнк Джулиан,,180,72,Р,Р,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
372,asadora01,,,1962,10,20,США,КА,Фресно,,,,,,,Рэнди,Асадор,,Рэндалл Карл,,185,73,Р,Р,9/14/1986,10/5/1986,Государство Фресно,asadora01,asadora01,asadr001,asadora01,asadora01
405,augusdo01,,,1963,7,3,США,КА,&lt; &lt; Инглвуд &gt; &gt;,,,,,,,Дон,Август,,Дональд Гленн,,190,75,Р,Р,6/2/1988,10/1/1991,Чапман,augusdo01,augusdo01,augud001,augusdo01,augusdo01
416,austije01,,,1976,10,19,США,КА,Сан-Бернардино,,,,,,,Джефф,Остин,,,,185,72,Р,Р,6/26/2001,5/28/2003,Стэнфорд,austije01,austije01,austj002,austije01,austije01
455,badgrre01,,,1902,12,1,США,WA,Орилья,1998.0,7.0,13.0,США,WA,Кент,Красный,Бадгро,,Моррис Хирам,,190,72,L,Р,6/20/1929,9/18/1930,,badgrre01,badgrre01,badgr101,badgrre01,badgrre01
499,bakerch02,,,1952,12,6,США,WA,Сиэтл,,,,,,,Чак,Бейкер,,Чарльз Джозеф,,180,71,Р,Р,4/7/1978,10/4/1981,Лойола Мэримаунт,bakerch02,bakerch02,bakec101,bakerch02,bakerch02
